报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.28,0.2,0.08,0.54,0.32,0.2,0.11,0.43,0.22,0.11,0.07,0.16,0.14,0.09,0.04,0.15,0.13,0.1,0.06,0.15,0.12,0.09,0.05,0.19,0.14,0.1,0.05,0.08,0.07,0.08,0.05,0.19,0.14,0.09,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.82,2.77,2.72,2.68,2.67,2.64,2.6,2.54,2.51,2.48,1.93,1.88,1.82,1.78,1.73,1.68,1.68,1.69,1.81,1.76,1.7,1.65,2.01,1.97,1.99,1.94,2.43,2.38,2.38,2.32,3.09,2.99,2.93,2.85,5.62,5.51,5.24,5.19,5.17,5.17,5.29,5.28,5.18,5.15,5.17,4.99,1.33,0.36,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.06,-0.3,-0.31,-0.38,-0.42,-0.26,-0.24,-0.16,-0.48,-0.18,-0.04,0.03,-0.28,-0.16,-0.27,0.02,-0.32,-0.32,-0.28,0.07,-0.22,-0.19,-0.3,0.11,0,0,0,0.37,0,0,0,-0.1,0,0,0,0.24,0,0,0,0.4,0,-0.15,0,0.1,0.2,0.2,0.57,0.03,--,--,
主营业务收入(万元),205285,135418,43663,223546,147499,78267,38901,185982,101703,61983,31419,134565,95591,51978,26154,97481,70228,51290,28508,81601,60492,41513,22706,113324,79238,49708,23884,101819,74293,51572,28120,85981,52284,33490,13923,61410,39952,23549,9773,44698,29749,18589,10747,44900,27629,16248,7941,38866,22384,15225,6469,35700,24888,16847,6695,46275,22463,41728,16956,30476,22931,13624,
主营业务利润(万元),71718,47801,16371,79429,50625,31481,16586,67542,36989,21871,12896,42783,31637,19861,10471,37516,23968,20877,9674,30402,21741,16452,8348,29333,20601,14650,7387,21136,17229,12853,6598,18389,12789,8822,--,13003,10598,6214,2413,13151,11496,7110,3629,12943,9750,5861,2592,9916,5126,2946,1202,9721,5573,4441,1480,9835,3922,7487,3141,5571,--,--,
营业利润(万元),33804,24936,5630,34104,20939,12282,6790,25695,12703,6113,3942,6694,7427,4709,2735,8127,7107,6287,3226,7745,6897,5038,2993,10376,7811,5530,2610,3033,3843,4238,3457,10390,6943,4680,1810,2910,4042,1792,697,5130,4681,2762,1464,5606,3956,2237,1036,4301,464,23,-192,3549,2093,1989,404,4931,2079,3973,1736,2965,--,--,
投资收益(万元),2507,2025,563,901,420,113,61,-1281,-1593,-1564,-290,848,113,83,-93,700,737,489,-10,668,216,242,23,758,933,973,-109,-725,-11,539,1,3723,3089,1701,266,525,440,148,152,664,497,334,155,85,337,313,153,174,1,0,0,556,24,46,-15,170,187,-50,-4,30,--,--,
营业外收支净额(万元),1678,809,619,2704,1744,1219,836,3255,1816,836,127,3269,1357,933,216,2140,1492,607,533,1987,549,177,92,1090,558,62,38,1439,--,1124,20,562,--,--,--,-3,0,0,0,-206,0,0,0,165,0,0,0,-20,0,0,0,4,-1,-0,0,-1,0,332,0,0,--,--,
利润总额(万元),35482,25745,6249,36808,22683,13501,7626,28950,14519,6949,4069,9963,8784,5642,2951,10267,8599,6894,3759,9732,7445,5215,3085,11466,8370,5592,2648,4472,4994,5362,3477,10952,7261,4912,1827,4633,5498,2954,1459,6763,6098,4017,1858,6666,4617,2700,1332,4800,729,283,-93,4292,2265,2044,404,5122,2451,4443,1750,3328,--,--,
净利润(万元),26175,18734,4329,27576,16470,10105,5563,22033,11262,5715,3323,8023,7030,4627,2207,7678,6548,5330,3027,7130,5683,4092,2266,8581,6261,4410,2169,3459,3164,3641,2466,8606,6231,4081,1538,4087,4669,2650,1325,5833,5169,3304,1624,5447,3967,2326,1165,4156,746,291,27,3806,1720,1540,413,4034,2056,3986,1463,3044,2734,1642,
净利润(扣除非经常性损益后)(万元),23508,17680,3645,25589,15226,9320,4869,21639,11733,6785,3230,5969,--,4015,--,6176,--,4895,--,5928,5514,4031,--,7169,0,3367,0,3625,0,3459,--,5756,0,4059,--,3481,0,1886,0,5699,0,3217,0,4906,0,2317,0,4158,0,293,0,3233,1527,1421,0,4013,1872,3649,0,0,--,--,
