报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),50244,27721,10135,47174,35009,24114,10055,31215,26438,19360,7575,22666,--,17719,--,34723,--,19701,--,29177,--,15767,--,21952,--,7990,0,7099,0,4795,0,4975,0,3062,--,4295,0,2629,0,4563,0,2839,0,0,0,
经营活动产生的现金流量净额(万元),51775,18968,2217,57750,32557,-6663,9820,27791,4320,2124,-4532,31253,16859,3140,3112,48361,17466,9370,1732,31479,27498,25002,9077,23090,27476,20879,-3959,9561,-6652,-3707,-1780,5893,7783,3562,-1546,2671,4431,4657,-1345,5941,6094,5139,6723,0,0,
现金及现金等价物净增加额(万元),36175,21783,21545,-18257,27486,-10536,-7143,-7096,-6768,-9281,648,-71750,-40707,-42729,-27366,5130,-24851,-23558,1830,106189,8308,5166,3490,-9179,-1633,-1036,1456,-22130,-11899,-7054,-3748,4260,7421,5109,399,-4253,0,2712,-1281,17654,18405,23676,-57,0,0,
总资产(万元),769806,723476,732775,702070,777327,748879,683397,658853,641426,635914,588637,493496,495248,485706,473895,483716,463078,459102,469711,446950,336080,319926,291992,244097,226006,217886,226804,229247,75519,83794,85936,84006,89803,92693,82577,71243,71678,72753,67348,59602,61438,70712,35128,28440,19428,
流动资产(万元),496309,471043,481096,453803,523206,489552,425088,401381,381465,388852,368105,308511,344428,353845,354514,377293,367333,369545,386449,367210,260766,243849,223327,186418,168290,160098,170195,172352,54238,63674,66192,64528,71024,73730,63081,51731,56072,56984,51521,44305,46027,55503,21534,17055,10137,
总负债(万元),351133,346885,364368,346932,432484,421341,360551,343353,330704,332983,290432,200430,205021,204036,188719,181376,171726,178250,186743,175454,170117,163640,142859,103010,94438,94522,95121,101273,28064,37341,42282,40046,46885,50817,40169,30363,31770,33775,27459,20920,23645,33541,19839,16528,9467,
流动负债(万元),286850,303526,344154,324635,380452,361678,297456,275225,258040,255502,216798,159485,179244,189310,173069,160695,153590,160166,168743,162374,153026,151640,130770,90955,94412,94482,94969,101120,28064,37341,42282,40046,46885,50817,40152,30363,31701,33706,27389,20850,23575,33515,19813,16528,8456,
股东权益不含少数股东权益(万元),414972,373403,366079,353253,342916,325687,321068,314021,309214,301424,296727,289421,286476,278390,281807,272343,265121,256446,260913,251202,145747,137669,132528,125360,117600,110837,120336,117170,47455,46452,43655,43959,42918,41876,42408,40880,39908,38977,39889,38682,37793,37171,15289,11912,9960,
净资产收益率加权(%),12.97,7.49,2.69,14.64,12.01,7.37,2.82,10.75,8.8,6.36,2.68,9.74,9.3,6.73,2.95,14.05,11.26,7.91,3.91,22.66,18.51,11.91,5.59,19.83,--,7.93,0,23.34,0,10.57,0,11.57,0,6.67,--,11.26,0,6.46,0,22.22,0,--,31.41,25.51,18.02,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
