报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-0.02,-0.02,-0.02,0.04,0.03,-0.02,0.04,0.12,0.15,0.23,0.21,0.46,0.48,0.39,0.3,1.02,0.47,0.89,0.69,0.68,
每股净资产(元),2.49,2.5,2.52,2.52,4.42,4.37,4.45,4.41,4.44,4.44,8.02,7.81,7.81,7.71,7.8,4.14,3.59,3.11,8.24,7.16,
每股经营活动产生的现金流量净额(元),0.05,0.09,0.12,0.04,0.09,0.18,0.04,0.3,0.32,0.19,0.11,-0.2,-0.32,-0.43,-0.21,0.66,0.44,0.65,3.28,2.2,
主营业务收入(万元),6929,4308,1919,11875,8007,5819,3836,9053,6087,3740,1767,11666,10687,8534,5106,16208,8518,12355,9037,8859,
主营业务利润(万元),1857,1192,290,3772,2456,1840,1258,3610,2601,1636,813,5570,5189,4155,2468,7994,4179,6269,4498,4295,
营业利润(万元),-634,-562,-418,215,-1395,-631,235,186,740,739,322,3130,3001,2637,1790,5814,3139,4871,3517,3428,
投资收益(万元),-26,-186,-46,212,-203,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
营业外收支净额(万元),102,52,35,652,1790,324,311,1436,1399,1307,1300,234,394,16,0,156,20,23,27,74,
利润总额(万元),-532,-510,-383,867,395,-308,546,1621,2140,2046,1621,3364,3396,2653,1790,5970,3160,4894,3543,3502,
净利润(万元),-532,-510,-383,817,343,-299,464,1424,1819,1739,1378,2878,2919,2288,1522,5121,2363,4192,3127,3048,
净利润(扣除非经常性损益后)(万元),--,-554,--,262,--,-572,--,204,--,628,--,2675,--,2275,--,4988,2348,4172,3104,2983,
经营活动产生的现金流量净额(万元),984,1843,2484,911,1057,2152,473,3614,3844,2244,730,-1327,-2146,-2889,-1383,3302,2224,3230,3425,2297,
现金及现金等价物净增加额(万元),2222,2310,1741,-5244,-4696,-5664,-3423,4614,-3128,-3750,392,-1069,20381,21260,28240,34,848,1124,2172,-245,
总资产(万元),61116,65413,65311,65576,71819,69052,73050,74000,64310,63240,56654,54478,54925,55175,59616,29347,27258,22095,15246,13007,
流动资产(万元),28017,29401,29821,30379,30546,29251,34674,36872,37236,35815,40417,38186,39336,39764,44774,15558,14952,14214,9957,11067,
总负债(万元),7367,11442,10976,11080,18799,16669,19639,21066,10990,10012,3154,2386,2883,3763,7638,8656,9326,6526,6654,5542,
流动负债(万元),5237,9440,7669,7493,6776,4878,7091,7177,3988,3010,2883,2115,2883,3763,7638,8656,9326,6526,6654,5542,
股东权益不含少数股东权益(万元),53750,53971,54335,54496,53020,52383,53411,52934,53320,53228,53500,52092,52043,51411,51978,20690,17932,15569,8592,7465,
净资产收益率加权(%),-0.98,-0.94,-0.7,1.54,0.65,-0.57,0.87,2.72,3.45,3.29,2.61,6.59,7.03,6.27,7.09,28.25,14.11,33.96,34.64,51.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
