报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.02,0.05,0.06,0.06,0.04,0.05,0.06,--,0.04,0.04,0.05,0.08,0.04,0.04,0.04,0.08,0.04,0.06,0.08,0.09,0.06,0.07,0.11,0.15,0.12,0.12,0.11,0.14,0.17,0.18,0.16,0.42,0.38,0.36,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,1.63,--,--,--,1.56,1.6,--,1.51,1.51,1.51,1.47,1.43,1.45,1.47,1.39,1.37,1.38,1.8,1.69,1.66,1.66,1.65,1.54,1.5,1.51,1.49,1.33,1.29,1.27,1,0.91,0.74,0.76,0.7,0.76,0.6,0.57,0.5,0.52,0.53,0.5,0.5,0.53,0.55,0.53,0.53,0.58,1.53,1.54,1.89,1.6,2.17,2.23,2.23,2.21,2.5,2.53,3.04,2.88,2.7,5.07,3.48,3.26,2.77,2.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.26,-0.26,--,0.13,-0.09,-0.09,0.2,0.18,-0.09,-0.18,0.26,-0.06,0,0.04,0.3,--,-0.16,-0.03,0.4,0.11,0.16,0.11,0.49,0.25,0.08,0.04,0.03,0,--,0,-0.04,0,0,0,-0.09,0,0,0,0.05,0,0,0,0.01,0,0.07,--,-0.08,-0.06,0.2,0.31,0.01,-0.08,-0.07,0.07,--,--,--,--,--,--,--,
主营业务收入(万元),16225,13028,9760,26084,17860,14696,10844,26520,16896,13290,9377,24080,15667,12046,8676,22101,14704,11714,8775,20608,13403,10931,7815,18608,11940,9112,6519,17004,11061,8557,5828,15403,10028,7255,4590,56682,53652,28474,1599,60167,52093,26290,4911,91815,63346,35923,6069,88858,65324,36712,4613,58710,33424,13712,1912,63614,24595,59307,20029,54602,12726,49652,34168,74842,27135,79313,23851,74407,78876,72841,
主营业务利润(万元),1429,1879,2296,4182,2367,2396,2380,4975,2315,1887,1829,4295,2405,1932,1591,5374,3184,2870,2574,5206,3486,3109,2599,5203,3396,3098,2618,4497,2892,2852,2155,4170,2896,2351,--,-604,1153,688,-495,2918,1953,1103,232,3531,3096,1422,636,4943,2416,1543,92,3478,2117,1297,52,3293,1865,1973,1301,3485,1128,644,3774,3312,1783,2787,1485,3162,--,--,
营业利润(万元),157,963,1750,1570,782,1231,1732,2318,903,883,1384,1930,1056,1093,1153,1827,955,1632,2175,2389,1762,2054,2269,3099,2460,2495,2310,2887,1891,2179,1787,2250,1678,1494,1358,-3352,-1696,-1242,-1337,-1305,327,-316,-439,-1215,91,-505,-518,1705,-543,-763,-859,-5346,-1321,-1120,-792,-9725,-220,-1923,-88,8,-212,-4582,2668,5492,2351,5377,2030,5370,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,764,449,449,249,100,54,54,0,126,64,64,0,75,198,143,0,-367,140,115,0,168,47,130,1,374,71,35,7,237,214,227,2,168,--,--,
营业外收支净额(万元),385,355,-0,340,278,143,-0,174,174,172,--,455,--,--,--,530,173,135,-1,228,15,25,1,307,55,58,-2,--,--,--,--,--,--,--,--,716,0,--,0,4064,0,0,0,27,0,0,0,-588,0,0,0,-10074,-15,10,0,277,0,2320,0,816,0,0,0,0,0,0,--,--,--,--,
利润总额(万元),542,1318,1750,1909,1060,1374,1732,2492,1077,1055,1384,2385,1056,1093,1153,2357,1128,1767,2174,2617,1776,2080,2270,3406,2515,2553,2307,3245,3274,3515,3025,6698,6135,5802,1497,-1872,-619,-154,-1121,2860,341,-235,-443,-1062,159,-395,-509,1192,-348,-624,-859,-15788,-1196,-995,-786,-9280,287,527,418,1199,313,-3416,3097,6420,3008,6416,2016,5406,--,--,
净利润(万元),340,935,1279,1292,747,990,1292,1756,762,752,1029,1680,755,792,856,1665,803,1290,1621,1847,1292,1529,1694,2457,1851,1888,1719,2283,2673,2871,2527,6698,6135,5802,1497,-1191,-380,-115,-989,2699,86,-352,-429,-1160,-81,-451,-491,1034,-341,-610,-848,-15739,-1174,-963,-742,-8674,296,504,418,1182,313,-3416,2630,5457,2557,5454,1351,3622,3515,2927,
净利润(扣除非经常性损益后)(万元),275,882,1279,1256,722,986,1292,--,762,752,--,1652,--,792,--,1522,--,1189,--,1989,--,1510,--,2462,--,1890,0,2315,0,1778,--,2787,0,1855,--,-3341,0,-1900,0,-1792,0,-451,0,-1446,0,-497,0,-564,0,-605,0,-2703,-1159,-973,--,0,-161,-1817,-39,268,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-357,-1937,-1773,5985,7355,279,-748,7907,3394,-5439,-5355,9847,2746,-1819,-1785,4110,3671,-1877,-3820,5428,-1181,103,642,4792,3621,-2480,-484,6408,1736,2614,1708,7762,3965,1327,590,545,371,243,137,-628,-282,-145,-308,-1431,-488,-264,-242,852,3708,2349,615,108,0,1057,--,-1259,-1003,3231,4949,157,-1209,-1132,1175,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-1468,-2576,-1981,1272,3883,-1642,-1659,-6732,-541,-8959,-5430,1939,-1789,-5148,-5023,1395,1551,-3362,-4176,950,-2534,-1083,188,1110,3135,-2014,-712,3294,44,1201,1514,-399,63,-322,-340,-15,543,433,123,-556,-172,-36,-311,-1692,-668,-396,-284,2070,0,2125,538,-738,0,437,--,-2365,-1178,2865,4458,-374,-673,-77,-27,--,--,--,--,--,--,--,
总资产(万元),73699,70751,74969,80238,76694,69291,71206,74043,68508,53901,56163,61026,59144,52730,53507,61013,60123,54607,55802,59788,55597,54089,56140,58916,60025,52935,53649,57023,51027,50824,51311,51267,51166,50302,51082,53221,77178,72109,65595,69019,75910,72457,67335,66056,107982,105634,105771,105764,111447,107109,105310,101134,115490,108210,109062,105293,114793,112247,111944,101902,113068,100968,97966,92825,99512,90433,61059,65347,--,--,
