报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.05,0.03,0,0.08,0,0.01,-0.01,-0.15,-0.06,-0.03,-0.02,0.65,-0.04,-0.01,-0.03,-0.32,-0.25,-0.11,-0.08,0.06,-0.19,-0.15,-0.06,-0.48,-0.35,-0.23,-0.08,0.02,-0.15,-0.08,-0.05,-0.3,0.01,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.33,--,-1.16,-1.13,-1.15,-1.12,-1.05,-0.91,-0.88,-0.8,-1.08,-1.04,-0.95,-0.89,-0.76,-0.63,-0.5,-0.42,-0.56,-0.57,-0.46,-0.41,-0.11,-0.12,-0.1,-0.13,0.21,0.21,0.21,0.2,0.22,0.24,0.15,0.15,1.03,1.03,1.02,0.2,2.19,2.19,2.18,2.17,2.33,2.33,2.32,2.32,2.34,1.84,1.8,1.6,3.3,3.19,2.88,2.84,2.65,2.28,2.16,1.79,1.23,1.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.07,--,0.33,0.59,-0,-0.05,0.18,0.27,0.18,-0.43,-0.11,-0.1,-0.04,-0.18,-0.1,-0.1,-0.04,--,-0.12,-0.03,0.02,-0.12,-0.12,-0.19,-0.21,0.21,0,--,0,0.03,0,0,0,0.27,0,0,0,-0.06,0,0,0,-0.2,0,-0.29,--,0.08,-0.16,-0.1,0.1,0.23,--,0.03,--,--,--,--,--,--,--,--,
主营业务收入(万元),29265,17610,6977,42362,30863,20325,8435,33538,20811,12864,5541,12677,8828,5885,2752,18226,14260,9940,4721,20092,16475,7941,3009,18655,12642,8297,3834,38379,29012,22757,8865,36527,25838,17625,7476,43744,44675,31080,12755,76914,60012,43125,15975,85823,67171,46625,21454,72482,60225,40986,17217,78214,55013,35489,15879,85564,39177,84676,44088,50487,17886,38495,18605,51825,20321,49066,22275,27627,26480,22138,
主营业务利润(万元),-1276,-371,32,3002,5356,3769,460,4211,-997,-577,-220,-45,244,196,-116,-905,-1494,-923,-737,-4365,-4322,-2323,-1271,-15243,-10914,-6541,-1300,-3274,-866,-9,-1063,-615,5180,4032,--,-517,7299,5029,3051,7680,7183,5971,2053,5358,7754,5394,2498,-8886,6542,5177,2456,3237,5113,3517,1656,10897,7127,18768,11756,12125,4566,7431,4426,11301,6649,11248,6236,6869,6220,--,
营业利润(万元),14099,9496,149,8633,90,419,-908,-14206,-3904,-2756,-1113,29706,-2002,-712,-1683,-15651,-12270,-5466,-3738,-1758,-11062,-7782,-3154,-27616,-17049,-11126,-3922,432,-7520,-3884,-2501,-14884,-109,199,88,-23658,387,361,453,1026,1357,2355,479,-2077,625,420,498,-21960,323,564,643,-7386,951,754,536,2321,795,9733,8004,7297,3113,8528,1865,13039,7072,12209,0,7714,4941,--,
投资收益(万元),15239,9532,988,163,--,--,--,--,--,--,--,-2528,1588,665,--,377,377,367,--,22,--,--,--,--,-457,-624,--,10584,--,0,--,0,--,--,0,-167,0,--,0,2,2,2,0,-3,141,141,0,-3,141,141,0,279,3,3,0,804,3,-169,-166,-948,3,-209,-546,-397,-82,-378,-14,508,0,--,
营业外收支净额(万元),159,35,27,-679,259,259,-50,1191,-1628,194,9,2486,-33,-5,-5,-37,97,119,-4,4722,1709,276,155,4125,14,14,2,585,--,-1,--,--,--,139,--,285,0,--,0,2468,0,0,0,113,-9,0,0,-1021,-5,0,0,72,-13,-12,0,-4,0,36,0,-210,0,0,0,0,0,0,-0,-3,--,--,
利润总额(万元),14259,9531,176,7954,349,677,-958,-13015,-5532,-2562,-1103,32191,-2036,-717,-1688,-15688,-12173,-5347,-3742,2963,-9354,-7506,-2999,-23491,-17035,-11111,-3920,1017,-7493,-3886,-2493,-14698,345,338,180,-23387,397,310,392,3496,3854,4799,511,-1968,757,550,487,-22984,459,697,642,-7036,940,745,533,3121,796,9600,7832,6140,3111,9751,1317,15656,10319,11812,6656,9126,4891,--,
净利润(万元),14258,9531,176,7894,355,679,-957,-13024,-5528,-2560,-1104,32175,-2033,-714,-1686,-15680,-12173,-5347,-3722,2940,-9356,-7508,-2990,-23641,-17036,-11112,-3911,838,-7515,-3898,-2483,-14878,291,281,156,-20945,1799,1175,549,5882,4726,4567,599,-2050,765,468,384,-18281,315,514,505,-7258,632,519,372,2477,576,8227,6559,4953,2649,8191,1050,13100,8778,9747,5114,6263,3270,3508,
净利润(扣除非经常性损益后)(万元),-1151,-36,-839,-4764,96,420,--,-14402,-3900,-2754,--,-9319,--,-3192,--,-12725,0,-5466,0,-8746,--,-7785,--,-25514,--,0,--,-11901,0,-3897,--,-15030,0,281,--,-21323,0,1227,0,2967,0,1703,0,-2466,0,479,0,-53698,0,521,0,-7343,646,531,--,2481,577,8191,6568,5163,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),2061,-205,-1230,12874,-1953,-671,10164,14788,-1768,12021,-3473,2805,16350,29156,-230,-2225,9102,13173,9001,-21351,-5579,-4686,-2095,-8927,-4833,-4773,-1779,-8042,-5724,-1359,1014,-6124,-6015,-9150,-10503,10245,-512,2699,99,1546,-1430,1008,-3282,13264,7535,2372,-1131,-3017,-17833,-15947,-6008,-9809,0,-15970,--,4040,-7921,-4757,4854,10539,--,724,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-684554,-849026,-310166,1219970,40368,40899,34531,-1110,-1594,11486,-2274,2579,-350,109,-130,-2896,-2025,-2317,2302,2256,-2336,-3731,-2429,-1523,-1560,-2094,-2151,1574,12,137,387,-11332,-10722,-13830,-11373,8325,-693,-2222,-668,-2987,-4380,3814,-4405,2553,-261,-3450,-1470,-27266,-19988,-4787,-9009,-5478,0,-14367,--,38824,29425,7475,7329,1642,--,-2261,--,--,--,--,--,--,--,--,
总资产(万元),1234982,1240393,1254923,1257219,74436,73505,66094,32036,45356,60793,62842,62593,31398,44981,52929,54321,71434,70812,72005,75373,36170,47780,51232,53315,48935,51368,56003,56242,58330,55077,54247,55050,74338,68446,75221,84085,83897,80778,84220,85598,88359,95247,98787,98424,148043,149606,149851,108365,215020,222762,210863,209809,214530,230833,196534,200110,222831,162946,150269,137000,139432,146425,136037,142593,98528,85105,102798,58055,33879,--,
