报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.7,0.6,0.48,0.26,0.2,0.14,0.06,0.15,0.21,0.14,0.04,-0.29,0.08,0.05,0.04,0.08,0.01,0.11,0.07,0.25,0.12,0.1,0.06,0.24,0.12,0.11,0.06,-0.39,0.19,0.18,0.12,0.24,0.25,0.17,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.02,--,3.38,3.35,3.38,3.34,3.27,3.37,3.4,3.34,3.29,3.28,3.54,3.48,3.38,3.37,3.32,3.26,3.83,3.82,3.84,3.72,3.58,3.5,3.53,3.61,3.49,3.41,3.46,3.4,3.35,3.27,3.18,3.14,3.26,3.08,3.05,3.03,3.17,3.14,3.09,3,3.1,3.07,3.01,2.95,2.99,1.14,0.24,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.55,--,0.77,0.44,-0.32,-0.27,-0.51,-0.55,-0.18,1.2,-1.83,-1,-0.32,2.91,1.79,1.04,0.34,-0.14,1.04,0.95,-0.23,0.68,-0.18,-0.3,-0.18,-0.36,0,--,0,3.55,0,0,0,-0.95,0,0,0,-5.68,0,0,0,0.06,0,0.33,--,0.04,0.08,0.32,0.13,--,--,
主营业务收入(万元),95862,64826,33278,120758,86463,58898,32058,111097,87870,55198,27861,114668,86018,51483,23308,101777,74990,48009,19245,114889,62060,43053,20797,117397,62446,42025,21856,69842,47648,34816,19236,82850,52306,33973,16094,67093,47528,32086,12532,66561,52669,37613,11718,54607,42673,26301,10593,34102,25030,16627,9357,26690,17923,11559,6113,17410,7668,14311,12618,10811,9781,
主营业务利润(万元),37281,25835,12976,46378,32887,22662,11503,41052,29988,20620,9443,35681,25522,16085,7604,30101,20553,14102,6121,31873,16558,11433,5804,27342,15717,11130,4781,17458,13449,10004,5116,21220,14272,9541,--,16274,12220,8199,3440,14909,10167,6991,2900,12812,9852,6926,3156,11002,7962,6002,2972,9532,6197,4558,2334,5986,2543,5516,4783,4008,3017,
营业利润(万元),24980,21660,16517,10059,7548,5108,1867,6697,4169,2623,1070,-6636,1190,955,653,-1056,223,1845,1233,5694,2506,2018,1679,4044,2888,2416,863,-6824,3564,3167,1972,3653,4615,2965,1322,809,3083,1729,99,3507,4001,2907,296,2809,1895,1129,423,1084,3149,2623,1336,4767,3038,2395,1214,3829,1791,2769,2539,2483,2140,
投资收益(万元),14454,14433,14206,-3725,-1642,-721,-418,170,33,43,14,506,201,-171,230,4833,564,399,194,1403,921,836,504,1786,1366,1078,999,1731,1450,1021,1266,1430,4240,2851,1135,4869,1752,1539,977,1905,561,255,545,-259,298,216,-20,96,120,-11,-14,-73,79,19,28,-68,0,0,--,--,0,
营业外收支净额(万元),370,264,277,1014,195,204,84,-598,-130,100,67,-159,160,72,-17,2451,271,66,42,-167,-111,-97,-20,625,-94,39,114,211,--,-156,--,--,--,--,--,528,0,--,0,-488,0,0,0,-62,-141,-88,-44,-241,0,0,0,-232,-94,-50,0,-92,0,-87,-67,-41,-13,
利润总额(万元),25349,21924,16794,11073,7743,5312,1951,6099,4039,2723,1137,-6796,1351,1026,636,1395,494,1911,1274,5526,2394,1921,1659,4669,2794,2455,977,-6613,3334,3011,1896,5658,4671,3073,1331,6649,4699,3152,1024,5196,4191,2821,792,2488,2051,1256,359,939,3115,2506,1283,4462,3023,2364,1218,3668,1743,2682,2472,2846,2373,
净利润(万元),20987,18106,14581,7479,5512,3715,1385,3912,2696,1813,539,-3706,965,589,457,1008,164,1351,845,3184,1513,1302,792,3097,1498,1343,778,-4923,2374,2226,1467,3083,3172,2171,963,4318,3060,2044,810,3247,2645,1643,536,947,1185,655,495,494,2235,1792,896,2741,1940,1548,797,2462,1190,1760,2113,1899,1966,
净利润(扣除非经常性损益后)(万元),8471,5705,2010,6689,5280,3538,1319,4176,2748,1664,--,-4271,--,540,--,-5004,--,1243,--,3247,--,1274,--,2767,--,1045,0,-5196,0,1492,--,1664,0,1160,0,1299,0,1715,0,-491,0,1434,0,374,0,450,0,180,0,1805,0,2835,1945,1550,--,2016,1193,1773,--,--,--,
经营活动产生的现金流量净额(万元),14810,12446,5108,23278,20457,10176,6004,41583,26694,16092,6959,17795,9837,5655,-4089,-3412,-6505,-6980,-2244,15303,-23250,-12755,-4052,36975,22697,13175,4276,-1728,13204,12125,-2955,8598,-2300,-3752,-2243,-4558,-11003,-6171,-7592,45089,35018,33379,-1056,-12035,-14544,-12026,-5042,-72162,-21306,-20707,427,794,0,4294,--,505,984,2749,1640,--,--,
现金及现金等价物净增加额(万元),-6107,-8002,-8980,-5809,-1980,3869,-10521,12860,-6118,7107,10263,-12702,-10532,8236,-2717,-637,-9809,6721,2510,-12051,-2729,-7764,13461,24410,24984,10541,9037,8038,17881,20066,9627,-11028,-6541,262,16043,4483,-15277,-4261,-4034,13462,10944,17423,-567,-9555,-9155,-5385,10693,2879,3566,5688,4304,2674,0,15,--,8780,18442,101,1100,--,--,
总资产(万元),227109,219351,216159,223151,219113,233940,226026,245758,242603,259243,276825,272995,316808,339970,336587,328610,321164,328296,314578,301421,327054,313169,330722,299285,281439,260197,254698,245937,253256,248925,228498,213494,242063,243480,248380,219647,194788,204066,203631,196173,193155,219402,227500,222715,196823,204916,206213,178145,102085,90964,64992,61134,46779,47049,48868,47334,41020,19341,19118,19267,16056,
流动资产(万元),85065,82315,84307,93399,92168,106842,99106,119335,114248,130884,138954,134379,185178,208315,208285,200085,174038,182351,176995,162969,227580,213663,232494,200872,198738,179392,175698,168321,182347,181250,167977,153924,188178,188579,195344,170287,150198,159515,162347,154920,154444,179790,188270,184046,158999,167409,169318,142720,63727,55344,--,--,--,--,21518,0,0,0,6892,6681,5212,
总负债(万元),73936,69067,69864,91570,89636,106774,165168,186359,185021,202442,221388,218144,270574,293891,290376,282872,276488,282019,267768,255455,280946,267133,266544,236943,214822,194206,189793,181299,179123,177961,157744,144605,172919,175555,179974,151774,141964,152577,150669,144054,144135,171748,181826,177657,150651,159142,162427,134083,58290,47760,22954,20356,5618,6422,9068,8391,3048,9382,10179,10965,8947,
流动负债(万元),69108,64665,65186,86857,85147,102237,160597,182113,180948,198137,215883,212570,223668,244849,241332,230358,236006,242386,239676,235358,247151,233302,247183,222327,195459,174455,163518,154997,152493,151003,130812,122463,140479,148864,163963,141151,117604,131352,133764,138994,139835,157348,157926,153357,127851,135442,139327,114983,58290,47760,--,--,--,--,9068,0,0,0,10179,8965,6047,
股东权益不含少数股东权益(万元),144845,141965,140807,126226,124247,122450,56164,54779,53378,52495,51148,50682,42981,42605,42930,42474,41630,42817,43265,42419,41879,41668,45003,44211,42951,42796,42231,41453,48750,48601,48771,47304,45549,44548,44878,45887,44378,43362,44035,43225,42583,41581,40474,39938,39707,39158,38752,38503,40340,39897,39288,38105,39442,39050,38304,37507,37972,9958,8939,8302,7110,
净资产收益率加权(%),15.5,13.36,10.92,7.39,5.93,4.77,2.5,7.42,5.18,3.51,1.05,-7.78,2.25,1.38,1.07,2.37,0.39,3.14,1.97,7,3.36,2.9,1.78,7.2,--,3.14,0,-11.11,0,4.6,--,6.62,0,4.84,--,9.65,0,4.62,0,7.71,0,4.03,0,2.43,0,0,0,1.26,0,4.6,0,7.11,0,0,--,6.8,4.2,18.75,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
