报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.03,0.02,-0.01,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.22,0.19,0.15,0.06,0.55,0.39,0.25,0.65,0.44,0.53,
每股净资产(元),4.93,4.91,4.9,4.91,4.91,4.9,4.91,4.89,4.9,4.89,4.93,4.92,4.88,4.84,4.86,4.8,2.96,2.82,2.57,2.26,1.82,
每股经营活动产生的现金流量净额(元),0.32,0.24,0.08,0.31,0.24,0.17,0.17,0.18,0.09,0.07,0.09,0.03,0.26,0.12,0.15,0.25,0.12,0.24,0.28,0.52,0.52,
主营业务收入(万元),18597,12002,4945,33180,25418,17447,8405,30407,23021,14834,7676,36537,29196,19226,8497,41946,29992,18856,30176,24267,23360,
主营业务利润(万元),3903,2648,1168,6157,4385,2651,949,5065,3637,2229,976,8144,6545,4795,1882,11572,8647,5605,9842,7759,7966,
营业利润(万元),399,178,-247,114,213,82,147,-621,-104,-121,34,2051,2179,1832,760,5201,3964,2439,4736,3445,3992,
投资收益(万元),1073,768,298,792,10,10,--,50,50,50,50,45,45,45,45,6,6,6,0,0,0,
营业外收支净额(万元),62,55,8,214,183,158,125,863,366,295,107,1116,570,305,147,881,299,267,1372,79,214,
利润总额(万元),461,233,-239,328,396,240,273,242,262,174,141,3167,2749,2137,907,6082,4263,2706,6109,3524,4206,
净利润(万元),407,218,-182,303,353,205,230,168,251,161,122,2783,2418,1870,778,5262,3698,2356,5234,3516,4204,
净利润(扣除非经常性损益后)(万元),--,170,--,-407,--,71,--,-564,--,-90,--,1835,--,1611,--,4514,3444,2128,4034,2981,3117,
经营活动产生的现金流量净额(万元),4083,3034,983,4002,3065,2169,2224,2296,1130,940,1105,443,3333,1541,1890,3156,1162,2279,2707,4172,4153,
现金及现金等价物净增加额(万元),-1679,-1203,-15,-7709,943,432,1039,-3557,-4883,-4437,1230,-16062,-10657,-11399,-6614,31086,-378,-574,1196,1042,-667,
总资产(万元),80197,80993,80035,78749,73257,73767,73756,73758,73432,72616,75043,73977,78384,79276,76657,81889,49962,46617,42287,28961,25566,
流动资产(万元),29961,30087,29777,30987,40529,40708,40667,41256,40413,39025,44514,42943,50354,52913,51638,58537,28033,24409,22582,13752,11204,
总负债(万元),16971,17982,17143,15661,10133,10866,10717,11170,10726,10034,11891,10986,15870,17310,14503,20513,21568,19565,17591,10897,11018,
流动负债(万元),16679,17682,16834,15343,9841,10565,10717,11170,10726,10034,11891,10986,15870,17258,14309,20425,21451,19419,17387,10897,11018,
股东权益不含少数股东权益(万元),63050,62828,62683,62842,62884,62703,62840,62588,62707,62582,63152,62991,62515,61966,62154,61376,28395,27052,24696,18064,14548,
净资产收益率加权(%),0.65,0.33,-0.29,0.48,0.56,0.33,0.37,0.27,0.4,0.26,0.19,4.49,3.9,3,1.26,19.26,--,9.1,35.9,21.57,33.78,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
