报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.45,-0.32,-0.12,-0.38,-0.13,-0.1,-0.02,0.04,-0.09,-0.1,-0.06,0.19,-0.07,0.01,0.02,0.31,0.23,0.14,0.06,-0.36,-0.3,-0.2,-0.12,0.06,0.29,-0.11,-0.09,-0.72,-0.38,-0.2,-0.08,-0.66,-0.06,-0.06,-0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.11,1.85,1.93,1.95,1.92,1.86,1.77,1.68,0.3,0.24,0.34,0.42,0.54,0.7,0.26,0.23,0.32,0.65,0.82,0.94,1.02,1.63,1.62,1.63,2.13,2.2,2.18,2.15,2.18,2.17,2.13,2.13,2.16,2.47,2.49,2.46,2.47,2.85,2.81,2.85,2.88,2.83,2.78,2.84,2.88,3.06,3.02,2.52,2.46,2.46,2.37,2.21,1.27,1.09,1.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.26,0.17,-0.08,-0.5,-0.51,-0.59,-0.39,-0.2,-0.27,-0.18,-0.11,-0.11,-0.12,-0.05,-0.02,-0.1,-0.1,-0.09,-0.02,-0.24,-0.11,-0.1,-0.07,-0.05,0,--,0,0.02,0,0,0,-0.01,0,0,0,-0.21,0,0,0,-0.03,0,-0.11,--,0.34,0.07,-0.2,-0.18,-0.01,--,0.36,--,--,--,--,
主营业务收入(万元),112082,85772,40466,155920,106261,64891,28407,139234,88134,58750,26680,159824,101113,74268,38537,221106,158321,104730,54815,27982,22924,14468,6260,26684,19741,12228,5713,35543,26119,17870,9174,41112,32527,20396,9180,51862,39541,23452,10428,52805,42567,26040,11860,49938,38616,24798,12150,39456,29859,16844,9183,45137,33450,17527,7212,40258,18080,46777,19277,46419,18791,39289,18586,39311,36670,33180,
主营业务利润(万元),5306,4260,1344,14849,10113,6424,3223,19268,8423,4611,1520,22337,9710,8119,4106,25106,18115,11837,5492,3722,2981,1778,568,2779,2635,2366,996,4500,4135,2743,1641,9583,8590,5010,2031,13464,10754,6259,2589,14462,10644,6471,2778,11961,10497,6683,2936,8526,7141,3834,2068,11021,8082,4178,1774,8709,5074,13498,5738,14530,5505,12743,2169,13971,6094,5556,
营业利润(万元),-9994,-6922,-2668,-6955,-3764,-2931,-742,1292,-2838,-3356,-2053,5173,-2002,142,611,10040,7974,4880,2062,-13026,-7157,-4826,-2744,-12073,-5536,-2719,-2206,-16833,-9093,-4995,-2078,-17034,-1304,-1456,-1349,-1340,129,-374,-631,-24,13,-537,-661,-4913,-17,241,-220,-2897,-670,-1573,-618,471,-578,-1970,-976,-1521,1060,5334,1645,7196,2358,6558,2324,5946,6676,6176,
投资收益(万元),-38,-29,-7,-30,-21,-13,-9,-11,-4,-15,-19,--,--,0,--,--,--,--,--,77,77,110,110,5132,2966,1600,279,1085,1026,10,11,-99,34,7,11,-354,-229,-122,0,241,0,0,0,-293,1,1,0,-55,0,0,0,-65,0,0,0,-241,0,-242,0,-254,0,-131,0,0,0,0,
营业外收支净额(万元),23,38,-22,213,24,-4,-2,267,197,57,1,158,33,22,1,649,158,109,6,3920,359,359,33,13631,12224,298,20,187,--,49,--,--,49,29,-3,1476,0,--,-0,21,0,0,0,-884,0,0,0,-442,0,0,0,-354,-339,-4,0,-1140,0,-858,0,-863,-372,0,0,--,0,0,
利润总额(万元),-9971,-6884,-2690,-6742,-3740,-2935,-744,1558,-2641,-3299,-2052,5330,-1969,165,612,10689,8132,4989,2068,-9106,-6799,-4467,-2711,1558,6688,-2421,-2186,-16646,-9059,-4946,-1991,-16547,-1255,-1427,-1352,-53,594,121,-611,501,217,-438,-619,-5860,220,441,-120,-3237,-569,-1517,-616,594,-788,-1844,-870,-2473,1166,4653,1367,6812,2116,6010,1918,4960,5790,5363,
净利润(万元),-10192,-7218,-2737,-8647,-3032,-2304,-474,855,-1993,-2382,-1415,4269,-1481,237,544,6974,5280,3130,1333,-8208,-6858,-4500,-2700,1474,6503,-2559,-2073,-16310,-8622,-4451,-1741,-15006,-1296,-1380,-1316,300,575,348,-318,886,94,-417,-526,-5301,67,326,-151,-2893,-600,-1365,-558,205,-982,-1784,-769,-2434,756,3316,930,4602,1399,3946,1298,3253,3977,3925,
净利润(扣除非经常性损益后)(万元),-10186,-7230,-2720,-8806,-3049,-2302,-473,663,-2136,-2419,-1416,4136,--,221,--,6502,--,3057,--,-11639,--,-4895,--,-17327,0,-4081,0,-17591,0,-4630,0,-15813,0,-1409,--,-1176,0,-249,0,414,0,-427,0,-5291,0,127,0,-2807,0,-1381,0,495,-643,-1780,--,-1337,738,3430,855,4716,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-3063,-18,-842,2193,6117,5426,-3306,-1393,-4042,41,-2785,898,5936,3894,-1782,-11290,-11584,-13281,-8955,-4610,-6044,-4081,-2385,-2392,-2702,-1122,-483,-2181,-2245,-1967,-420,-5428,-2439,-2240,-1482,-857,-2238,-1718,-294,427,1062,864,-58,-146,-294,-30,764,-3703,-2000,-1920,-577,-528,0,-1923,--,5991,1174,-3553,-2861,-216,--,5755,--,--,--,--,
