报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.02,0.02,-0.01,0.06,0.02,0.01,-0.03,0.08,-0.02,0.03,0.01,0.17,0.06,0.04,0.02,0.25,0.05,0.04,0.01,0.28,0.08,0.04,0.01,0.19,0.03,0.02,0.02,0.29,0.07,0.05,0.02,0.2,0.09,0.06,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.21,--,3.08,3.14,3.11,3.1,2.91,2.89,2.86,2.85,2.65,2.61,2.58,2.57,2.4,2.4,3.1,3.09,2.83,2.81,2.79,2.76,2.64,2.61,2.57,2.54,2.46,2.44,3.92,3.89,3.78,3.77,3.73,3.71,3.63,3.66,3.65,3.63,3.52,3.49,3.43,3.39,3.39,5.03,4.86,4.81,4.87,4.58,2.16,0.33,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.55,--,-0.38,-0.41,-0.45,0.27,-0.23,-0.38,-0.45,0.11,-0.33,-0.29,-0.27,0.52,-0.19,-0.24,-0.43,0.46,-0.23,-0.17,-0.32,0.38,-0.11,-0.32,-0.4,0.26,0,--,0,0.53,0,0,0,0.01,0,0,0,0.19,0,0,0,0,0,-0.06,--,-0.09,-0.5,0,-0.17,0.56,0,0,
主营业务收入(万元),170356,110995,49620,334949,226674,146664,66443,354869,232443,153888,68849,382946,273168,175539,80461,408448,280310,180226,82242,396097,262322,155919,70373,327819,213326,133240,60329,315531,222181,141021,68235,343355,240207,141529,70714,322014,236818,135687,76747,318418,230598,134716,69025,280012,186343,109957,53652,242296,156378,87605,43970,169575,122166,70357,35798,134731,75768,118836,62913,81845,32448,26806,
主营业务利润(万元),32292,20505,9063,57441,37369,23710,9150,53494,35139,24044,13440,56548,37241,23114,11519,54809,37126,25344,11909,56024,34385,19803,9473,39965,26872,17422,8776,40658,24731,16342,7579,36082,23229,15371,--,29615,19270,12964,6468,30371,20412,13725,6764,26578,18031,12080,6019,27144,13833,9116,3927,18432,12945,8667,3618,16669,8051,14189,6585,9377,3234,2281,
营业利润(万元),-3761,-2096,-3271,-795,-2824,-3257,-4405,-6259,-5252,-1400,-26,8024,1813,512,348,8920,3206,2017,185,12233,5172,1425,301,3482,1046,542,345,11078,2880,1890,723,9251,3606,2410,664,4407,1360,1238,446,4772,1981,1384,357,4063,1841,1303,217,6340,3298,2264,836,5609,3476,2610,880,5025,2861,5513,2555,4185,1878,700,
投资收益(万元),6845,5678,1858,4908,3728,2331,966,4345,4100,2834,976,4334,3948,2864,1485,1182,610,421,102,1381,1056,670,361,1695,863,584,-26,5306,850,534,158,1344,768,514,201,1491,744,328,120,907,510,322,167,185,326,188,14,-57,351,312,25,468,197,99,15,1282,610,351,68,272,882,562,
营业外收支净额(万元),4367,3025,1412,2845,2113,1724,951,9054,2708,2032,214,3418,1261,1208,51,8052,996,946,120,7597,1292,998,360,8522,1093,960,460,2982,--,--,--,2578,--,--,--,-155,0,--,0,53,0,0,0,142,0,0,0,551,-28,0,0,-3,13,-16,0,430,0,465,0,0,0,0,
利润总额(万元),606,929,-1859,2049,-711,-1533,-3454,2795,-2544,633,188,11443,3073,1720,399,16972,4202,2963,306,19830,6464,2423,661,12004,2139,1502,805,14060,3985,2578,1095,11828,4885,3187,992,8255,3748,2675,1127,7963,3659,2650,983,6623,3176,2228,702,7706,3765,2631,894,6214,3726,2729,914,6845,3493,6387,2633,4490,2807,1265,
净利润(万元),881,1019,-448,2655,952,275,-1464,3708,-752,1096,481,7289,2742,1840,665,10722,2384,1771,453,12281,3579,1545,476,8375,1134,863,503,9762,2186,1596,689,6750,2875,1921,683,5225,2169,1577,645,4295,2041,1525,534,3697,2004,1446,453,4909,2646,1928,724,4610,2656,1810,676,4674,2418,3853,1521,2931,1936,926,
