报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.56,0.33,0.11,0.78,0.52,0.28,0.09,0.75,0.35,0.22,0.05,0.59,0.36,-0.08,-0.04,0.11,-0.03,-0.02,-0.02,0.08,-0.05,-0.06,-0.05,0.04,-0.07,-0.06,-0.05,0.04,0.12,0.01,-0,0.07,0.02,-0,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.7,--,3.41,1.56,1.6,1.64,1.49,1.51,1.56,1.58,1.45,1.44,1.47,1.46,1.33,1.33,1.34,1.39,1.47,1.36,1.35,1.36,1.31,1.29,1.27,1.27,1.24,1.21,1.22,1.23,1.21,1.21,1.17,1.2,1.19,1.17,1.16,1.18,1.12,1.12,1.14,1.16,1.2,1.24,1.28,1.34,1.28,1.92,1.39,2.01,1.92,2.24,2.08,2.41,2.26,2.16,2.08,2.02,2.08,2.12,2.05,1.96,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.83,--,-1.27,-0.69,-0.56,0.2,-0.21,-0.56,-0.48,-0.72,-0.72,-0.69,-0.53,0.13,-0.48,-0.5,-0.34,0.39,-0.32,-0.54,-0.48,0.45,-0.01,-0.17,-0.27,0.08,0,0,0,0.19,0,0,0,0.44,0,0,0,0,0,0,0,-0.15,0,-0.21,--,0.38,-0.08,0.37,0.28,-0.29,--,-1.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),368342,238929,97057,575046,365919,244748,112905,536876,338134,208702,96486,496341,345719,106057,53608,185574,124386,82668,38172,151096,102273,69290,32044,102925,61618,42308,16931,123990,94357,62568,31854,138410,102119,65972,31320,120355,84111,51465,21437,107586,73616,48535,22615,94379,65200,42578,17892,99917,65113,42777,18552,79173,54382,34451,19717,57565,59477,139074,58621,119999,52154,80363,42978,76601,29656,44948,19427,23844,11221,21411,12281,15781,--,--,--,--,
主营业务利润(万元),65837,43989,17530,93276,60584,37422,15828,79304,50790,30246,13169,67502,45450,8015,3706,18530,12567,8533,4423,14981,9438,6063,2503,15730,8443,4904,2004,17763,12676,7687,3674,16252,11165,6904,3137,14742,10285,6399,2800,14113,9836,6221,2505,13079,8929,5467,2507,10645,7969,4949,2319,8479,6241,3972,1585,5364,5035,8358,3210,7727,3108,5270,2717,1329,548,503,267,201,209,247,129,157,--,--,--,--,
营业利润(万元),21692,12851,4329,31424,21687,11741,3988,27994,15418,8971,2242,23246,13672,-1426,-941,687,207,533,300,1832,-463,-707,-1080,744,-1247,-1516,-1074,678,2096,703,202,2333,1005,300,-226,1451,820,19,-263,1576,614,203,-325,1218,865,264,-114,689,80,-237,-177,-2042,-1610,-998,-525,-330,921,1776,398,1866,383,1819,480,1419,0,610,0,428,0,0,243,271,--,--,--,--,
投资收益(万元),-113,-46,-27,-20,-362,-206,-123,2509,-273,267,-63,539,282,-143,-20,368,161,43,32,330,71,15,-70,-85,-101,-138,-205,127,-35,-96,-55,750,384,365,16,625,219,137,231,87,129,228,-89,-305,-227,-147,-53,-286,-333,-218,-154,-287,-248,-458,-287,2538,-12,620,336,115,53,-13,22,42,10,73,13,92,128,237,216,381,--,--,--,--,
营业外收支净额(万元),895,477,75,2475,1102,838,291,4371,1128,634,302,1917,861,200,69,3972,781,499,141,1728,815,577,454,383,326,301,169,1677,--,26,--,102,--,--,--,-27,0,0,0,94,0,0,0,111,0,0,0,276,0,0,0,42,135,131,0,-436,0,-5,0,-6,0,0,0,0,-1,0,1,0,-2,10,0,0,--,--,--,--,
利润总额(万元),22586,13328,4404,33900,22789,12579,4280,32365,16546,9605,2544,25163,14533,-1226,-871,4659,988,1032,441,3560,352,-130,-626,1127,-921,-1214,-905,2355,3398,729,217,2435,1055,339,-215,2049,1001,156,-34,1757,830,484,-378,1035,634,140,-155,834,-183,-457,-333,-2281,-1722,-1325,-744,1772,895,2390,725,1975,434,1789,507,1450,591,743,373,621,441,836,461,659,--,--,--,--,
净利润(万元),17924,10537,3500,24967,16783,8948,3003,23969,11112,6937,1609,19106,11470,-1390,-741,1934,-597,-272,-279,1422,-811,-981,-902,614,-1158,-1027,-835,656,2005,196,-78,1199,261,-76,-417,707,35,-382,-202,563,159,75,-487,346,84,-158,-271,266,-660,-728,-404,-2971,-2256,-1665,-918,1472,369,1756,607,1630,368,1468,429,1242,503,636,319,541,392,750,424,628,--,--,--,--,
净利润(扣除非经常性损益后)(万元),18099,11067,3276,23135,16178,8530,2817,17570,10629,6597,--,18158,--,-1515,--,-1697,--,-662,--,-129,--,-1559,0,386,--,-1208,0,963,0,253,0,792,0,-97,--,717,0,-380,0,1072,0,336,0,879,0,135,0,383,0,-462,0,-2726,-2702,-1800,--,321,62,1141,358,1630,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-19799,-15835,-13263,27825,-11112,-19714,-27398,7359,-41459,-30170,-26795,-6282,-40867,-11766,-9564,3482,-3607,-9640,-8277,-12257,-12335,-11801,-9148,2271,-8148,-8629,-5756,6704,-5530,-9207,-8153,7634,-120,-2878,-4659,1427,-4314,-5247,-4991,3235,-1959,-2042,-2095,7576,1403,2983,943,46,-3807,-3157,-1909,-2384,0,-3559,--,6444,-1443,4209,3037,-2054,--,-6640,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-42411,-32892,-18347,7365,-34811,-30302,-23045,6180,-37701,-42230,-31441,-6004,-43748,-10196,-8290,2361,-3808,-6834,-9362,-3988,-13565,-12662,-6512,2456,-5702,-5600,-6044,4724,-3819,-9551,-7506,4931,-911,-3499,-4897,957,-4119,-5115,-5614,4134,-1473,-1753,-1595,3724,-878,1341,-467,-682,-1591,1,-1149,-253,0,-1143,--,-3525,-3356,1939,-2140,2902,--,-168,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),403478,392368,360103,385584,369479,340186,356270,368043,325172,273656,283557,307820,272361,90782,95490,95565,86179,85442,83582,81653,73525,73224,74266,80493,70469,71819,66990,75744,71245,66350,65917,69230,72262,67961,61296,64914,62954,62325,61673,63204,63471,61857,58547,61284,59613,61435,56457,60302,65702,63288,59857,54494,74970,57817,58702,52537,51880,52903,47011,50398,45697,39130,45562,39340,26039,22154,21797,17361,15654,17995,19116,19218,9843,8952,7313,4693,
流动资产(万元),393988,382120,349635,373766,357113,327603,344117,355388,314532,261487,272091,296731,262554,83724,88635,88640,79251,78732,77179,74891,67443,67572,67945,74019,64799,65952,61312,69806,64188,58957,58428,61659,65081,60906,54405,58378,56250,55624,54732,55859,55923,54065,50612,53014,51255,52728,47380,50914,55586,52686,--,0,--,--,46131,--,0,45620,0,0,40959,33848,40282,34292,21117,17346,17251,12745,10202,12605,14210,14226,6503,5631,5143,4058,
总负债(万元),237476,234551,204038,232627,225900,205027,220086,235131,187945,144498,153866,180054,153551,57865,60967,60208,53781,52934,50607,48355,43161,43328,44368,46407,39703,41211,36273,44117,38488,36502,36993,40062,44289,40582,34395,37773,36539,36627,36047,37494,38470,37159,34601,37896,36573,38796,34071,37720,44102,41882,38251,32526,52336,34721,34889,29379,28124,29049,31457,35721,31687,25471,32950,27160,14722,11338,11379,7263,5279,7412,8870,9395,7067,7126,5827,3257,
流动负债(万元),236672,233656,202822,231411,224389,203516,218414,233460,187945,144498,153865,180054,153551,57865,60967,60208,53781,52934,50607,48355,43161,43328,44368,46407,39703,41211,36273,44117,38488,36502,36993,40062,44185,40478,34298,37589,36452,36540,35960,37406,38383,37072,34514,36809,35486,37709,32984,36633,43015,40795,--,0,--,--,33802,--,0,28961,0,0,31556,25340,32851,27060,14013,10625,8948,5744,3482,5615,4634,6284,4112,1736,1337,1117,
股东权益不含少数股东权益(万元),151745,144211,144161,140657,132473,124636,126600,123579,122120,117951,119083,117479,109866,26707,27424,28097,25567,25885,26742,27025,24805,24636,25056,25010,22682,22813,22994,23841,25153,23344,23110,23194,22337,22001,21661,21663,21127,20710,20888,21090,20702,20618,20055,20543,20277,20034,19869,20140,19224,19156,19480,19884,20597,21189,21935,22854,21901,22463,15048,14441,13807,13439,12486,12058,11318,10816,10417,10098,10375,10582,10247,9823,2776,1826,1036,1436,
净资产收益率加权(%),12.2,7.36,2.46,18.69,12.96,7.13,2.4,19.15,9.1,5.89,1.36,17.7,10.44,-1.49,-2.7,7.05,-2.33,-1.03,-1.04,5.53,-3.27,-3.95,-3.6,2.46,--,-4.5,0,2.79,0,0.84,0,5.31,0,-0.35,--,3.31,0,0,0,2.7,0,0.37,0,1.7,0,-0.79,0,1.33,0,-3.73,0,-13.9,0,0,--,6.44,1.7,12.02,0,11.96,--,11.52,--,--,--,0,0,0,0,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
