报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.65,0.5,0.25,0.87,0.72,0.5,0.22,0.75,0.77,0.65,
每股净资产(元),--,--,--,--,5.97,5.75,--,5.25,4.5,3.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.75,0.82,--,0.61,0.28,2.1,
主营业务收入(万元),466765,306117,142903,551555,387883,248279,110251,498214,499473,390643,
主营业务利润(万元),58805,39153,18678,80193,58613,38077,16558,69633,72879,58889,
营业利润(万元),19832,15108,7387,19973,18331,12482,5367,16854,18213,15172,
投资收益(万元),1066,503,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1405,693,53,1306,935,720,272,1566,780,341,
利润总额(万元),21237,15801,7441,21279,19266,13201,5639,18420,18993,15513,
净利润(万元),18457,13613,6347,19647,16141,11252,5000,16886,17375,13753,
净利润(扣除非经常性损益后)(万元),16463,12629,6304,--,15380,10656,4771,15613,16736,16639,
经营活动产生的现金流量净额(万元),-17801,-30376,-31911,31236,16955,18330,6252,13794,6315,47343,
现金及现金等价物净增加额(万元),23049,19330,107918,-747,14466,1479,2970,664,-1250,-2616,
总资产(万元),445261,478223,482892,341026,357174,311963,--,310111,302811,259149,
流动资产(万元),330260,382967,395342,259257,276740,232200,--,234813,233809,205856,
总负债(万元),219581,257441,262473,211304,222841,182509,--,191921,201480,175188,
流动负债(万元),217285,254820,259523,208020,219781,179386,--,189119,199663,173757,
股东权益不含少数股东权益(万元),225680,220782,220419,129722,134333,129453,--,118190,101331,83960,
净资产收益率加权(%),9.16,7.11,3.95,--,12.78,9.09,4.14,15.38,18.75,22.82,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
