报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.57,0.43,0.2,0.56,0.47,0.36,0.18,0.49,0.4,0.29,0.14,0.46,0.36,0.26,0.16,0.55,0.43,0.3,0.23,0.64,0.46,0.33,0.24,0.65,0.47,0.3,0.2,0.66,0.45,0.32,0.15,0.54,0,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.34,2.25,2.85,2.69,2.56,2.43,3.65,3.41,3.24,3.1,3.32,3.08,2.89,2.72,4.14,3.94,3.75,3.61,1.92,1.78,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.19,0.03,-0.09,0.24,0.16,0.1,-0.09,0.26,0.05,-0.02,-0.19,0.62,0.27,-0.03,0.02,0.59,0.22,0.17,0.1,0.29,0.08,--,--,
主营业务收入(万元),163350,109174,53567,168180,136476,93586,46365,142432,113128,74653,36198,131221,100374,67585,32595,117052,88501,60935,31020,88390,65538,43472,20631,53788,40981,27074,12331,40137,30525,19864,8709,28948,6355,23199,21253,
主营业务利润(万元),64548,43923,21843,65935,54749,37517,18175,52710,44936,30047,13605,47935,38782,25736,11807,40732,30562,22242,10518,30702,24417,16412,7611,20112,15256,10086,4114,11556,8815,5932,2590,8555,1834,6666,5823,
营业利润(万元),34209,25848,11791,28487,26934,19945,9632,25260,22134,16458,7730,26055,20193,14545,7134,21850,15978,13084,6438,17105,12177,8631,4032,11390,8663,5403,2471,7497,5804,3870,1529,5047,965,4145,3774,
投资收益(万元),-33,-60,--,49,-7,-1,-6,-24,-29,-30,-30,136,-39,5,3,97,51,34,6,183,119,85,43,122,53,6,8,1,-28,-19,-16,66,19,-28,-5,
营业外收支净额(万元),4794,3487,856,4883,2224,1763,1031,4555,1923,1514,814,1844,1059,803,388,4196,3768,438,424,957,944,886,265,420,39,52,53,--,--,--,-49,699,--,1202,6492,
利润总额(万元),39002,29335,12647,33369,29159,21708,10663,29815,24058,17972,8545,27899,21252,15348,7523,26046,19746,13521,6862,18062,13121,9517,4297,11811,8701,5455,2523,7367,5682,3751,1480,5747,1602,5347,10266,
净利润(万元),33204,25192,10887,29700,25235,19213,9445,25805,21006,15666,7656,24410,18886,13676,6628,22641,17428,12102,6002,16088,11617,8066,3745,10054,7219,4588,2094,6183,4207,2771,1110,3787,1054,3155,5877,
净利润(扣除非经常性损益后)(万元),29932,22684,10359,26702,23980,18149,8757,22896,19343,14333,6952,22874,--,13024,--,18999,--,11736,--,15179,--,7294,--,9514,--,4527,0,6287,0,2860,1154,3365,671,2200,2595,
经营活动产生的现金流量净额(万元),29684,19559,10098,20578,6277,6320,3506,12445,4312,6497,2096,17142,9886,1452,-3602,9697,6711,4217,-2182,6566,1356,-622,-2898,9649,4100,-409,200,6060,2236,1740,784,2253,415,-1657,3430,
现金及现金等价物净增加额(万元),-16960,50872,6721,4093,-2394,221,508,123,-6379,-1521,283,-832,-6297,-12353,-7953,-369,2082,2096,-6031,19089,18358,17759,-4970,-1242,-352,-4665,-3897,11183,11674,14800,-1731,-7310,-4974,10111,-3151,
总资产(万元),302014,300767,227899,213830,212751,210018,195490,181338,176901,174384,166179,153982,150005,145749,139623,129690,128002,125101,111853,106350,102893,98938,67659,63829,59130,53123,49172,44945,45551,45775,26842,27132,0,39346,31982,
流动资产(万元),190576,220691,173597,159042,159977,156366,141313,127906,128221,125402,119757,108322,98361,95721,89818,86777,85429,86748,74648,70751,68790,65266,37137,33867,32390,30489,27690,27077,30850,33223,14767,15134,--,26588,22836,
总负债(万元),92289,99078,40830,37667,41089,44398,34345,29647,30016,32850,27368,22831,24394,25390,22249,18957,22521,24955,17896,18403,19395,18989,15645,15578,13642,10902,6483,4377,6941,8606,12023,13430,--,23927,17615,
流动负债(万元),61117,53891,37642,34479,38179,41468,31374,26675,29768,32601,27118,22581,24128,25126,21982,18691,21382,23815,16733,17237,17020,16591,12774,12550,13642,10902,6483,4377,6941,8606,12023,13430,--,23927,17608,
股东权益不含少数股东权益(万元),208228,200216,185911,175024,170559,164537,160085,150640,145840,140500,137807,130150,124626,119416,116457,109830,104616,99290,93190,87188,82718,79166,51300,47555,44720,42089,42685,40591,38614,37178,14851,13742,0,14430,11302,
净资产收益率加权(%),17.33,13.43,6.03,18.24,15.46,11.99,6.08,18.38,14.93,11.35,5.71,20.46,15.83,11.72,5.86,22.98,18.17,12.98,6.66,23.92,9.1,15.71,7.58,23.08,--,10.96,0,19.98,0,18.32,0,30.88,0,24.54,67.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
