报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1993-03-31,1992-12-31,1991-12-31,1990-12-31,
净利润(扣除非经常性损益后)(万元),-2272,-1308,16,29116,10529,12383,2433,26945,20359,18281,--,23668,--,17344,--,22545,--,12313,--,14016,--,4243,--,12966,--,4869,0,12605,0,5043,--,7020,0,2605,--,1029,0,2,0,6630,0,2400,0,4404,0,1744,0,5137,0,582,0,892,1534,1060,--,1849,977,1263,892,1102,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-94915,-70750,-66710,-58340,7197,12116,-25909,-139441,-180042,-106737,-49951,-26559,-10779,-11281,-13442,-10430,-11024,10814,-2699,-98148,-139561,-109295,-61840,131102,122187,53519,9511,40501,10376,11853,11078,-30518,13885,2537,-2624,1990,35476,47893,21700,-14004,-10136,682,-4589,-39731,-29564,-36460,-227,15399,-24546,30329,-226,20604,0,9187,--,34858,18560,12563,6541,-10322,--,-8236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),99526,-70871,-45032,-48576,37871,-39965,-35908,106527,27358,109149,21901,-30030,-29182,-15800,-25790,-19206,9899,28720,35226,-48280,-87181,-69067,-43144,129272,132171,56012,4212,6100,-2008,-752,-8817,1355,7386,3594,-2275,2232,7104,11481,7581,-20739,-24348,-5919,-23169,10036,-1448,2026,19907,11610,5234,41444,1924,-1389,0,8007,--,12909,-783,937,4924,-6242,--,-9990,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),1755209,1484074,1412829,1401834,1264040,1156807,1143030,1156540,1089277,1059532,893359,894443,868841,823911,807838,844838,891940,868701,841202,769929,760847,697362,628680,624760,609628,529653,472526,468925,454425,460247,467922,467091,389046,359174,338014,336262,270873,256265,247614,267972,255437,259882,246473,250668,232276,230998,204868,177589,172035,128986,130237,148257,130561,132519,136627,132961,131391,158707,171507,172231,164982,170872,155651,150741,104291,108240,94412,97676,86535,85880,78519,67944,63561,66620,61109,--,--,
流动资产(万元),1687846,1417461,1367596,1357089,1211395,1107602,1093791,1106324,1041201,1011120,842369,832153,792542,749225,732373,769533,817679,807297,781734,717031,716989,654209,587617,584155,572931,493625,436573,433248,433436,435897,444156,443196,369138,331078,299131,290372,232745,216981,224372,245359,236557,250426,238200,247714,230742,229437,203841,176639,172035,91091,--,0,--,0,93639,--,0,0,0,0,103313,107446,89450,82705,57270,61192,48113,51307,40806,41603,37147,28938,27467,30737,28098,--,--,
总负债(万元),1505245,1233163,1151459,1140318,1020721,911465,900920,917722,857033,829353,665115,666757,631971,588315,581067,626481,676772,670524,641717,578875,597927,530307,459510,459382,452009,374719,318803,316509,307885,315379,322691,323375,247278,215974,194866,194244,131875,118068,107699,128652,117612,125339,110026,116344,100682,101038,73197,46634,45013,2408,4170,22548,4309,6709,11476,8245,5257,24377,37496,39117,29432,35469,21433,20666,15993,23172,14386,20541,10165,7318,4156,5313,3190,7632,2956,--,--,
流动负债(万元),818685,732101,679415,702215,636530,613296,554239,502241,445204,407603,427073,510276,496936,490759,458914,489149,541830,521707,481557,441655,423483,393797,352094,397294,324135,273190,239309,250203,213260,219398,251388,259835,168162,144553,118993,133871,95284,72988,38652,59621,49960,62290,56980,73366,67782,68138,54279,46634,45013,2408,--,0,--,0,11476,--,0,0,0,0,29432,35469,21433,20666,15993,23172,14386,20541,10165,7318,4156,5313,3190,7632,2956,--,--,
股东权益不含少数股东权益(万元),246999,247870,258326,258318,240022,241885,240558,237490,230905,228845,226857,218192,212499,211304,202463,193997,190788,183803,178334,171360,157898,157667,159835,156433,151011,151856,150490,149018,143233,141357,141617,139927,137781,137443,140797,139622,136929,136070,137731,137028,134023,132748,134656,133921,131109,129568,131341,130705,127022,125878,125429,125066,125672,125221,124559,124117,125526,133704,133326,132423,134597,134424,133682,129515,87740,84509,79454,76571,76370,78563,74364,62606,60371,58988,58153,--,--,
净资产收益率加权(%),-0.89,-0.53,--,11.89,4.65,5.34,1.28,11.69,8.88,7.92,3.89,11.74,9.1,8.54,4.27,12.47,10.81,7.09,3.98,11.61,3.72,3.52,2.15,9.07,--,3.8,0,8.82,0,3.5,--,5.82,0,2.77,--,5.16,0,2.46,0,4.96,0,1.79,0,4.62,0,1.34,0,4.24,0,0.55,0,0.68,1.17,0,--,1.1,0.78,0.96,0,0.84,--,3.91,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
