报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.16,-0.08,-0.04,0,-0.1,-0.1,-0.05,0,-0.07,-0.06,-0.01,0,0.01,0.01,0,0.06,0.02,0.01,0,0.13,0.08,0.05,0.02,0.26,0.11,0.22,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.49,--,2.54,--,2.56,2.56,2.56,2.56,2.51,2.51,2.52,2.51,2.47,2.44,2.41,0.98,0.83,0.55,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.07,--,-0.11,--,-0.26,-0.18,-0.09,-0.25,-0.18,-0.19,-0.15,-0.26,-0.23,-0.19,-0.1,-0.39,-0.22,-0.25,--,--,
主营业务收入(万元),342463,240589,105780,732800,712347,337631,93526,836876,555354,337625,151024,831852,597909,388840,145481,874920,514821,311904,132582,859123,504163,296894,144645,915253,407742,1020688,710196,521898,
主营业务利润(万元),22265,33142,10777,74317,25200,2944,1614,117390,58909,29417,25126,151818,111200,84167,35581,195728,107274,68090,28201,217233,143822,93201,46947,274313,115268,273311,222432,127852,
营业利润(万元),-104434,-52039,-28921,-69065,-78504,-67646,-33729,2947,-40993,-37056,-10017,-22038,-2404,7636,2899,31556,9449,5546,2646,63414,55282,31436,15135,86136,37966,125118,138384,58023,
投资收益(万元),9558,7165,3713,5805,3014,2133,1423,6626,3742,1650,--,2599,20,-25,--,-629,-977,-19,--,74,95,--,--,37,38,23,23,--,
营业外收支净额(万元),610,578,67,77155,15464,862,341,12604,1993,1568,554,30217,12794,1086,310,21277,5807,2405,127,51297,6188,6102,-141,46793,27468,12403,--,-9431,
利润总额(万元),-103824,-51461,-28854,8090,-63040,-66783,-33388,15550,-39000,-35489,-9463,8179,10391,8722,3209,52834,15256,7951,2773,114712,61470,37538,14993,132929,65433,137522,128166,48592,
净利润(万元),-104313,-51727,-28904,2568,-64067,-66728,-33192,1720,-43731,-38382,-9358,2934,5140,5974,2327,42298,9900,5585,2151,78981,46526,30047,9212,118922,50427,100636,47001,35174,
净利润(扣除非经常性损益后)(万元),-112879,-58255,-32109,-67582,-79697,-69218,-32455,-14533,-45537,-39664,--,-21325,--,5066,--,24910,--,3506,--,35270,--,25443,--,83672,29565,90399,49854,38475,
经营活动产生的现金流量净额(万元),-31086,-40806,-30271,-229445,-184494,-85374,-73479,148466,-46504,-15331,-71070,-187419,-168809,-115287,-57098,-164427,-120768,-125539,-97644,-170748,-151530,-123836,-66892,-176206,-98538,-114065,--,--,
现金及现金等价物净增加额(万元),14131,-39888,-3710,-128805,-54173,-46925,-45287,80255,-83106,-67680,-105649,95092,27984,47409,108064,-71068,-79416,-13231,-76082,125994,158415,244419,409155,-6544,-64629,1116,--,--,
总资产(万元),3858296,3893194,3912730,3998564,3715404,3676246,3591427,3569804,3543922,3584153,3609997,3618633,3611756,3421606,3430787,3417038,3082719,3055281,2870284,2812926,2751997,2684105,2777245,2288669,2105890,1982592,--,--,
流动资产(万元),2780879,2808099,2843321,2920274,2642176,2624341,2537603,2522407,2558175,2591600,2619203,2621597,2616422,2430591,2441762,2432939,2137665,2118524,1945248,1912876,1924050,1894624,2003999,1519217,1541641,1522737,--,--,
总负债(万元),2267320,2248714,2245528,2302001,2089349,2051949,1932523,1877364,1896459,1930555,1926564,1925334,1917922,1727486,1737687,1725965,1428398,1391203,1209139,1156124,1130650,1086861,1147026,1787818,1719294,1733236,--,--,
流动负债(万元),1446139,1436939,1391875,1413401,1236146,1298651,1198412,1177373,1251761,1285096,1280073,1277975,1266325,1343865,1373613,1363013,1315380,1271026,1088233,1034552,1010073,966398,988665,1455473,1341948,1338340,--,--,
股东权益不含少数股东权益(万元),1571600,1624981,1647539,1676232,1606785,1604160,1638309,1671323,1626231,1631980,1661640,1670784,1672813,1673745,1673853,1671506,1639351,1643331,1644971,1642820,1612000,1595848,1572718,443295,374800,247324,--,--,
净资产收益率加权(%),-6.42,-3.13,-1.74,0.15,-3.91,-4.07,-2.01,0.1,-2.65,-2.3,-0.56,0.18,0.31,0.36,0.14,2.54,0.6,0.34,0.13,5.58,4.53,2.49,1.12,34.44,16.21,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
