报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.03,-0.04,0,0.02,0.03,0.02,0,0.02,0.01,0.01,0,0.01,-0.01,0.02,0.01,0.18,0.16,0.11,0.06,0.3,-0.18,-0.05,-0.11,-0.41,-0.36,-0.17,-0.09,-1.29,-0.37,-0.24,-0.16,-0.45,0.09,0.08,0.07,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.45,1.48,1.46,1.45,1.42,1.37,1.33,1.27,-0.11,0.02,-0.69,-0.58,-0.53,-0.34,-0.26,-0.17,0.75,0.88,1,1.12,1.67,1.65,3.26,3.15,2.3,2.21,2.15,1.8,1.52,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.29,0.06,0.07,0.03,0.82,0.29,1.64,0.03,0.05,0.04,0.17,0.06,0.02,0.01,0.08,0.57,0.22,-0.09,-0.92,-0.55,-0.42,-1,-0.09,--,0.12,0.22,0.9,0.46,
主营业务收入(万元),680728,406265,180549,1030807,765309,530213,246927,1078686,796120,515999,236639,1214800,902462,637646,309452,1500059,1185202,815621,386323,1253744,1900,1643,581,3516,2465,1231,202,140829,139514,125232,66850,312717,254832,181769,65277,288379,204806,120602,193388,139213,86761,
主营业务利润(万元),31437,32860,12658,61363,44670,33023,11160,52129,36458,25695,11606,53835,37961,37994,17712,129886,110493,73649,39170,139972,-1050,-700,-346,-739,-710,-2931,-815,-6542,-5214,-3938,-2195,-2918,12925,7849,--,16143,13345,9316,13647,11350,7671,
营业利润(万元),-2964,4545,2557,13307,11658,8000,974,4595,2188,585,312,-2413,-6247,6719,2118,64369,61641,41020,19835,84909,-3096,675,-2846,-10686,-9731,-6306,-3580,-47154,-15018,-9802,-6394,-19023,4263,3239,1711,5930,4548,3251,4688,4033,2424,
投资收益(万元),-7449,-9360,-4388,-6332,-58,-89,-60,491,192,227,-59,-123,-5,71,2,-477,12,-197,-118,89,-194,-128,-62,25,-213,-138,-18,-972,-209,-321,-260,-318,0,0,0,22,22,13,0,2,-706,
营业外收支净额(万元),-7094,-7152,52,55,521,426,96,1518,358,326,395,5304,1807,539,362,3716,1986,2850,2381,892,-4064,-2776,-1351,-5637,-4341,-497,18,--,--,--,--,--,--,324,--,-34,--,0,0,0,0,
利润总额(万元),-10058,-2607,2609,13361,12180,8426,1069,6113,2546,912,707,2891,-4439,7258,2480,68085,63627,43871,22216,85801,-7160,-2101,-4197,-16323,-14072,-6803,-3563,-51640,-14848,-9616,-6290,-18518,4631,3563,1711,5936,4587,3283,4946,4029,1710,
净利润(万元),-7287,-6292,141,3522,5233,3496,376,2824,1491,881,468,2270,-983,3417,1792,27766,24971,17043,9981,35789,-7160,-2101,-4197,-16323,-14072,-6750,-3510,-51201,-14692,-9517,-6206,-17875,3742,3097,1402,4827,3712,2802,3773,3054,1904,
净利润(扣除非经常性损益后)(万元),-1334,59,119,2407,4992,3294,316,1532,1294,720,316,-1302,--,3375,--,24788,--,14213,--,33882,0,-7540,--,-11069,0,-6253,0,-46715,0,-9641,--,-20145,0,2014,--,4099,3686,2781,3630,3057,2296,
经营活动产生的现金流量净额(万元),51572,28671,15415,151505,132457,47193,9926,-1946,-10801,30792,47714,117087,63794,45111,8959,10955,4163,128589,45828,258298,1292,1859,1592,6684,2409,707,425,3081,22681,8518,-3719,-36661,-21676,-16796,-19765,-1737,2347,1342,2384,9757,4987,
现金及现金等价物净增加额(万元),-1636,-3901,9968,-13167,1700,-8272,-9112,-725,-7687,-8330,-7316,-33035,-42765,-27142,4026,-63760,-93891,-27504,78706,61233,-732,-227,-50,1647,-425,-410,-170,-11304,-9341,-6554,4785,-34318,-14281,-7586,-11450,40487,10738,11552,-3163,5206,1,
总资产(万元),695988,706232,739371,713741,762754,816075,834253,838237,867604,823690,816207,815309,876341,958714,1018944,1014410,1109105,1195265,1186902,1155495,102424,104823,75395,78770,81590,85231,87067,90527,145836,186430,237401,230790,237231,239166,231169,198278,167590,162676,118275,105724,69617,
流动资产(万元),307233,280164,329279,291792,337549,386413,400723,393962,413089,357478,339995,326440,382159,453669,504787,491533,582310,646747,644344,592048,68158,69489,38783,41087,42716,45230,45916,48204,92484,132154,181069,174592,180144,181609,173104,140455,115541,110047,66621,61774,32293,
总负债(万元),285982,292770,317346,292706,338212,394135,419482,424096,444861,402576,395804,395868,464127,535424,594941,592762,693720,796428,796550,771967,106644,103985,102652,101830,102398,98771,97367,97263,115781,151143,198212,185887,170515,172968,165861,135075,141951,137874,94022,85557,52503,
流动负债(万元),276525,282515,313502,288285,335073,390918,416185,420606,442330,399900,392671,392940,459669,531328,590748,589126,689784,787843,776900,741601,103960,101815,100270,99945,96710,94740,93854,93751,105358,140654,187723,175398,169927,172311,165173,134309,136350,132273,93007,78605,42502,
股东权益不含少数股东权益(万元),231719,232503,238992,238856,240379,238806,235442,235128,233715,232954,232533,231887,228065,232558,230835,229043,224412,216483,209421,199440,-4219,839,-27257,-23060,-20808,-13540,-10299,-6737,29772,34947,39597,44465,66082,65437,64534,62429,24805,23895,23253,19480,16426,
净资产收益率加权(%),-3.1,-2.67,0.06,1.49,2.2,1.48,0.16,1.21,0.64,0.38,0.2,0.99,-0.43,1.48,0.78,12.94,11.78,8.2,4.88,19.16,0,-8.72,-16.68,0,0,0,0,0,0,0,--,-33.23,0,4.79,--,15.83,--,11.53,17.66,17.01,12.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
