报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.43,0.37,0.02,0.29,0.03,0.01,0.01,-0.02,0.1,0.09,0,0.07,0.08,0.07,0.01,1.24,0,-0,0,-0.12,0,-0,0.01,0.12,-0.02,-0.02,0,0.09,0.06,0.06,0.01,0.06,-0,0,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1,0.99,0.93,0.92,-0.32,-0.32,-0.32,-0.32,-0.2,-0.21,-0.19,-0.2,-0.43,-0.42,-0.4,-0.51,-0.54,-0.54,-0.59,-0.6,-0.71,-0.7,-0.71,-0.45,0.17,0.17,0.18,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.14,0.14,0.13,0.55,0.54,0.61,1.53,1.93,1.79,1.75,3.38,3.27,2.63,2.48,2.53,3.4,3.47,3.55,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.03,-0.01,-0.08,0.08,0.15,0.04,0.01,0.11,0.02,0,0,0.53,0.57,0.48,0.28,0.41,0.38,0.33,0.07,0.35,0.09,0.06,0.02,0.09,0,0,0,0.25,0,0,0,0.44,0,0,--,0.59,0,0,0,0.31,0,0.13,--,0.69,--,0.15,0.27,0.07,0.13,--,0.16,0.16,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),178489,123203,36639,214441,125739,73095,33168,156531,117016,68102,31545,145335,109342,63748,26748,132979,95053,55070,25011,116221,83647,51963,25142,143062,70531,41137,18710,94574,73891,47724,21794,85112,61247,35327,16192,74587,49702,31792,15061,78667,65068,40004,18567,97582,72500,46338,19999,85623,56143,35976,16893,88941,67168,43604,24307,81419,71355,47209,93770,46504,83506,37138,87976,42917,83113,38876,66144,29812,67814,32607,53232,38917,32039,22332,
主营业务利润(万元),42756,32992,6511,41148,14572,8607,4147,16448,12034,7313,3361,14613,10162,5771,2239,15485,9829,5853,2793,13701,9115,5830,3049,18055,7951,4803,2283,11304,9143,6114,3023,11027,9470,5511,2438,7618,7259,4642,2319,10798,8881,5685,2701,15322,10267,6833,2959,12308,7964,4778,2413,12563,8156,5350,3399,9604,10180,6331,13155,9032,15044,7608,19798,10139,2147,1802,1032,1018,822,543,813,6610,0,0,
营业利润(万元),23564,19828,1024,15319,2227,796,412,-4182,711,216,389,-787,229,-900,-1142,2829,434,-250,-129,-585,1363,685,752,7279,-224,-363,41,-2682,-697,-722,395,-3875,-579,-721,-205,-8966,244,-83,75,1218,1056,573,115,3957,1049,551,-155,1295,-162,-710,-203,494,159,305,459,-6828,-1929,-2209,-4135,3181,47,1116,5022,3686,2305,0,4039,0,1012,0,975,1191,0,0,
投资收益(万元),2303,366,17,535,381,133,104,290,285,180,41,183,160,102,52,-77,-42,-42,--,-119,-30,-30,--,182,220,220,243,94,-34,-34,--,-265,-70,-14,0,-765,12,12,0,228,-4,-5,32,-2785,-55,-66,-23,-492,-12,-26,22,446,-28,-45,26,-4864,-63,-38,-28048,2788,7784,312,1188,370,865,376,839,682,2425,551,1813,1794,0,0,
营业外收支净额(万元),406,232,152,1203,592,362,112,5289,5601,5082,-128,5697,3655,3868,1433,60090,287,262,402,-2703,-21,-39,42,156,142,111,318,7283,--,3544,--,7884,--,--,39,-3406,0,0,0,-167,0,0,0,333,0,0,9,392,0,0,352,736,677,272,0,1202,0,0,41,0,-114,-69,--,0,0,-6,0,39,0,0,0,--,--,--,
利润总额(万元),23970,20060,1177,16522,2819,1158,524,1107,6312,5298,261,4910,3884,2968,291,62919,721,12,273,-3288,1343,646,795,7435,-82,-252,359,4601,3397,2822,581,4009,700,535,-166,-13037,468,129,185,1280,1059,566,149,1505,1057,493,-168,1245,178,-355,171,1676,807,532,491,-10490,-2074,-2327,-32142,5939,7756,1379,5110,3032,2347,2288,4363,3085,3572,1220,3051,3122,3065,778,
净利润(万元),16834,14423,597,11380,1187,557,322,-902,3801,3566,137,2771,3162,2826,336,48305,123,-68,188,-4718,76,-125,323,4575,-946,-661,114,3612,2309,2184,252,2434,-178,132,-326,-9518,435,361,159,539,542,340,111,734,657,304,-237,545,113,-270,162,996,673,495,486,-10645,-2062,-2392,-32948,4969,5941,1056,4034,2455,2053,1937,3666,2869,3068,1116,2996,2891,2835,778,
