报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.1,0.06,0.03,0.19,0.14,0.12,0.03,--,0.15,0.12,0.04,0.19,0.16,0.33,0.18,0.81,0.38,0.53,0.17,0.04,
每股净资产(元),1.98,1.94,2.93,2.9,2.89,2.87,2.81,--,2.83,2.77,2.69,2.66,2.63,6.69,6.53,2.42,1.98,1.61,1.2,1.03,
每股经营活动产生的现金流量净额(元),0.16,0.14,0.08,0.12,0.28,0.19,0.1,--,0.19,0.11,-0.1,0.01,-0.12,-0.26,-0.19,0.61,0.13,0.75,0.89,-0.24,
主营业务收入(万元),101802,60994,15367,92119,67953,45608,20187,81291,55981,36356,13609,57234,40036,23689,10169,42369,20531,26975,8053,4956,
主营业务利润(万元),24316,14030,2898,18965,14512,10627,3665,14969,12724,8614,3117,15175,9823,6828,3085,12341,5445,6935,2485,1262,
营业利润(万元),8949,4786,494,5733,4142,3584,1272,2330,3884,3134,978,5525,4763,3695,1698,7586,3590,4378,1099,39,
投资收益(万元),3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),461,329,308,1,185,263,-266,672,1035,600,233,-151,15,6,-0,53,-0,-133,27,114,
利润总额(万元),9411,5115,803,5734,4327,3847,1006,3001,4919,3734,1210,5374,4778,3701,1697,7639,3590,4245,1126,152,
净利润(万元),6314,3537,732,5067,3828,3257,807,2749,4179,3206,1032,4756,4062,3143,1455,6584,3051,3613,1031,133,
净利润(扣除非经常性损益后)(万元),--,3276,--,5066,--,3033,--,--,--,2696,--,4887,--,3138,--,6539,3051,3727,793,-2,
经营活动产生的现金流量净额(万元),11326,9639,2158,3189,7537,5153,2634,12255,5270,2864,-2636,349,-3192,-2855,-2052,4951,1068,6065,5359,-1476,
现金及现金等价物净增加额(万元),6470,8667,1862,-6722,-2513,-2363,1039,-13446,-15234,-13228,-7690,19392,22791,29664,48289,2710,4305,2618,-23,732,
总资产(万元),297731,293008,179980,174032,173622,152747,140268,131046,133980,121838,112106,112115,106447,103365,105541,49570,44232,39186,13247,7459,
流动资产(万元),97852,94099,56839,55448,61192,59240,58969,56972,61053,61526,60233,65212,69525,71444,83322,28069,24873,20099,7584,3943,
总负债(万元),149039,148244,100467,95261,95063,74430,63642,55301,56872,46949,39391,40431,35457,31134,34999,29962,28157,26161,5988,1230,
流动负债(万元),126022,125551,78156,76257,85903,65980,54062,53291,54772,44659,36721,37761,30497,28084,29359,23982,21497,20161,5988,1230,
股东权益不含少数股东权益(万元),136865,134039,79513,78771,78558,78317,76625,75745,77109,74889,72715,71684,70990,72231,70542,19609,16075,13025,7260,6229,
净资产收益率加权(%),5.74,4.32,0.9,6.62,5.09,4.23,1.02,--,5.62,4.37,1.43,8.12,7.41,6.85,7.15,40.35,20.97,39.09,15.28,3.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
