报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.14,0.11,0.06,0.47,0.33,0.24,0.13,0.56,0.36,0.43,0.33,
每股净资产(元),3.84,3.8,3.86,2.91,--,2.68,--,2.59,--,2.2,1.77,
每股经营活动产生的现金流量净额(元),-0.02,0.11,-0.09,0.32,--,0.03,-0.14,0.74,--,0.63,0.18,
主营业务收入(万元),206753,148215,72124,273801,203476,138166,72632,314988,221291,285510,245399,
主营业务利润(万元),54684,37701,18122,74942,55513,37592,19397,80157,59564,73730,62309,
营业利润(万元),4943,4026,2276,13100,10255,7837,4053,15990,11715,13426,10168,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),674,355,81,2392,909,391,267,2618,571,585,752,
利润总额(万元),5617,4381,2357,15492,11165,8227,4320,18608,12286,14011,10919,
净利润(万元),5651,4361,2357,15411,11036,8073,4217,18488,12058,14133,10806,
净利润(扣除非经常性损益后)(万元),--,4006,--,13019,10126,7683,--,15870,11487,13548,10054,
经营活动产生的现金流量净额(万元),-874,4331,-3770,10681,8918,1015,-4495,24514,19321,20747,6004,
现金及现金等价物净增加额(万元),52568,61344,52163,-2445,-1389,-7060,-10117,15814,12699,19315,2837,
总资产(万元),209383,219165,209344,147250,132449,126775,--,139716,--,120104,97184,
流动资产(万元),190409,201795,192756,131036,117722,114290,--,129358,--,110857,87320,
总负债(万元),50741,64704,54433,51054,40628,37917,--,53940,--,47374,38586,
流动负债(万元),50741,64704,54433,51054,40628,37917,--,53940,--,47374,38586,
股东权益不含少数股东权益(万元),153793,152503,154911,96196,91821,88858,--,85777,--,72731,58598,
净资产收益率加权(%),3.84,3.01,1.73,17.25,12.62,9.33,4.8,23.19,16.31,21.52,20.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
