报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.48,0.39,0.22,0.61,0.53,0.38,0.25,0.93,0.74,0.5,0.33,1.16,0.82,0.59,0.36,0.99,0.71,0.5,0.8,0.57,0.43,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.93,7.59,7.24,7,7.31,6.94,6.67,6.45,2.01,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.33,--,0.53,0.3,0.22,0.58,0.42,0.17,0.4,0.82,0.73,
主营业务收入(万元),160211,102565,56274,206782,149523,97109,54504,250154,176060,116379,70008,260056,178182,119101,66866,225733,147831,96374,167481,140391,123011,
主营业务利润(万元),90696,58328,31194,113788,81631,54351,30094,139051,100392,65541,38791,147571,100390,66876,37347,122905,81388,53418,92667,67068,58088,
营业利润(万元),34292,27360,16188,43027,37802,26816,16680,66594,54571,38882,25633,75958,53303,38451,23534,59817,41480,26913,41973,25495,20396,
投资收益(万元),2831,5019,1288,7242,5409,3000,1370,2446,1406,1043,239,491,454,376,83,174,59,37,30,35,-30,
营业外收支净额(万元),514,464,369,1733,1667,1664,1687,1725,742,-346,90,1266,1292,633,314,352,357,427,72,103,-363,
利润总额(万元),34805,27824,16556,44760,39469,28480,18366,68319,55313,38536,25723,77224,54595,39084,23848,60169,41837,27340,42045,25599,20033,
净利润(万元),27665,22292,12794,35052,30657,21846,14457,53730,42571,29050,19086,66842,47101,33792,20795,51789,36130,23534,36033,25777,19324,
净利润(扣除非经常性损益后)(万元),35741,24136,12508,33635,29289,20470,13192,52383,41995,29309,--,65734,--,33241,--,51532,--,23160,35985,25682,19603,
经营活动产生的现金流量净额(万元),40959,30692,25214,47359,27435,18227,17597,55885,36679,21597,19243,55925,30758,17280,12642,33505,23883,9573,18156,36728,32874,
现金及现金等价物净增加额(万元),8818,27471,12926,-85230,-82438,-6068,13718,-98976,-68683,-28068,-38387,6654,1511,-6242,15133,234532,237700,242834,-8705,15565,6956,
总资产(万元),528503,521299,518667,513153,505059,512335,527131,521353,509574,517534,526409,510950,495382,466868,481030,475778,462317,425245,159175,128920,102716,
流动资产(万元),327862,335049,385875,378819,387722,395074,407574,400341,390618,401398,413320,398887,395791,375913,403080,400546,378749,359425,97100,75508,58480,
总负债(万元),112895,113873,62432,69713,66013,78457,60634,69410,67553,89208,67213,71693,76512,61809,62348,77892,80085,55603,61630,69926,56773,
流动负债(万元),112280,113293,61849,69111,66013,78457,60634,69410,67553,89208,67213,71693,76512,61809,62348,77892,80085,55603,61630,69926,56773,
股东权益不含少数股东权益(万元),415109,407426,456235,443440,439046,433878,466497,451943,442021,428326,459196,439257,418870,405059,418683,397887,382232,369642,90870,52337,37558,
净资产收益率加权(%),6.41,5.01,2.84,7.88,6.83,4.79,3.15,12.05,9.51,6.4,4.25,16.08,11.52,8.15,5.09,19.49,16.25,16.21,49.89,55.23,69.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
