报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
总资产(万元),3452906,3155123,3206620,3145238,2725628,2701034,2630090,2650373,2518896,2461740,2071407,2086175,2001318,1976128,1963323,1966471,1924847,1794743,1809500,1842066,1736233,1680085,1608690,1584856,1475712,1393984,1724527,1635751,1487247,1338532,1212687,1104714,1032952,963810,872717,852337,502517,507420,413511,239540,
流动资产(万元),1085702,910724,996715,980007,746593,803457,797742,814468,881252,905514,542662,537389,624341,614047,653340,636994,707204,623304,616838,634021,670225,640504,613489,571274,640087,680091,840980,740635,794511,655526,540913,426792,394223,341067,278489,258570,146462,174659,125729,69002,
总负债(万元),2302572,1982971,1977395,1933122,1485410,1462510,1402034,1443525,1257234,1235610,846931,917711,773386,777022,780848,872496,779713,741600,754640,870505,700870,708908,719099,783032,662902,586618,719984,684373,719502,669454,543415,470227,427979,390997,317491,322416,258378,242321,192597,115682,
流动负债(万元),1273045,1098913,1337096,1288519,912065,862615,834887,873232,668116,665973,733155,803820,694604,709215,684195,775623,670295,622150,600007,709591,537157,532156,572302,641705,498956,419323,516631,498741,480098,443609,366293,322776,246208,227026,229685,266515,165025,184793,135701,89569,
股东权益不含少数股东权益(万元),1087500,1108600,1165599,1149333,1179200,1178345,1163696,1145049,1199600,1166843,1168077,1115654,1173428,1146530,1131563,1043504,1105735,1022919,1021530,936146,998282,934195,852560,765079,776724,771110,967802,926651,743616,644989,645353,610647,584973,552813,535226,509921,224139,253099,208913,123858,
净资产收益率加权(%),-12.04,-6.08,-0.22,1.73,0.74,0.57,0.42,5.92,5.38,3.75,1.71,10.47,8.45,7.47,4.36,18.78,16.73,11.51,5.21,21.89,18.71,14.83,6.61,17.71,--,9.99,0,32.83,0,13.61,0,19.86,0,11.14,--,33.22,21.7,41.98,45.28,17.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
