报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,
基本每股收益(元),0.86,0.87,0.96,0.64,0.64,0.59,0.96,1.69,1.01,0.88,0.68,1.72,1.54,0.97,0.88,1.33,0.85,0.71,0.63,1.51,0.9,0.34,0.15,1.11,0.69,0.6,-0.01,0.03,-0.25,-0.13,-0.06,0.84,0.56,0.58,-0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,11.81,11.29,11.58,10.55,10.17,10.11,10.66,9.96,9.38,8.63,8.83,8.64,8.14,8.23,7.42,7.19,6.97,7.25,7.78,7.89,7.95,7.65,7.35,6.57,6.79,6.79,6.42,6.42,6.33,6.37,5.93,5.94,5.68,5.57,5.74,5.8,5.6,5.68,5.65,5.61,5.51,5.52,5.42,5.36,5.37,5.11,4.84,4.69,4.93,4.72,4.82,4.62,6.6,4.65,3.8,4.39,4.75,7.7,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.89,-0.11,-1.17,-0.49,1.05,1.1,0.67,-0.77,1.27,0.26,-0.04,3.96,2.96,2.19,0.87,-1.33,-1.59,-2.18,-2.4,-0.94,-1.36,-0.71,-0.13,-1.35,0,0,0,1.39,0,0,0,3.16,0,0,0,0.53,0,0,0,0.06,0,-0.23,--,-0.23,-0.22,0.63,0.11,-0.28,--,-0.68,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),315075,232676,205315,303280,172623,134530,98413,221298,88725,58991,28851,269826,185200,118304,91885,191680,118952,88084,68757,144734,89628,63747,26660,204073,147036,117352,19058,113924,37113,25705,9630,108283,47672,35611,13439,83104,55489,41476,15104,133797,113804,98382,53100,348783,156837,92768,42981,195206,129074,95009,47005,176406,109610,88581,46425,140758,55017,144289,63566,121142,46985,97138,49506,100179,46892,32302,12959,37498,20381,35451,21444,31221,
主营业务利润(万元),90043,80477,73942,87244,62997,50930,35377,70907,34605,23795,10925,84710,66592,43393,33257,64521,40752,32186,24878,50503,27750,18592,8841,51588,39822,33398,4785,33528,13348,10022,4373,31929,15204,10011,--,30655,26184,20060,5415,31175,28590,21036,8193,45402,24757,12110,5484,39604,24581,18832,9915,38750,25487,19082,7297,35701,16384,30946,13367,30945,12826,25196,11317,14449,6043,11291,6274,15012,9524,13880,12364,15775,
营业利润(万元),56462,59066,63394,49187,41452,38221,30711,58607,32338,28108,21565,56799,49209,31235,28038,41521,25933,21980,20550,45981,28874,11739,4482,35805,24052,20869,-63,2510,-6566,-3789,-2197,24072,17041,17467,-1283,7655,12211,11002,755,5144,4070,3067,-228,5805,-377,-6306,-3507,10449,2936,4677,2373,8064,4375,3715,0,12704,7230,11478,3978,11914,4589,10376,4251,15107,0,11333,0,15207,0,14016,--,13701,
投资收益(万元),2654,545,-238,1943,836,350,780,17714,16461,15963,15472,1882,1448,-496,-180,2875,972,-554,-274,15314,12123,38,-175,1934,-1359,-1863,-205,973,-48,-54,-147,21593,20043,19827,-140,-1805,-1295,-817,-377,6835,6698,6494,-160,-443,-502,-352,-234,-583,-494,-425,-234,1806,1452,938,207,2066,571,3069,943,2654,1851,2747,1484,3460,2267,4570,2323,218,0,271,--,78,
营业外收支净额(万元),-674,-757,27,-38,115,65,19,-68,105,66,20,-74,45,81,64,2058,247,59,16,233,9,62,32,-646,-108,-114,109,-1118,--,--,--,--,--,--,--,1053,0,0,0,-1018,0,0,0,-1680,0,0,0,-1047,-235,0,0,-44,-315,-338,63,1273,261,1354,0,-59,0,--,0,0,271,0,18,0,0,0,--,--,
利润总额(万元),55788,58308,63421,49149,41566,38287,30730,58539,32443,28174,21585,56724,49254,31316,28102,43579,26180,22040,20566,46214,28883,11800,4514,35159,23944,20755,46,1392,-6924,-4166,-2180,24642,16962,17419,-1280,6949,11986,11305,420,11044,9753,9347,-700,3847,-3125,-7890,-3862,8967,2294,4034,2166,9936,5551,4355,2068,16112,8062,15901,5571,14533,6911,14012,6039,18947,9089,16688,6431,15755,10192,14317,11216,14009,
净利润(万元),41327,41878,46140,30562,30527,28104,22999,40550,24169,20988,16305,41188,36968,23127,20994,31909,20251,16913,15101,36193,21471,8111,3693,26664,16514,14269,-154,679,-6047,-3170,-1375,20181,13492,13931,-1003,7616,11296,10228,370,13722,11503,11062,293,4991,-1015,-3417,-1650,5777,902,2783,2092,6421,3828,3366,1576,10865,6302,11179,3622,10536,5030,10742,4838,14976,7385,14496,5805,13266,8724,9790,7803,9612,
净利润(扣除非经常性损益后)(万元),42083,42461,46124,29866,29666,27258,22208,31437,12241,9108,4486,41148,--,23028,--,29985,--,16848,--,26624,--,8056,--,27142,--,14271,0,1596,0,-2973,--,2310,0,-2629,--,6386,0,9137,0,5598,0,4713,0,5746,0,-2185,0,4588,0,3461,0,7705,4855,4153,--,11062,6464,11487,3566,9998,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-76221,-50188,-62379,-162512,-25062,7344,-18182,16575,24130,17283,1373,36336,21284,-2691,-28118,-11841,25193,26312,15974,-18435,30459,6311,-939,94717,70878,52394,20851,-31875,-37976,-52123,-57574,-22571,-32503,-17002,-3142,-32332,-49160,-33844,-39140,33176,-5508,25908,17809,75716,28800,10369,6864,12579,8910,-9095,-18915,1538,0,-5378,--,-5556,-5192,15072,2733,-6671,--,-16258,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),230023,-14786,3856,-23871,-4779,57444,76774,35322,49786,48412,62659,9528,14287,-27014,-22007,-38374,5650,7180,15831,-5354,41516,6567,-2026,99995,136553,132621,8298,-38867,-57969,-35102,-9984,43929,64106,45453,56888,-40917,-4904,19072,-22662,-54689,-64151,-46813,-14365,64894,31309,-867,7347,15825,16459,684,-8531,738,0,-3254,--,5664,9614,15764,22376,-6379,--,-13966,--,--,--,--,--,--,--,--,--,--,
总资产(万元),2517135,2052834,1623045,1619634,1356673,1294713,866924,799817,830041,805549,799687,751671,767529,704949,697771,714763,714194,686675,679907,678991,647823,637783,648831,648072,634678,646237,573696,554881,555733,566817,583172,537485,601311,518157,507549,419494,430017,402822,343475,313142,294138,293451,483141,481091,552835,517085,501180,493476,461155,431400,417346,439756,438765,411334,388450,411585,395523,344856,336927,303100,329366,315901,314792,298226,281444,104178,102958,98026,90919,84025,65094,57802,
流动资产(万元),2117677,1657580,1277865,1509842,1253435,1204391,772128,705487,736819,713927,707750,642249,661551,595458,589890,612652,607705,578743,566159,566176,538399,473683,474040,473449,517044,518011,403802,390848,390980,397296,407011,360049,413523,341871,321716,219008,233041,228698,179352,161274,178588,181170,327355,329298,470072,433635,418184,342693,371155,341089,--,0,350935,--,299981,0,0,0,0,0,274871,260455,256035,239218,234369,92025,93535,88587,80446,75854,57285,51339,
总负债(万元),2142939,1688060,1246825,1289554,1026628,967097,537229,493121,540666,519355,505723,461462,484544,434583,420451,461903,470563,444514,424641,440493,423114,430788,437121,440898,439534,447184,394246,380758,386913,391400,394937,346727,409411,333398,330541,259113,265290,237913,187520,157334,141722,139807,329790,326018,402390,370963,348895,338030,310450,278760,265648,290201,289669,262443,--,266680,252207,206251,209310,178729,194027,185968,185200,176946,156729,40870,50160,51032,40105,40672,41998,41067,
流动负债(万元),1272518,1076936,774348,894435,681263,655970,281384,336116,458068,379027,333220,279475,305928,243760,236285,286765,301256,311317,265563,286241,243227,264210,249864,249754,245923,220407,262835,233677,262411,261910,263658,233552,326165,203006,180903,123340,132485,137890,147080,131876,131247,129315,327064,323259,398599,366140,336022,315763,289105,258377,--,0,278605,--,236521,0,0,0,0,0,188669,180695,170517,162601,152663,38869,48920,49917,39413,40066,41998,41067,
股东权益不含少数股东权益(万元),374089,364667,376113,329973,329937,327509,329588,306589,289267,286087,293856,290101,282877,270258,277213,252752,243523,242053,255158,238391,224601,206696,211415,206883,194851,197192,177600,172282,166939,173551,186384,188917,190338,183205,176002,157360,162536,162607,153619,153628,151603,152581,141999,142328,136125,133391,137472,138795,134030,135911,135220,134280,132013,132074,129862,128286,128606,122304,115913,112291,117948,112918,115353,110516,112808,63308,52798,46993,50813,43353,23096,16674,
净资产收益率加权(%),11.88,12.02,13.07,9.63,9.6,8.89,7.23,13.76,8.37,7.31,5.48,14.2,13.84,8.87,7.92,13.06,8.4,7.08,6.12,16.3,9.21,3.93,1.77,14.07,--,7.73,0,0.38,0,-1.71,--,10.9,0,7.7,--,4.9,0,6.47,0,9.28,0,7.51,0,3.58,0,-2.56,0,4.37,0,0,0,5.21,0,0,--,8.63,5.02,9.3,0,0,--,--,--,--,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
