报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),-0.21,-0.12,-0.05,0.03,0,0.01,0,0.03,0,0,0,0.01,0,0,0.01,0.14,0.11,0.02,0.01,0.01,0.01,0.01,0.01,0.04,0.06,0.07,0.05,0.7,0.67,0.5,0.24,1.25,0.95,0.6,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,8.36,--,--,--,8.42,--,--,--,8.44,--,8.42,8.42,8.43,8.47,8.44,8.35,8.44,8.43,8.43,8.43,8.43,8.67,8.69,8.71,8.93,8.88,8.85,8.68,9.13,5.5,5.2,4.85,4.78,4.55,4.32,4.44,4.32,3.9,3.64,3.39,3.45,3.31,3.28,3.16,3.33,3.22,3.19,3.06,3,3.07,3.05,2.96,1.35,1.86,0,1.59,1.56,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.23,--,--,--,-0.17,--,-0.6,-0.35,-0.23,0.24,-0.1,-0.08,-0.21,-0.68,-0.74,-0.59,-0.07,0.25,0.24,0.23,0.29,-0.1,-0.03,-0.34,-0.09,0.39,0.29,0.35,0.19,-0.08,0,0,0,0.82,0,0,0,0.41,0,0,0,0.42,0,0,0,0.32,0,0.21,0,0.13,-0.08,0.44,0.22,
主营业务收入(万元),150593,101671,54537,248123,176764,124696,57130,237256,172858,123362,51952,233622,188421,119479,59122,292093,218424,148247,76690,256410,190446,119478,58042,231543,169178,117225,49457,227232,180658,117133,56519,232006,165801,107878,53064,172093,125942,84794,42621,115507,90175,57901,21634,62663,49241,32612,18945,38416,34506,22971,12170,34641,29892,19480,9539,32546,16528,29229,21352,
主营业务利润(万元),23844,16544,9807,44267,28866,20566,10859,38568,30050,21478,11541,41187,27292,18784,9727,49918,37165,21379,8518,24694,17187,11814,5873,18014,14041,11049,4725,53523,45425,33769,15726,73011,55012,35608,--,41571,31935,22805,10738,30763,22934,16193,4696,13943,11647,7595,3870,9343,7621,5570,3074,9067,7499,4806,2225,7893,3759,7431,5142,
营业利润(万元),-9362,-5374,-2027,507,-202,-196,96,-487,-1354,-1244,-20,840,1309,1104,1073,10564,9698,2962,585,457,371,957,511,1570,2439,3701,2428,36636,34852,26134,12207,60635,45706,28824,10031,39535,29144,19761,9735,20096,14000,8110,3456,9301,7850,4974,2676,5634,4516,3452,2048,5093,4333,2418,0,4520,2235,4000,2103,
投资收益(万元),-239,-136,-73,-126,-79,33,-65,397,379,-70,-75,-449,-58,8,-59,28,-48,-129,-49,-255,-48,-194,-79,633,276,164,-63,1091,1109,520,296,173,-45,-139,0,0,0,0,0,0,0,0,0,-1158,-484,-484,0,1463,1794,0,0,-164,0,0,0,0,0,--,0,
营业外收支净额(万元),596,359,226,1498,318,306,68,2480,1965,1854,343,876,122,53,32,285,64,79,75,480,510,410,-60,637,564,89,--,515,--,157,158,-60,--,--,--,-178,0,0,0,-74,0,0,0,-15,0,0,0,3,0,0,0,-80,2,-0,0,-77,0,9,0,
利润总额(万元),-8765,-5015,-1801,2004,116,110,164,1993,611,610,322,1716,1431,1158,1104,10850,9762,3041,660,937,881,1367,451,2207,3003,3790,2428,37151,34978,26291,12365,60575,45489,28609,10032,39357,29236,19872,9859,20023,13923,8039,3455,8128,7353,4492,2676,7100,6312,3455,2050,4850,4335,2418,1112,4442,2209,4009,2101,
净利润(万元),-8995,-5001,-1978,1193,151,218,162,1166,118,127,62,585,138,84,291,6169,4686,777,329,346,281,558,303,1643,2417,3153,2014,30073,28491,21294,10379,50903,38658,24297,8638,34191,24928,16851,8380,15847,10633,5632,2937,6804,6250,3818,2275,6016,5376,2880,1686,4102,3685,2055,945,3776,1953,4009,2101,
净利润(扣除非经常性损益后)(万元),-9434,-5236,-2163,74,-62,16,104,-841,-1848,-1728,--,-164,--,31,259,5940,4608,693,258,-78,--,214,--,1098,0,3078,0,29663,0,21161,--,50954,0,24479,--,29465,0,16756,0,15923,0,5692,0,7571,0,4228,0,4428,0,2878,0,4309,3683,2056,0,0,1974,--,0,
经营活动产生的现金流量净额(万元),-14257,3112,-12287,26083,11624,23324,9746,-12278,-21578,-23009,-7238,-16363,-25801,-15005,-10038,10350,-4436,-3356,-8868,-29400,-31679,-25414,-3000,10751,10197,9696,12363,-4455,-1157,-14649,-3799,15913,11653,14392,7690,-3151,-14190,-6428,4121,16435,12408,7618,3189,8145,1887,1926,293,8422,5536,4686,510,6385,0,4226,0,1752,0,--,0,
现金及现金等价物净增加额(万元),-9009,6747,-3922,38052,9373,3448,-9777,8789,778,-3685,2875,-9114,-18158,-4072,11053,-10385,-19964,-7910,-7097,-54512,-69849,-62241,-25141,-11971,3939,-10654,17087,56904,65968,87597,108010,11776,-12475,-7445,69,44158,55837,-129,380,2914,3294,710,1059,1318,-74,-4140,-383,2032,10135,-2014,-5,12785,0,30690,0,-3403,0,--,0,
