报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.32,0.17,0.1,0.74,0.57,0.32,0.15,--,0.44,0.27,0.09,0.99,0.72,0.42,0.89,0.6,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,6.87,6.6,3.08,2.66,2.37,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.54,0.33,0.7,0.72,1.48,1.23,0.66,
主营业务收入(万元),56943,31661,10418,66118,48173,28054,10861,56755,41271,23919,9199,51812,39958,23761,44982,35592,33483,33083,26238,
主营业务利润(万元),30898,17562,5947,37537,27383,15985,6384,31383,22523,12840,4873,26441,20198,12011,22798,18154,17447,14265,10779,
营业利润(万元),21664,11511,2835,24785,18521,10208,3696,20760,14768,7776,1750,15027,11651,6666,13005,10527,11723,8834,6295,
投资收益(万元),3309,2464,543,2460,1109,818,441,1158,955,641,376,171,--,--,178,178,1266,127,574,
营业外收支净额(万元),2710,1384,691,4517,3672,1927,736,4271,2416,612,237,4319,1753,712,2311,196,4699,2173,1449,
利润总额(万元),24374,12895,3526,29302,22193,12135,4432,25031,17184,8388,1987,19347,13403,7378,15316,10723,16422,11007,7744,
净利润(万元),21320,11288,3220,25098,19349,10679,3855,20800,14872,7140,1701,16858,11555,6349,13255,8948,15040,9575,7138,
净利润(扣除非经常性损益后)(万元),18026,8954,2730,22232,17611,9770,3372,--,--,6451,1301,14979,--,6261,13736,9550,11244,8816,6525,
经营活动产生的现金流量净额(万元),10340,4064,-2113,21559,15692,8216,3351,19462,10914,5440,-1413,14439,10735,4895,14045,10779,14788,12296,6615,
现金及现金等价物净增加额(万元),-4961,9382,20888,-51780,-40593,25119,24190,7541,13838,8514,9586,69349,79016,2289,-631,-2886,2189,-16746,14630,
总资产(万元),205615,192153,187426,188220,178777,168748,170148,167814,159383,152130,150012,151662,144541,58095,51822,46901,61371,63187,54103,
流动资产(万元),177824,164219,159984,160794,151549,141273,142289,139920,132494,125094,122914,124699,126346,40806,36029,31445,32362,26709,45231,
总负债(万元),20776,17364,13918,17867,14790,13426,13845,15366,12908,13434,10800,14196,12524,11868,11943,11329,31285,8061,5338,
流动负债(万元),15478,12005,9284,13351,10985,9424,9822,11406,11240,11765,9378,12854,10282,9626,10003,9389,29345,7861,5338,
股东权益不含少数股东权益(万元),184488,174452,173150,169933,163987,155322,156302,152448,146475,138695,139213,137467,132017,46227,39879,35572,30086,55127,48765,
净资产收益率加权(%),11.96,6.43,1.88,15.63,12.19,6.82,2.5,--,--,5.06,1.23,20.59,18.18,14.75,40.03,28.08,46.07,18.64,15.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
