报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),1.14,0.79,0.32,1.32,1.1,0.72,0.27,--,0.87,0.58,0.43,1.49,1.21,0.78,0.29,1.18,1.01,0.7,0.31,0.92,0.66,0.4,0.14,0.65,0.46,0.28,0.11,0.52,0.32,0.2,0.08,0.37,0.29,0.2,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,8.2,0,7.49,7.06,7.26,6.98,6.81,6.49,6.71,6.4,4.4,4.14,4.3,4.17,3.98,3.8,3.62,3.92,3.72,3.61,3.81,3.73,3.57,3.49,5.71,5.03,4.74,4.56,4.39,4.59,4.32,4.16,4.3,4.21,3.97,3.82,3.99,3.91,3.69,3.6,5.22,5.12,5.4,2.05,1.71,1.07,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.2,0,0.78,0.55,0.38,0.26,0.39,0.18,-0.26,0.76,0.57,0.38,0.08,0.82,0.77,0.62,0.2,0.53,0.36,0.28,-0.19,0.45,0.2,0.15,-0.02,0.49,0,0,0,0.75,0,0,0,0.71,0,0,0,0.21,0,0,0,1.09,0,0.53,0.6,0.75,0,
主营业务收入(万元),937756,623000,307482,1256690,920704,610863,301218,1109787,808653,540249,272062,930022,646422,417322,212884,656966,476106,299348,137322,465159,336619,214805,99418,399265,286147,183678,84641,343422,243213,158849,75607,279491,198499,129749,63970,241435,166665,113471,53953,146587,96262,61936,21995,130184,85674,53275,19723,105576,62960,40780,18703,92979,61185,36515,68456,39162,25301,
主营业务利润(万元),359697,239627,120158,461665,335779,224920,106209,396999,284105,187897,79966,278853,193909,126214,62871,192337,139573,90534,40953,153617,106175,68959,29975,127947,90747,57671,23360,111527,79929,50943,20086,89879,63475,41716,17188,82836,55252,37819,14008,77243,52596,32907,12341,77570,52557,32737,12632,75030,42393,25321,11401,71388,46632,28357,52093,30728,21942,
营业利润(万元),147268,98307,40543,170909,146425,98552,40869,140140,109934,73829,25844,93576,73521,46999,16310,74187,60573,41498,19008,53561,38625,23472,8466,39114,26523,16387,6284,31704,20525,12897,5236,21360,12443,7854,1750,26046,14695,9508,3631,23273,12571,8135,2940,21759,12110,6843,2656,17836,9209,5772,2352,14684,10034,6434,13025,9350,8947,
投资收益(万元),250,308,263,-80,230,351,-68,381,302,271,90,460,248,192,62,8292,8209,7898,7383,565,204,2,7,660,673,648,24,18,9,19,32,188,47,27,-30,209,107,134,67,-120,-122,-74,-34,-66,-40,-9,-11,-54,-127,-2,0,6,1,16,10,615,-203,
营业外收支净额(万元),2308,1706,971,2398,1331,526,539,1653,-37,89,114,2410,1426,788,785,4392,3732,3535,178,2002,1042,1002,227,796,497,173,20,-245,--,--,--,1161,--,--,220,-79,0,0,0,-65,0,0,0,-164,0,0,0,-134,0,0,2,0,-55,0,0,0,0,
利润总额(万元),149576,100013,41514,173307,147756,99078,41408,141793,109897,73918,25958,95986,74947,47787,17095,78580,64306,45033,19186,55563,39667,24473,8693,39910,27021,16559,6304,31459,20233,12589,5218,22521,12598,7827,1970,26217,14755,9580,3637,23197,12390,8019,2861,21534,11955,6732,2644,17648,8967,5638,2354,14488,9980,6404,12885,10115,8634,
净利润(万元),121865,83008,34552,136827,114019,74450,28203,110026,90333,60076,22052,76920,62547,40386,14766,61081,52326,36033,16013,45030,32335,19553,6706,31671,22540,13781,5235,25589,15766,9826,4055,17774,11151,6721,2034,20550,12673,7753,2703,19351,11551,6961,2546,17128,10218,6023,2224,14119,7992,5303,1961,11785,7520,4759,10287,7953,5883,
净利润(扣除非经常性损益后)(万元),119584,81201,33432,134602,112585,73688,27641,--,82053,52129,--,74656,--,39805,--,52998,--,28417,--,43772,--,18747,--,30821,--,13653,0,25985,0,10050,--,15418,0,6738,--,20508,0,7682,0,19404,0,7019,0,17166,0,6014,0,14093,0,5444,0,11969,7564,0,0,0,0,
经营活动产生的现金流量净额(万元),30355,17149,-2459,61676,56926,46184,26614,34617,11512,21577,10173,41331,40394,28477,19593,13514,19901,9289,-13328,39505,27599,18563,4031,40039,37502,30450,9734,26021,17415,13443,-9483,22155,9997,7560,-623,14056,8369,5221,2047,21490,8435,5008,2324,20327,7858,4945,2186,5900,5486,2936,-4972,20622,0,7406,8377,0,0,
现金及现金等价物净增加额(万元),-15457,-8700,11972,12121,-9654,-8146,34516,-10014,8581,-15007,9308,-51798,-53486,-46551,-31065,-21442,-46799,-41320,-55913,101154,-9774,-11249,-9721,13018,8083,10345,-1561,8580,7642,12528,9902,-27510,-23578,-8469,8635,-2468,2358,6922,-144,15696,-9885,6510,16566,-23218,-8992,-13660,-9370,-8337,-11822,-9498,-5032,56150,0,5870,1766,0,0,
总资产(万元),1495263,1443638,1402068,1292135,1204264,1156141,1129938,1021221,1007583,897615,801373,748591,708866,660910,666388,663417,581926,555167,521343,545270,419616,410995,403929,402533,398018,358630,350238,344812,343628,342990,340928,309433,310994,325386,349461,325981,307560,302359,310719,275442,238927,243435,235218,220102,209454,186088,179276,177724,166022,155111,135648,125070,131388,68040,59539,42047,35034,
流动资产(万元),958431,911569,887558,778841,711232,669664,677706,584952,592360,516629,496593,445907,425980,387661,399446,398398,339508,319539,294956,317201,196645,193082,185555,184136,176305,166889,157525,151114,150074,150172,156729,125564,133332,153033,176984,166551,153856,151551,162999,132457,114754,125248,122838,109724,112491,102725,111099,112286,108971,107399,--,0,--,41377,0,0,0,
总负债(万元),750336,737039,702001,785289,719577,712429,689118,606871,615665,540444,358835,327937,304592,279329,274389,285815,215705,207178,163129,202776,193065,197592,180983,185423,187320,156715,156851,135522,144322,149693,139672,111961,110271,127531,147817,153977,144936,144750,158521,118950,89944,99076,92686,82642,79351,68276,56861,57574,53409,45145,31126,25370,--,38103,34819,26415,21529,
流动负债(万元),641376,629694,593697,676684,605258,598862,580512,498970,501093,430489,299826,270287,248595,223828,261803,273853,188254,182077,138206,178015,168024,172509,156352,161121,154329,132354,145047,123628,127397,132816,122846,90561,78171,103282,122917,129200,115364,115143,133455,93698,77242,88413,90200,80127,77169,66080,50948,51611,47711,39447,--,0,--,29503,0,0,0,
股东权益不含少数股东权益(万元),721261,682369,676079,483788,461070,421498,411418,383216,365766,335143,423208,401165,386788,364622,375132,360395,351610,335338,346663,330659,214953,202180,210043,203337,194194,185435,176892,191187,181599,176028,185953,181829,174297,170155,174031,143468,134954,130035,124985,130831,123027,118437,122572,120026,113116,108921,113635,111411,105282,102594,99251,97290,102526,28639,23880,15005,13228,
净资产收益率加权(%),19.16,15.73,6.9,31.94,26.55,17.63,7.1,--,19.26,13.1,5.35,20.53,16.48,10.61,4.02,17.95,15.26,10.49,4.73,21.06,15.38,9.33,3.24,16.46,--,7.18,0,13.58,0,5.34,--,10.17,0,3.94,--,15.1,0,5.82,0,15.52,0,5.7,0,14.8,0,5.26,0,12.94,0,0,0,22.04,0,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
