报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.09,0.05,0.01,0.45,0.17,0.09,0.01,0.33,0.18,0.12,0.01,0.36,0.16,0.09,0,0.7,0.38,0.16,0.03,0.67,0.42,0.03,0.58,0.49,0.46,
每股净资产(元),3.07,3.04,6.07,6.06,5.82,4.25,4.21,4.2,4.06,4,3.9,3.89,3.69,3.6,6.24,6.21,5.91,5.72,2.84,2.81,2.56,0,2.19,1.78,1.28,
每股经营活动产生的现金流量净额(元),-0.07,-0.08,-0.13,0.52,0.12,0.14,0.03,0.33,-0.01,-0.03,-0.08,0.43,0.08,0.12,-0.01,0.32,-0.07,-0.08,-0.17,0.61,0.29,-0.12,0.49,0.36,0.54,
主营业务收入(万元),21810,14305,4516,29008,14440,9002,3120,19416,11977,8002,2837,21086,13167,7861,3117,19119,11963,6377,2536,14766,10019,1804,12459,10359,8070,
主营业务利润(万元),17547,11008,3669,23489,12335,7553,2541,15531,9825,6296,2256,16608,10598,6233,2326,14671,9563,5000,1951,11347,7900,1362,9372,7971,6371,
营业利润(万元),2425,978,-876,8245,2291,1257,-392,5302,2061,1395,-79,7083,2865,1566,-253,7036,3756,1026,-14,5102,3361,-42,4537,3465,3356,
投资收益(万元),-57,-10,1,-61,-242,-209,-84,223,-89,-106,--,--,--,--,--,--,--,--,0,0,0,0,0,0,171,
营业外收支净额(万元),2314,1847,1178,2529,1596,864,576,1766,1516,1375,225,1127,954,617,341,1595,663,661,351,1628,1084,346,1225,1325,909,
利润总额(万元),4740,2825,302,10774,3887,2121,185,7068,3577,2770,146,8210,3819,2184,88,8631,4419,1687,336,6730,4445,304,5762,4789,4265,
净利润(万元),4274,2553,199,9594,3526,1893,137,6803,3654,2529,107,7372,3170,1844,69,7339,3815,1451,286,6030,3801,259,5181,4453,3826,
净利润(扣除非经常性损益后)(万元),--,2106,--,8240,--,1625,--,6459,--,2225,--,7270,--,1838,--,6956,--,1097,195,5667,3514,295,5065,4294,3620,
经营活动产生的现金流量净额(万元),-3053,-3708,-3091,12037,2758,2828,518,6743,-124,-525,-1714,8757,1618,2443,-161,3882,-850,-915,-1491,5475,2632,-1048,4429,3205,4837,
现金及现金等价物净增加额(万元),-12404,-12339,-4675,-3128,1979,196,-490,-7395,-8619,-9571,-7380,-3116,-8751,-4349,-1088,43801,40244,41280,-1587,4339,1581,-1208,1709,-507,6162,
总资产(万元),157599,155906,155645,156791,162202,98434,95151,96027,89891,88806,85794,87131,81000,78411,79631,79571,74352,71558,28360,28479,26712,0,22317,18899,15413,
流动资产(万元),69012,68452,72484,74999,80390,69191,68509,69822,73385,72940,71530,75318,70552,68392,71754,72279,68182,65850,22700,22722,20782,--,16832,13548,12865,
总负债(万元),14084,14145,13898,15236,26269,11334,8823,9879,6677,7007,6264,7835,5817,4946,4734,5070,3382,2951,2756,3161,3649,--,2629,2922,3889,
流动负债(万元),11461,11466,11104,12258,22801,8555,6849,8448,6677,7007,6264,7485,5817,4946,4734,5070,3382,2951,2756,3161,3649,--,2629,2922,3889,
股东权益不含少数股东权益(万元),143246,141475,141453,141255,135631,87100,86328,86148,83215,81799,79530,79296,75182,73464,74897,74501,70971,68607,25604,25318,23063,0,19688,15977,11524,
净资产收益率加权(%),3,1.79,0.14,9.39,4.02,2.17,0.16,8.22,4.51,3.14,0.14,9.36,4.15,2.45,0.09,14.71,9.27,5.57,0,27.36,18.23,0,29.32,32.38,51.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
