报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.37,0.25,0.1,0.61,0.36,0.25,0.14,0.88,0.48,0.32,0.12,1.03,0.54,0.32,0.11,0.8,0.4,0.46,0.16,1.32,0.65,0.05,0.78,0.73,0.71,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.36,6.14,5.93,6.07,5.69,11.02,11.24,4.15,3.48,--,2.83,2.05,1.32,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.2,0.41,0.04,0.16,-0.42,-1.27,-0.9,1.05,0.12,-0.46,0.79,0.68,0.37,
主营业务收入(万元),50613,32798,13045,58036,36996,25031,10887,54310,33375,22677,9888,59777,35796,22013,8831,46872,26996,14894,6844,30476,15991,2492,21516,18351,14766,
主营业务利润(万元),20017,12998,5258,22987,14235,9878,4402,21910,13166,9081,4049,25416,14301,8978,3730,19688,11098,6205,3033,13221,6674,1172,9431,8016,7082,
营业利润(万元),10222,7068,2548,15329,9049,6102,2258,15360,8492,5721,2113,19290,9790,5748,1953,14933,7771,4246,1500,8492,4053,98,5690,4683,3830,
投资收益(万元),924,924,472,2960,1689,970,348,1658,985,512,144,336,116,--,--,--,--,--,--,0,0,--,0,0,-117,
营业外收支净额(万元),1046,565,370,1497,770,744,476,1545,857,657,330,1019,731,478,176,711,87,68,68,984,533,314,276,761,859,
利润总额(万元),11269,7633,2919,16826,9819,6845,2734,16905,9349,6377,2443,20309,10521,6227,2129,15644,7858,4314,1568,9476,4586,412,5966,5445,4689,
净利润(万元),9246,6326,2442,15344,9077,6273,2432,14830,8027,5444,2087,17249,9022,5333,1814,13110,6690,3693,1336,8289,4075,341,4932,4589,3935,
净利润(扣除非经常性损益后)(万元),8369,5460,2023,12743,7710,5421,2138,12746,7054,4877,1960,16826,--,5290,--,13050,--,3691,--,7933,3790,--,4926,4572,3718,
经营活动产生的现金流量净额(万元),-1033,-1581,-1483,10305,-3497,-2268,-1881,20610,5352,3707,-2177,17716,3369,6864,728,2626,-7011,-10674,-7561,6600,772,-2878,4987,4284,2337,
现金及现金等价物净增加额(万元),31469,31366,-1057,8360,-1080,14476,15074,-42630,-53971,-47943,-46306,-2753,-24080,178,-4966,58643,51826,49683,57957,1644,-2342,-5825,3398,4630,-2196,
总资产(万元),172296,167267,171316,174134,147041,145953,144300,142180,130209,129566,127791,133474,122274,122648,110960,114581,104306,104656,104623,40759,33275,--,30118,22354,14764,
流动资产(万元),131854,126072,129423,131572,114537,119202,118741,116285,105353,104663,112656,118389,88394,109584,98500,103631,94962,96567,97847,34506,27829,--,25351,19959,12343,
总负债(万元),31050,29093,29589,34887,19593,21259,18436,18749,13574,15524,17121,18200,15492,19554,11405,12620,8738,12085,10211,14620,11350,--,12268,9437,6435,
流动负债(万元),29059,27052,27460,32701,18177,19843,17019,17333,11704,13653,15250,17869,15492,19554,11405,12620,8738,12085,10211,14620,11350,--,12268,9437,6435,
股东权益不含少数股东权益(万元),133440,130521,134197,131755,125486,122683,125539,123107,116304,113720,110364,114997,106782,103094,99555,101960,95568,92571,94412,26138,21924,--,17849,12917,8329,
净资产收益率加权(%),6.95,4.73,1.84,12.15,7.32,5.06,1.96,12.64,7.01,4.76,1.8,16.06,8.7,5.2,1.8,14.16,7.08,4.45,2.2,37.69,20.49,2.28,32.06,43.2,46.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
