报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.47,0.31,0.17,0.76,0.67,0.4,0.18,0.63,0.52,0.32,0.16,0.54,0.42,0.26,0.13,0.51,0.4,0.24,0.1,0.47,0.34,0.2,0.09,0.32,0.22,0.15,0.07,0.1,0.08,0.06,0.02,0.05,0.07,0.04,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.87,--,5.58,5.44,5.69,5.56,5.46,5.27,5.45,5.36,5.23,5.09,4.99,5.06,4.96,4.88,4.86,4.78,4.75,4.73,4.69,4.67,4.71,4.65,4.64,4.59,4.62,9.15,9.12,9.07,9.02,8.9,8.86,8.81,8.72,8.66,6.47,6.33,0,5.68,5.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.08,--,0.26,0.19,0.07,-0.49,-0.68,-0.7,-0.24,0.98,0.64,0.43,0.14,0.43,0.27,0.28,0.11,0.72,0.42,0.29,0.19,-0.05,0.08,0.06,-0.11,0.36,0,--,0,-0.45,0,0,0,0.05,0,0,0,0.1,0,0.93,0,
主营业务收入(万元),151773,101252,46110,175349,131849,90640,46682,199239,162590,118279,59266,153975,122038,84270,42844,141285,110468,74228,35840,157199,120029,80942,39786,153387,108952,70446,24787,83535,58858,34121,11492,103612,92543,82034,38673,129175,92867,59000,29463,91109,49388,18535,8715,53023,33742,23094,11334,43008,8390,35900,28551,
主营业务利润(万元),35909,22365,11389,43210,35414,24757,12707,43105,35597,24077,12666,35688,29168,19688,10451,32647,25835,17313,8650,31115,24892,16363,8356,27770,18658,11745,5869,20652,15629,9965,4384,18725,13054,8160,3456,17915,13231,8221,3817,19577,12373,7139,3280,23477,15324,10610,5345,20050,3526,19653,14292,
营业利润(万元),7696,5112,2755,12741,11921,7149,3090,10796,9410,5716,2906,9365,7718,4853,2439,9341,7360,4382,1739,7875,6215,3620,1901,5284,4098,2768,1299,1818,1890,1365,576,2019,1690,864,140,2356,2690,1308,809,3038,2181,808,582,4644,2487,1781,1025,4686,154,4579,3897,
投资收益(万元),2155,1446,769,2558,2019,1497,896,1434,956,663,269,970,567,336,87,907,214,168,87,1102,767,649,503,1165,943,858,53,623,-739,-625,-597,-724,-99,-78,-24,-159,-73,-103,-95,58,-12,-23,0,41,48,-2,1,-80,1,120,280,
营业外收支净额(万元),639,387,172,401,15,2,-0,110,2,8,15,164,-32,-29,2,86,-25,1,5,929,-142,-65,-194,611,106,-13,-1,--,--,--,--,--,--,222,227,237,0,--,0,143,0,0,0,-29,0,0,0,-327,0,0,0,
利润总额(万元),8335,5499,2927,13142,11935,7151,3090,10906,9412,5724,2921,9529,7686,4824,2441,9427,7335,4383,1744,8804,6072,3555,1708,5895,4203,2755,1297,2463,2110,1395,602,2117,1913,1086,367,2524,2623,1194,726,3413,2466,1100,579,4656,2464,1737,1012,4296,137,4586,4013,
净利润(万元),7253,4737,2552,11597,10241,6128,2766,9590,8039,4910,2522,8245,6413,3968,2025,7825,6198,3620,1462,7169,5174,3005,1449,4886,3410,2239,1091,1578,1239,876,289,833,1105,602,204,1149,1529,623,389,2002,1564,619,387,2801,1466,964,573,2431,36,2472,2167,
