报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.75,0.44,0.18,0.9,0.62,0.81,0.5,2.29,--,1.09,0.43,1.78,1.05,0.49,--,
每股净资产(元),4.16,3.84,3.75,3.57,3.41,6.21,9.11,6.33,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),-0.23,-0.34,-0.3,0.73,-0.01,0.01,0.01,2.16,--,0.89,-0.79,1.21,1.14,0.63,0.81,
主营业务收入(万元),81346,52404,20974,98833,67547,41950,18958,76617,--,34616,16078,71788,48830,28688,22512,
主营业务利润(万元),26278,16565,6673,33748,23116,14880,6843,27965,--,13234,6032,24335,13747,7478,5286,
营业利润(万元),19127,11963,4786,24018,16291,10555,4205,19763,--,9568,3733,15365,8551,3606,3133,
投资收益(万元),78,52,41,96,26,26,--,--,--,--,--,--,--,4,-71,
营业外收支净额(万元),1523,335,267,1027,736,561,334,335,--,84,60,316,360,381,295,
利润总额(万元),20650,12299,5053,25046,17027,11115,4539,20098,--,9652,3792,15681,8911,3987,3428,
净利润(万元),17767,10554,4272,21389,14580,9488,3905,17182,12074,8180,3259,13378,7580,3322,2981,
净利润(扣除非经常性损益后)(万元),--,10315,--,20544,--,9021,--,16935,12012,8124,--,13171,7388,3215,1660,
经营活动产生的现金流量净额(万元),-5562,-8101,-7211,17580,-331,89,86,16237,5747,6664,-5916,9096,8572,4242,3256,
现金及现金等价物净增加额(万元),-14301,-17865,-5265,-241,-14328,-11979,17371,7566,--,6289,-6447,6298,4345,1777,4658,
总资产(万元),164437,144947,142303,148871,131817,107535,106633,84930,77906,78215,--,72769,46646,36923,23897,
流动资产(万元),154038,135221,133279,139504,122670,98818,97860,76043,--,69365,--,63700,40444,34204,22377,
总负债(万元),63818,52074,51783,62623,49506,33728,34444,37418,35502,32206,--,34939,22196,22927,11115,
流动负债(万元),61512,49768,49736,60576,49506,33728,34444,37418,--,32206,--,34939,22196,22927,11115,
股东权益不含少数股东权益(万元),100618,92873,90520,86248,82311,73808,72189,47511,42404,46009,--,37829,24451,13996,10674,
净资产收益率加权(%),18.94,11.63,4.83,28.62,20.52,13.9,6.17,38.57,--,19.51,8.26,42.96,38.78,26.93,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
