报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
净利润(扣除非经常性损益后)(万元),6801,5251,2800,5178,7023,5254,2846,5553,3147,3956,--,6388,--,5880,--,10970,--,6351,--,11921,--,6355,--,8737,--,4666,0,9590,0,5462,0,9548,0,5653,--,12867,0,8994,0,10566,0,5671,0,7275,0,2897,0,4347,0,2387,0,1690,0,0,
经营活动产生的现金流量净额(万元),21727,8774,9205,9900,-7461,-9960,-696,21122,-11909,-4604,-17744,9622,26539,12279,-3868,-10817,-23142,-27877,-22967,27338,23736,16194,-2633,29311,19234,12914,6639,-12287,-13112,-22173,-8559,-3198,3074,2780,-9803,4521,224,1292,-3762,31250,7271,4598,-8957,18901,17390,34346,22313,104277,66010,32401,-877,2284,0,0,
现金及现金等价物净增加额(万元),12327,-5720,7466,-4406,-13822,-15300,-1254,-19099,-25863,-23671,-24728,-8140,12125,642,-10332,-28082,-38211,-38534,-28390,-3803,9104,5102,-2210,15945,5686,5749,7221,-27323,-36025,-33179,-23097,2125,-8400,-2610,-22167,-16665,-41779,-4124,1128,4555,-10727,805,-10231,9039,11829,29038,21249,124834,88076,27495,-4075,0,0,0,
总资产(万元),503197,466102,470214,450816,466079,457002,471546,463258,480305,441665,440568,456248,472821,479783,461816,493914,518136,519528,497082,497070,500611,476574,450886,441276,446488,449152,466879,469340,463648,454256,445414,467071,450431,422419,415688,423306,429189,426888,418023,416982,350251,345212,327773,342528,330805,332018,286316,232981,179810,104028,59533,56401,49554,40192,
流动资产(万元),413502,375579,377950,356134,370734,364798,377993,367402,385933,314218,309678,323271,338701,343523,323559,353360,378962,380634,358982,358229,365178,343031,316248,304148,308765,309916,322339,326338,316357,303080,295717,317922,307704,284894,272146,294203,305347,313083,314215,317648,309138,315891,303041,321108,309389,312321,270717,216259,166176,91169,47173,44427,38402,30340,
总负债(万元),342871,308423,313120,297797,315381,308765,323787,319261,338634,290891,290691,308569,322383,331490,313928,348692,376790,382223,362685,365959,373921,354094,330291,323940,331462,338314,353189,360031,353470,340425,332841,351482,348870,325548,315960,337654,345272,346769,342735,345994,288156,282686,268840,286467,275920,278924,233041,181431,129629,83043,40938,0,33880,27798,
流动负债(万元),337924,303854,301613,286112,305039,298280,320435,316047,328466,271422,263588,279392,308610,319279,301639,336403,358055,363489,343934,346208,354643,331456,293623,287272,295470,295109,309846,316805,313813,299203,291331,308834,303470,280548,270960,292654,305072,313569,309535,320994,288156,282686,268840,286467,275920,278924,233041,181431,129629,83043,40938,38784,33880,25838,
股东权益不含少数股东权益(万元),141302,139491,139485,136672,135521,133689,133672,130910,129252,130212,130494,128549,128087,126296,125466,122947,119532,115994,114929,112075,108077,104533,103463,100616,98439,94925,99221,94397,94842,98242,96996,100404,87332,83078,86026,71847,70224,66478,62212,58308,61491,62007,58675,55896,54885,53094,53275,51550,50181,20985,18595,17617,15674,12394,
净资产收益率加权(%),5.17,3.89,2.02,6.22,5.29,4.04,2.11,5.2,5.04,3.24,1.52,6.59,6.13,4.74,2.01,11.6,8.65,5.68,2.54,13.35,9.6,6.31,2.79,12.18,--,6.48,0,10.7,0,--,0,18.78,0,9.99,--,22.05,0,14.38,0,19.01,0,10.37,0,14.91,0,5.92,0,14.86,13.05,12.08,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
