报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.28,0.21,0.11,0.33,0.28,0.21,0.11,0.3,0.25,0.17,0.08,0.32,0.3,0.23,0.1,0.53,0.39,0.25,0.11,0.55,0.39,0.25,0.11,0.46,0.38,0.24,0.11,0.4,0.37,0.23,0.12,0.67,0.49,0.32,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.1,--,5,4.93,4.9,4.8,4.67,4.53,4.49,4.38,4.22,4.08,4.04,3.93,3.85,3.71,3.88,3.69,3.7,3.84,3.79,3.92,3.41,3.25,3.36,2.81,2.74,2.6,2.43,2.28,2.4,3.88,3.68,3.49,3.43,3.32,3.33,3.22,3.13,2.1,1.86,1.76,1.57,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.69,--,1.04,0.48,-0.15,-0.42,-0.9,-1.09,-0.9,1.07,0.93,0.63,-0.1,1.14,0.75,0.5,0.26,-0.48,-0.51,-0.87,-0.33,-0.13,0.12,0.11,-0.38,0.18,0,--,0,1.22,0,0,0,1.18,0,0,0,6.52,0,0,-0.09,0,0,0,
主营业务收入(万元),241089,163875,79577,314434,238684,160370,73410,332499,251956,136177,67727,338122,269272,181372,92528,367525,289898,176699,88891,315575,231988,151652,70949,258242,198026,126901,61464,277937,229078,152344,71420,263395,199328,129551,63390,245642,173531,117200,60198,200728,144602,98375,50750,131251,93474,62121,29337,70378,46394,27268,36007,18312,29958,26702,
主营业务利润(万元),42543,29754,13710,60745,41865,29244,12995,59318,44346,23242,10207,48877,35856,24518,11788,55193,39503,26041,12064,52928,36539,23547,10857,44264,30787,19562,11026,49847,38030,25614,11863,50724,36862,22166,--,47636,32766,22903,11759,36049,25746,16547,8276,24872,13601,12845,5466,18346,10768,7578,10203,5333,9112,8011,
营业利润(万元),12958,9871,4995,11031,12064,9195,4729,11320,9501,5129,2013,7070,8081,6564,2548,12870,11118,7415,3105,14440,12279,7239,2757,10956,10795,7133,2935,11292,13172,7896,4084,20653,15759,9673,4719,17917,16013,11426,5685,13732,10246,7023,3389,8500,5650,3600,2144,5517,4121,2706,3171,1986,3160,2346,
投资收益(万元),913,695,321,1158,715,481,304,258,115,165,150,825,150,150,150,1988,388,387,386,1351,194,145,104,1489,973,899,93,889,1229,215,91,6255,4170,2871,1937,737,-56,-443,-432,44,-65,-78,0,373,573,440,7,333,192,4,425,420,-45,341,
营业外收支净额(万元),173,39,-7,3650,412,169,18,3500,2214,1433,627,4746,2087,1200,585,4534,2190,1183,644,4757,1321,1437,844,4400,1943,834,450,--,--,-133,-155,1946,--,--,--,-803,0,--,0,-612,0,0,0,-555,0,0,0,-188,0,0,0,0,0,0,
利润总额(万元),13131,9909,4988,14681,12476,9363,4748,14820,11715,6561,2641,11816,10167,7765,3133,17404,13308,8598,3749,19197,13599,8676,3601,15356,12738,7967,3384,11412,12782,7763,3929,22599,15439,9469,4515,17939,15466,10574,5067,13344,9870,6717,3278,8321,5794,3669,1983,5662,4175,2615,3448,2339,3130,2603,
净利润(万元),7189,5378,2813,8323,7171,5340,2763,7566,6497,4224,1946,8289,7700,5909,2519,13638,10017,6479,2854,14193,10021,6477,2847,11826,9649,6135,2684,10256,9534,5862,2983,17131,12499,8245,4025,14339,12716,8970,3904,11212,8795,6111,2779,7546,4939,3144,1686,4864,3573,2390,2921,1943,2593,1744,
