报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
基本每股收益(元),0.03,0.03,0,0.11,0.05,0.1,0.06,0.23,0.13,0.09,0.06,0.33,0.22,0.17,0.12,0.5,0.3,0.41,0.23,0.44,0.3,0.23,0.49,0.31,0.2,0.37,0.22,
每股净资产(元),1.63,1.63,1.59,1.59,1.53,3.8,3.86,3.8,3.7,3.66,3.72,3.67,3.56,3.51,3.56,3.44,3.25,6.31,6.32,6.1,5.95,1.77,1.53,--,0,1.09,0.95,
每股经营活动产生的现金流量净额(元),-0.24,-0.18,-0.07,0.15,-0.15,-0.33,-0.23,0.18,-0.16,-0.24,-0.13,0.3,-0.04,-0.05,-0.24,0.5,-0.03,-0.01,-0.07,-0.45,-0.26,-0.29,0.26,--,-0.01,0.31,0.62,
主营业务收入(万元),23909,17740,7451,40218,23292,15876,7549,30093,17899,11028,7397,27980,17751,12327,9365,38252,27063,18662,9412,18532,11788,7712,15035,10697,8142,12536,10105,
主营业务利润(万元),12630,8886,3651,18292,10268,7236,3696,14884,9448,5624,3079,12779,7804,5464,3557,14900,9033,5972,3370,7121,4860,3277,5599,3860,2635,4528,2775,
营业利润(万元),1044,815,-42,3779,1589,1211,932,3463,2077,1192,836,5125,3618,2948,2222,9659,5825,3879,2265,3101,2132,1605,2728,1851,1392,2324,1294,
投资收益(万元),-259,-96,50,176,115,92,32,214,49,49,--,63,--,--,--,--,--,--,--,--,--,--,0,--,--,0,154,
营业外收支净额(万元),375,253,63,1229,895,562,238,1260,727,584,364,1946,1380,970,496,596,399,262,29,810,457,198,925,588,280,0,0,
利润总额(万元),1419,1067,21,5009,2484,1773,1171,4723,2804,1776,1200,7071,4999,3919,2718,10256,6224,4141,2293,3910,2590,1803,3653,2438,1671,2869,1709,
净利润(万元),1370,1143,140,4690,2309,1682,963,4041,2253,1555,984,5624,3777,2925,2062,8635,5129,3520,1940,3251,2113,1513,3144,2001,1379,2344,1414,
净利润(扣除非经常性损益后)(万元),--,1072,--,4223,--,1570,--,3653,--,1358,--,4892,--,2819,--,8442,--,3511,--,3022,--,1474,2627,--,1271,2083,1130,
经营活动产生的现金流量净额(万元),-10121,-7726,-2925,6250,-6246,-5695,-4018,3052,-2682,-4073,-2224,5134,-765,-925,-4136,8544,-596,-95,-604,-3863,-2245,-1875,1695,-104,-35,2006,3947,
现金及现金等价物净增加额(万元),-7425,-8654,277,3243,4620,5089,-4395,-7820,-606,-8840,-5200,2687,-4486,-4048,-5186,2189,-4279,-1619,-1512,19916,36765,-1801,681,-1141,-701,-345,1657,
总资产(万元),86656,86843,90485,89549,80463,84429,81113,80894,73011,71811,77505,75941,71950,71890,72813,73279,68816,67519,66328,60557,57688,18643,16862,--,0,12434,10190,
流动资产(万元),69642,69498,72956,72337,64127,68705,66950,66784,59667,61379,67317,66009,62436,62886,64169,65047,62544,61663,60802,55396,52729,13787,12093,--,--,11430,9342,
总负债(万元),14887,15923,21201,20857,14147,18153,13751,14453,8544,7902,12396,11859,9815,10564,10616,13391,11597,12124,11042,7200,5891,6713,6468,--,--,4930,3841,
流动负债(万元),14570,15555,20783,20389,13629,17584,13132,13784,7824,7131,11573,10984,8885,9579,9577,12297,10448,10920,9784,5887,4524,5291,4936,--,--,4852,3814,
股东权益不含少数股东权益(万元),70270,69989,68305,68164,65961,65335,66335,65372,63585,62887,64036,63052,61205,60352,61209,59147,55843,54233,54374,52433,51182,11321,9808,--,0,6994,6050,
净资产收益率加权(%),2,1.66,0.21,7.04,3.5,2.51,1.46,6.31,3.51,2.45,1.55,9.23,6.27,4.85,3.38,15.41,9.52,6.53,3.63,11.68,--,0,27.9,--,0,35.93,25.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
