报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,
基本每股收益(元),-0.11,-0.05,-0.02,0.03,0,0.01,0,0.01,0,0.01,0,0.03,0,0.01,0,0.02,0,0.02,0,0.02,0,0,0,0.01,0.01,0,0,0.01,0.01,0,0,0,0.01,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.38,1.36,1.38,1.37,1.33,1.43,1.71,1.71,1.71,1.72,1.72,1.72,1.73,1.72,1.74,1.72,1.72,1.74,1.75,1.79,1.86,1.85,1.86,1.85,1.92,1.94,2.03,1.9,1.89,1.9,1.89,1.88,1.72,1.38,2.84,2.78,2.66,2.63,2.58,1.55,1.43,1.4,1.31,1.28,1.49,1.31,2.1,1.87,1.65,1.51,1.19,1.26,1.81,2.06,1.85,1.85,1.99,1.92,2.4,2.26,--,1.02,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.02,-0,-0.03,0.08,-0.09,-0.08,-0.03,-0.01,-0.01,0.02,-0.03,0.06,0.06,0.01,-0.01,-0.02,-0.02,0.02,0.03,-0.04,-0.05,-0.04,-0.05,-0.05,0,--,0,0,0,0,0,0.07,0,0,0,0.58,0,0,0,0.15,0,0.02,0,0,0,0.65,0.61,-0.14,0,-0.09,-0.04,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),12397,8593,4497,19507,13766,9944,4980,20591,15152,11274,4609,19294,12113,8006,3241,16285,9969,5445,4217,19777,13163,8399,4346,27250,20316,14519,7175,28665,18874,13442,5870,20830,15970,11157,5394,20172,15992,11776,5887,25637,19928,12603,7196,37499,28802,20849,11855,39004,25356,17571,8931,34212,23230,16706,4273,33965,19061,42288,23767,29538,12258,22117,6572,17638,7061,9980,4489,13263,4614,8268,10205,7496,3879,9329,
主营业务利润(万元),3949,4359,1995,8347,7351,5800,2699,10974,9303,7630,2453,11326,6506,4718,1575,6687,4291,2518,2260,9726,8394,5575,2824,15032,13369,10788,4761,17668,13353,10439,3830,13308,10858,8767,--,10331,8327,6158,2423,9064,8901,6326,3506,14963,12763,10415,5810,17474,11192,7451,4420,19753,11980,9599,3457,16878,9579,14832,6255,7184,2867,1353,157,-7561,-2243,-833,-64,-3070,274,-780,1486,562,0,905,
营业利润(万元),-10863,-5231,-2244,-4658,240,938,40,2175,466,947,72,3631,523,772,107,-832,-867,698,102,1095,481,419,56,1242,1073,674,206,1323,765,350,159,574,717,969,469,-6515,-3305,-2725,-1035,-9387,370,2226,1229,1847,4608,3614,2771,7368,5505,3898,1382,8371,5012,4328,0,7213,5996,6892,3133,2138,291,-2327,-1605,-7590,0,-813,0,-2795,0,-658,0,744,0,970,
投资收益(万元),236,94,35,1704,1286,73,185,1232,1078,947,1053,1947,1322,1232,1124,8595,6249,5961,1308,3919,791,501,36,1522,1951,1692,438,796,681,278,136,1013,635,159,174,6375,6509,6501,12400,12121,1765,-438,-224,33882,35698,-23,-8,2658,39,-1,19,1815,-38,-68,-43,3147,2115,1373,1441,4726,2335,4411,279,-5410,357,4869,90,102,981,5541,533,2273,0,39,
营业外收支净额(万元),-13,-1,4,8009,11,0,2,290,-39,-28,-2,-119,-59,-37,27,2859,1169,1189,-3,245,-27,-7,-2,78,-61,-58,-5,116,--,-14,--,--,--,328,--,-35,0,--,0,-118,0,0,0,-95,0,0,0,-37,0,0,0,-23,-24,-18,0,101,0,-78,0,765,0,--,0,0,-43,0,18,0,0,0,0,--,--,--,
利润总额(万元),-10875,-5232,-2240,3351,251,938,42,2465,427,919,70,3512,464,734,133,2027,302,1887,99,1340,453,412,54,1320,1011,616,202,1439,718,336,142,1082,1041,1297,452,-125,3215,3773,10419,2694,2223,1808,1021,35831,40501,3749,2834,10449,5699,3970,1385,10698,5470,4718,1098,11157,8658,9159,4846,8228,2815,2225,-1277,-16090,-4988,4511,37,-2226,1342,4990,2127,3011,2011,1002,
净利润(万元),-9703,-4415,-1863,2498,242,924,100,1298,206,720,182,2409,353,1031,326,1800,405,1937,219,1216,313,295,133,792,520,200,81,542,404,137,166,364,782,1027,377,2719,4390,4223,10651,4230,1684,1543,844,35807,39847,2826,2316,8685,4296,3242,1219,9388,4999,4120,1064,9266,6876,7941,4545,8240,2811,2226,-1262,-16050,-4951,4154,14,-2374,1207,4615,1967,2784,1860,925,
净利润(扣除非经常性损益后)(万元),-6850,-5295,-2054,-5976,-2127,-69,166,-1636,304,1708,-1195,-1242,--,-476,--,-8390,--,-5293,--,-3653,--,-624,--,-1532,--,-1133,0,448,0,144,0,-665,0,699,--,-3194,0,-2081,0,-8743,0,1521,0,1919,0,2661,0,5484,0,3170,0,7465,5022,4138,0,7240,4952,7441,4545,4825,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-15289,-7876,-11974,-2481,-6436,-8970,-3271,15959,-3085,-3136,-3760,6587,-1566,-344,-3034,7238,-8235,-7129,-2409,-1045,-638,1522,-1878,4156,4533,881,-465,-1538,-1225,1211,2403,-2853,-3636,-2741,-3907,-3484,-7966,-4263,8337,-1937,-11629,-5420,927,5340,5031,5058,4257,21784,12767,14846,4302,5001,0,573,0,106,42,22254,12220,-2907,-51,-1828,-737,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-21422,-12819,-12074,17813,-2962,-3532,-5089,13586,-5681,-5784,-1988,16643,3469,-539,5440,933,-10987,3546,13778,3473,-4465,-1905,353,480,1465,-4887,-3587,1976,-6837,-8317,-4538,-522,-4564,-2748,-6173,-18255,-7003,1404,-26,-4224,-6865,-5870,-263,-17155,-28311,-7830,-1111,49652,33850,42775,42551,-1987,0,-4439,0,639,759,7668,12808,-852,-732,1007,-486,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),129544,136027,139482,143494,139010,140081,141716,142804,140932,141359,144011,147847,146483,138266,141631,141966,137763,148977,149886,155477,155823,157647,160245,162395,163001,165380,164218,163220,154988,152341,152392,164064,171554,172171,174794,176945,164356,171301,175112,181983,177510,184202,184361,181820,176690,153511,154396,153991,145201,147423,144886,102602,96508,94724,91279,93681,101642,96710,91460,76430,79069,73078,60233,61502,78121,79079,73955,58812,74958,66984,63422,45266,--,14226,
流动资产(万元),97630,105039,111425,115553,108830,110710,110786,112785,104572,104934,108424,106481,111838,105579,105979,106023,102385,118927,118232,123678,114347,114808,116335,118444,117469,118008,114892,113820,93770,89790,88482,99723,92574,95537,91028,93230,81849,89303,74334,102764,78694,78961,76087,74167,80172,87620,89984,90303,72315,78078,--,0,--,0,34990,0,0,--,0,0,19468,16619,9424,9304,20700,27396,19277,19827,21567,16709,19825,16721,--,4723,
