报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.61,0.39,0.19,0.69,0.54,0.36,0.36,1.44,1.05,0.65,0.29,1.04,0.9,0.73,0.26,
每股净资产(元),4.8,4.55,4.49,4.37,4.23,4.04,7.94,5.58,--,4.78,--,4.14,3.09,3.07,1.65,
每股经营活动产生的现金流量净额(元),0.32,0.23,0.11,0.52,0.15,0.06,0.05,1.17,--,0.32,0.07,0.91,0.53,1.11,0.63,
主营业务收入(万元),55000,33839,14955,64781,47271,31675,15467,53006,37817,24216,10462,45419,44964,35626,19053,
主营业务利润(万元),18781,12133,5163,20305,15006,10066,4908,17284,12451,7879,3316,13783,11549,8876,4009,
营业利润(万元),11346,7364,3516,11942,9408,6289,2918,10471,7770,4800,2000,7987,6408,4875,1769,
投资收益(万元),556,490,223,255,221,145,--,--,--,--,--,--,--,-4,3,
营业外收支净额(万元),462,310,284,1259,991,542,417,1601,940,563,412,753,638,540,90,
利润总额(万元),11808,7674,3800,13201,10399,6832,3336,12072,8711,5363,2412,8740,7046,5415,1859,
净利润(万元),10021,6490,3170,11223,8793,5776,2828,9969,7221,4459,2024,7197,5919,4529,1392,
净利润(扣除非经常性损益后)(万元),--,5801,--,9875,--,5154,--,8613,6396,3964,--,6059,5366,4048,1313,
经营活动产生的现金流量净额(万元),5417,3851,1887,8507,2444,1046,385,8100,4811,2200,473,6292,3658,3549,2008,
现金及现金等价物净增加额(万元),10946,-475,3019,3447,4987,7491,21593,112,-857,-1294,-1654,-787,4429,271,106,
总资产(万元),127622,96699,93604,89085,85543,82569,81971,54377,50386,46492,--,40662,33300,23886,16713,
流动资产(万元),84342,61251,63398,60226,57609,57295,57932,32898,30504,28101,--,25025,22804,15035,13783,
总负债(万元),46784,19889,17858,16530,15418,15617,16229,14769,13617,12559,--,11252,11545,13803,11234,
流动负债(万元),32699,18847,13185,15387,14802,14877,15350,13757,12467,11320,--,9838,10889,12619,9198,
股东权益不含少数股东权益(万元),80341,76309,75265,72095,69665,66648,65430,38505,35757,32995,--,28536,21339,9809,5281,
净资产收益率加权(%),13.07,8.63,4.3,17.25,13.67,9.4,5.05,29.74,22.46,14.49,6.85,28.86,37.22,60.02,30.37,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
