报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.1,0.19,0.07,0.33,0.28,0.17,0.06,0.45,0.34,0.24,0.09,0.81,0.67,0.6,0.28,0.98,0.5,0.26,
每股净资产(元),2.49,7.36,7.34,7.27,7.22,7.11,--,7.14,7.02,6.93,7.28,7.18,7.03,7.68,2.92,2.64,1.66,1.27,
每股经营活动产生的现金流量净额(元),0.03,-0.04,-0.11,0.27,0.02,-0.11,-0.15,0.48,0.28,0.08,-0.1,0.88,0.52,0.41,0.26,1.09,0.52,0.39,
主营业务收入(万元),14498,9104,3881,18053,12775,7529,3082,19011,13200,8575,3492,23126,16478,12196,5573,20595,12260,6223,
主营业务利润(万元),9412,6176,2659,11038,7996,4757,1938,12668,8991,5863,2504,16719,12573,9597,4408,15971,9793,4309,
营业利润(万元),5915,4123,1555,5650,4906,3020,1214,8132,5863,4081,1819,11180,8848,7134,3276,10660,5875,2237,
投资收益(万元),202,103,--,--,--,--,0,--,--,--,--,--,--,0,--,--,1,--,
营业外收支净额(万元),191,87,87,334,233,143,0,606,540,268,--,1116,782,553,123,924,429,342,
利润总额(万元),6105,4211,1642,5983,5139,3163,1214,8738,6402,4349,1819,12297,9630,7687,3399,11584,6305,2579,
净利润(万元),3280,2179,754,3703,3145,1885,647,5086,3771,2720,1035,7926,6249,5025,2334,8208,4171,2178,
净利润(扣除非经常性损益后)(万元),--,2180,--,3704,--,1885,--,4821,--,2627,--,7730,--,5025,2334,8138,4131,2179,
经营活动产生的现金流量净额(万元),1013,-496,-1268,2975,222,-1250,-1671,5427,3137,873,-1095,9824,5856,4624,2168,9115,4362,3244,
现金及现金等价物净增加额(万元),2741,-26421,-10763,27824,28001,3034,4483,3926,-8168,-5636,-7477,4546,58870,64029,2127,7234,6698,402,
总资产(万元),86742,85676,84531,85409,84276,82385,83218,83110,82998,86185,83676,83619,85240,89931,27303,24379,16067,12767,
流动资产(万元),67990,70332,70047,72961,73933,72256,73359,73451,74157,77485,75220,81699,83438,88178,25386,22532,14596,11287,
总负债(万元),1238,1658,1404,3509,1771,1467,1675,2534,2516,7163,1154,2547,4676,2503,2019,1907,1597,1076,
流动负债(万元),1238,1658,1404,3509,1771,1467,1675,2534,2516,7163,1154,2547,4676,2503,2019,1907,1597,1076,
股东权益不含少数股东权益(万元),83575,82474,82169,81415,80857,79597,80599,79952,78637,77586,81501,80466,78789,85964,24525,22191,13982,10661,
净资产收益率加权(%),3.97,2.65,0.92,4.6,3.91,2.34,0.81,6.38,4.58,3.32,1.28,14.84,13.92,20.34,9.99,45.38,34.25,21.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
