报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.72,-0.5,-0.19,0.01,-0.36,-0.21,-0.09,-1.25,-0.98,-0.64,-0.27,0.06,-0.68,-0.37,-0.11,-0.85,0.01,0.01,0,0.01,0,0,0.02,0.05,0.02,0.02,0.01,0.35,0.46,0.28,0.11,0.27,0.24,0.16,0.07,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.43,--,2.14,--,1.68,1.98,2.25,2.35,3.21,3.2,3.21,3.29,3.2,3.21,3.22,3.21,3.18,3.18,3.27,3.26,3.37,3.19,3.12,3.12,2.99,2.9,2.92,2.89,2.77,3.69,3.6,2.99,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.94,--,-0.85,--,1.12,1.07,0.33,0.26,-0.8,-0.53,-0.3,-1.21,-0.92,-0.87,-0.49,-0.47,-0.22,-0.1,-0.02,0.28,0.05,0.1,0.03,0.29,0.53,0.13,0.07,0.62,0,0.21,0,0,
主营业务收入(万元),672185,450562,227405,1224506,935620,602486,292640,1756345,1401141,929470,499301,1845878,1426705,1028204,529998,2353295,1937676,1303929,671046,1661784,1119461,696524,273432,1065412,796451,525384,246121,1651744,1343836,884661,408988,1205845,904139,574185,276523,961290,693705,885613,855192,560931,
主营业务利润(万元),-179930,-109479,-20726,-43112,-17354,-30101,-9392,-32831,-12595,-10536,2064,4380,31861,25375,17156,93418,110957,69150,50203,127517,95178,60082,29473,117458,85940,53417,26885,265175,178180,114714,37997,164005,99425,66090,--,86508,56794,72700,131970,139258,
营业利润(万元),-320940,-222325,-83018,-284331,-209403,-145407,-75173,-249997,-170190,-111959,-46046,-202450,-133491,-81187,-36674,-189552,-31941,-19373,377,-17147,-1693,-688,2558,7266,9490,3544,1708,60911,83643,49654,18856,49398,43830,29104,12143,31915,17044,29294,89185,103288,
投资收益(万元),--,--,--,10193,32,--,--,-151,--,--,--,36927,1834,1631,1631,--,380,200,--,109,109,0,--,130,130,0,--,3,3,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),982,-425,109,289785,51325,50886,35488,408,516,577,206,212633,16512,16384,18314,52043,34067,20884,99,18560,2502,818,461,2237,697,522,276,-334,--,--,--,-2375,-827,--,--,-322,0,0,0,0,
利润总额(万元),-319957,-222750,-82909,5454,-158078,-94522,-39686,-249589,-169675,-111382,-45840,10183,-116979,-64803,-18360,-137510,2126,1510,476,1413,810,130,3019,9503,10187,4066,1984,60576,83573,49508,18936,47023,43003,28650,12293,31593,16758,29224,88646,96627,
净利润(万元),-320009,-222758,-82912,5143,-158227,-94524,-39686,-249902,-169896,-111598,-45899,9881,-116981,-64805,-18362,-147108,1992,1412,476,1001,674,97,3019,8403,3533,3162,1984,59830,79601,48394,18641,44924,40503,26393,12293,31484,16691,25958,85802,97552,
净利润(扣除非经常性损益后)(万元),-320844,-222302,-83026,-253694,-201853,-137776,-69850,-249932,-170291,-112046,--,-186865,--,-64806,--,-149317,--,1274,--,-2585,--,-599,--,6506,--,2721,--,60123,0,48526,0,47012,0,26847,--,31612,16756,24669,85672,97483,
经营活动产生的现金流量净额(万元),-141306,-73133,-30237,279678,239715,155602,41072,195533,163760,-38855,-147599,531461,194749,185924,56769,45131,-139362,-92410,-51166,-210089,-159987,-150350,-84983,-80988,-37685,-16796,-4085,48351,8474,17174,4582,47998,91090,20380,11307,85423,66440,22530,68206,114193,
现金及现金等价物净增加额(万元),-12546,20938,19927,-37291,-23261,-6265,7804,-287550,-281227,-277031,-222599,209314,-22032,-23812,-2018,-23593,-101203,-102320,-47361,12803,-25998,-16738,-28598,25790,137576,-16501,9374,17597,-1693,46686,85720,65731,97920,103174,105714,-13745,7015,-44901,-30995,81712,
总资产(万元),4494556,4641339,4707182,4715243,4815182,4829477,4908742,4804598,3143675,3050379,3027010,3110640,2919326,2848846,2787718,2705044,2521525,2552651,2371904,2249235,1989551,1937392,1830592,1596846,1550842,1303903,1307135,1242497,1315689,1286442,1267504,1095860,1071417,1062787,1031071,884143,880958,810652,718430,588083,
流动资产(万元),1161803,1251818,1291223,1268227,1321959,1323882,1446315,1335156,1604773,1501114,1509613,1599060,1489276,1412517,1306444,1237369,1336380,1397419,1294992,1196198,1023589,1012596,922723,750734,755271,551948,574274,529265,637417,627546,701480,546958,476919,501378,445364,321267,326013,295078,307976,261818,
总负债(万元),3815206,3864738,3790726,3715931,3979464,3930236,3954793,3810967,2893957,2742683,2653619,2691342,2612183,2489564,2381951,2280933,1950240,1982806,1801279,1679085,1419797,1367121,1272007,1041280,1000145,753577,740656,678002,731423,733384,726867,573864,553842,559323,524697,484992,498474,417836,335612,269789,
流动负债(万元),2731714,2925717,2832550,2685874,2707348,2673939,2763579,2753777,2532721,2366295,2207728,2238062,2058187,1866660,1687396,1627469,1341270,1263988,1131810,1012315,870412,906621,872095,681504,567266,508895,466179,399917,482426,472367,485925,443761,481711,509277,465507,432894,449327,335637,266408,200789,
股东权益不含少数股东权益(万元),677424,774677,914535,997391,833818,897341,952049,991730,247818,305796,371491,417398,290542,342680,389165,407511,556584,555144,555925,555450,555055,555663,558585,555566,550697,550326,566478,564495,584266,553058,540637,521996,517575,503464,506374,399152,382483,392816,382818,318295,
净资产收益率加权(%),-38.13,-25.09,-8.68,0.52,-17.34,-10.01,-4.08,-72.46,-51.1,-30.86,-11.64,2.4,-14.9,-17.28,-4.61,-30.52,0.36,0.25,0.09,0.18,0.12,0.02,0.54,1.5,--,0.56,--,11.01,0,8.86,0,9.13,0,5.55,--,7.91,4.2,6.7,24.7,36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
