报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.17,0.11,0.05,0.15,0.14,0.11,0.06,0.26,0.2,0.12,0.08,0.32,0.22,0.28,0.19,0.83,0.61,0.36,0.16,0.85,0.62,0.32,0.65,0.39,0.67,0.46,
每股净资产(元),6.88,6.81,6.85,6.8,6.79,6.77,6.81,6.76,6.67,6.62,6.61,6.53,6.44,12.7,12.91,12.72,12.5,12.26,12.36,12.2,3.94,3.65,3.33,0,2.67,0,
每股经营活动产生的现金流量净额(元),-0.11,-0.08,-0.06,0.25,-0.06,-0.08,-0.07,-0.26,-0.14,-0.22,-0.22,0.66,0.35,0.42,-0.29,-0.62,-1.26,-0.76,-0.14,0.22,-0.23,-0.34,0.39,0.24,0.31,0,
主营业务收入(万元),152268,99869,43531,191948,127699,71942,34483,165849,126269,66722,30850,138705,101961,59686,30766,128138,104143,56408,27313,93033,64479,32911,52869,38350,46105,31526,
主营业务利润(万元),62145,42974,17182,82429,56595,35431,14764,80360,52998,34373,14778,74446,48288,29531,14955,66838,51576,28278,12302,53359,38772,23618,40485,28964,36214,26905,
营业利润(万元),3978,2339,1072,2349,2559,1614,1693,8193,6539,4153,2776,8429,7433,4701,3209,11866,10167,5808,2418,10493,7781,4041,8233,5257,7355,5637,
投资收益(万元),--,--,--,5,5,5,5,3,--,--,--,762,3,3,--,1,--,--,--,1,3,0,3,0,8,0,
营业外收支净额(万元),1952,1318,634,2548,2301,2075,656,492,469,22,-66,2459,132,102,36,1625,-125,139,277,476,331,317,47,-94,-68,65,
利润总额(万元),5930,3657,1707,4896,4860,3688,2349,8685,7008,4174,2710,10887,7565,4804,3245,13491,10042,5947,2695,10969,8112,4358,8279,5163,7287,5702,
净利润(万元),5001,3213,1491,4196,4062,3148,1699,7402,5826,3521,2258,9148,6440,3980,2788,11977,8795,5212,2300,9209,6654,3503,6802,4240,5939,3923,
净利润(扣除非经常性损益后)(万元),--,1935,--,2027,--,1338,--,7478,--,3530,--,6325,--,3812,--,10604,--,5100,--,8810,6266,3242,6766,4331,5995,3790,
经营活动产生的现金流量净额(万元),-3275,-2266,-1805,7323,-1729,-2414,-1898,-7504,-3909,-6279,-6324,18940,9921,6043,-4114,-8873,-18184,-10975,-2067,3240,-2479,-3637,4228,2545,3318,12865,
现金及现金等价物净增加额(万元),-4923,2672,-5373,-14148,-9156,-3140,-5983,-19690,-12270,-9764,86,-12764,734,-308,6922,-75294,-67196,-51195,-31033,134250,1412,-1818,4765,6073,-839,2792,
总资产(万元),323853,314723,288524,285834,292088,288627,274494,279690,269943,269027,269934,258377,248349,242130,253279,225584,233677,205784,206813,217048,83030,75243,64318,0,49669,46670,
流动资产(万元),157713,150083,129190,127196,138060,135591,121847,127283,132758,134539,137790,129224,145387,152134,179129,146367,170109,164950,168342,181250,47839,41546,32856,--,22663,21482,
总负债(万元),124713,117195,90171,88823,95829,92986,77204,83864,75348,76139,77633,68426,60828,56994,65186,39740,51193,26806,26358,38913,37957,33341,28387,--,22998,29028,
流动负债(万元),108256,101573,77650,74789,83649,81020,64201,70409,67841,69353,71052,61951,55931,53132,61824,36909,47049,24662,24611,37148,36838,32405,27766,--,22095,28401,
股东权益不含少数股东权益(万元),198031,196242,197401,195910,195689,194862,196243,194594,192165,190713,190385,188056,185397,182887,185967,183227,179995,176505,177913,175613,42552,39401,35899,0,26672,17642,
净资产收益率加权(%),2.53,1.63,0.76,2.15,2.07,1.61,0.84,3.87,2.71,1.86,--,4.94,3.45,2.16,1.54,6.6,5.5,2.94,1.29,22.74,0,9.3,21.54,0,27.61,25.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
