报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.25,0.18,0.05,0.59,0.32,0.22,0.05,0.53,0.29,0.2,0.05,0.75,0.41,0.28,0.04,0.62,0.33,0.23,0.05,0.71,0.37,0.27,0.06,0.93,0.57,0.41,0.05,0.84,0.6,0.43,0.07,1.21,0.75,0.34,0.97,0.57,0.43,0.72,0.58,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.77,2.64,2.52,2.48,2.19,2.09,3.17,3.12,2.78,2.68,5.04,4.98,4.62,4.45,6.17,6.11,5.87,5.7,8.7,8.63,8.2,4.33,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.24,0.06,-0.05,1.06,0.6,-0.06,-0.33,-0.37,-0.5,-0.72,-0.84,1.82,0.27,-0.37,-1.09,1.23,0.58,-0.46,-2.13,5.04,0.27,-0.04,3.36,--,0.57,1.32,1.02,
主营业务收入(万元),140436,100021,35806,338034,159413,94766,31575,271561,155027,104928,25450,305028,179065,96799,25272,234649,126727,72327,22222,183584,96881,64649,21398,177040,107432,70338,15368,138183,85659,58343,11808,91630,48282,31286,54451,32038,25217,42151,36682,
主营业务利润(万元),24845,17987,7004,53038,26794,16050,4771,56322,30572,20301,8265,59418,33634,21903,6353,52141,28151,18677,4481,38336,20674,14367,3598,28281,17295,11098,2919,21169,14456,10123,2854,14931,9962,7188,12145,7504,5616,9021,7919,
营业利润(万元),12899,9547,2871,30555,16623,11459,2758,27808,15607,10533,2556,38468,21542,14725,1999,31681,17201,12267,1547,22776,11744,8652,960,14959,9259,6580,653,10870,8683,6333,599,7499,4452,3130,5226,3031,2297,4028,3250,
投资收益(万元),406,286,150,836,691,496,350,578,428,270,113,496,416,298,157,484,277,167,64,489,413,247,81,424,328,202,106,593,188,132,61,288,192,106,237,147,76,313,-168,
营业外收支净额(万元),210,24,-20,-152,185,66,87,122,74,25,-1,997,124,40,55,685,85,18,18,229,259,58,53,161,31,31,-9,--,--,--,--,--,--,141,175,216,175,-13,-2,
利润总额(万元),13109,9571,2850,30402,16808,11525,2845,27930,15681,10558,2555,39465,21666,14765,2054,32366,17287,12285,1565,23004,12003,8710,1013,15120,9290,6611,645,10795,8528,6186,593,7815,4769,3271,5402,3247,2472,4015,3248,
净利润(万元),11126,8109,2429,26317,14128,9663,2308,23520,13114,8868,2111,33335,18385,12529,1745,27730,14642,10404,1318,19697,10211,7421,863,12998,8009,5664,582,9015,6381,4644,453,6900,4037,2733,4877,2867,2153,3633,2897,
净利润(扣除非经常性损益后)(万元),10951,8090,2447,26511,13972,9607,2235,23404,13052,8847,2112,32485,--,12495,--,27161,--,10389,--,19504,--,7372,--,12861,--,5637,0,8746,0,4754,--,6703,0,2648,4709,--,2046,--,--,
经营活动产生的现金流量净额(万元),-18091,-16388,-37080,38972,-5322,25452,33296,10533,19296,14669,-358,31613,10816,2686,-2279,47263,26954,-2656,-9245,-10375,-14003,-19965,-11732,25325,3824,-5215,-11640,13196,6206,-4881,-14288,33754,1815,-189,16883,6585,2853,6592,5127,
现金及现金等价物净增加额(万元),-22908,-21005,-37585,35278,-8121,22531,33030,4360,16557,11799,-512,13406,-6250,-14531,-3359,39230,18653,-10143,-11896,-18399,-21570,-26186,-14511,9880,-9210,-17310,-12414,661,-4810,-14066,-15806,59606,32841,-683,12536,4068,--,4791,2061,
总资产(万元),685441,686564,679567,717313,621862,575051,506994,461093,465265,463478,473937,448557,457577,431141,406977,382787,355023,277760,256725,258536,234017,209886,234389,234195,247722,213758,245045,229273,205478,183017,158648,153922,121932,80610,66446,--,--,45116,32132,
流动资产(万元),630475,631059,623344,660801,564814,517848,449165,402719,411424,409271,419564,393875,403644,377224,363172,338815,312169,234529,214495,216036,196227,172581,198843,198809,219136,185908,221122,206103,181315,160804,137324,134145,107209,--,51661,--,--,33837,22285,
总负债(万元),493273,497416,492056,532234,448941,406612,343688,299895,314571,317072,331974,308735,333060,312501,293795,271375,256947,183893,167790,170919,155917,134584,163520,164197,182739,151129,178402,163221,142090,121852,100330,96054,66922,--,46421,--,--,29969,19605,
流动负债(万元),493273,497416,492056,532234,448941,406612,343688,299895,314571,317072,331974,308735,333060,312501,293795,271375,256947,183893,167790,170919,155917,134584,163520,164197,182739,151129,178402,163221,142090,121852,100330,96054,66922,--,43414,--,--,29969,16601,
股东权益不含少数股东权益(万元),191058,188040,186375,183946,171757,167292,162168,159860,149454,145208,140681,138570,123591,117736,112304,110559,97471,93233,88328,87010,77524,74734,70266,69404,64414,62069,66102,65519,62885,61148,58298,57845,54982,21734,20004,--,--,15127,12499,
净资产收益率加权(%),5.91,4.31,1.31,15.33,8.51,5.88,1.43,15.76,9.08,6.2,1.51,26.76,15.58,10.72,1.57,28.17,15.83,11.37,1.5,25.24,13.88,10.2,1.24,19.49,--,8.47,0,14.64,0,7.75,--,19.16,0,--,27.77,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
