报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.49,0.37,0.04,0.15,0.11,0.08,0.04,0.12,0.13,0.13,0.05,0.15,0.18,0.16,0.05,0.14,0.18,0.13,0.06,0.19,0.21,0.14,0.04,0.24,0.2,0.13,0.04,0.28,0.26,0.18,0.1,0.4,0.3,0.18,0.08,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,1.75,1.78,1.76,1.75,1.7,1.74,1.69,2.95,2.89,2.9,2.84,2.74,2.7,2.65,2.59,2.6,2.56,2.54,2.45,4.09,3.97,3.87,3.75,4.47,4.36,4.26,2.56,2.51,2.31,1.92,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.02,0.01,-0.04,0.15,-0.03,0.02,--,0.05,-0.3,-0.18,-0.12,0.33,-0.05,-0.13,0.03,0.27,-0.2,-0.25,-0.18,-0.26,-0.23,-0.23,-0.5,0.19,0,0.37,0.01,0.8,0.64,
主营业务收入(万元),149882,89160,12849,88551,55427,38401,13178,73845,54867,34844,12955,59338,50539,39686,10161,61029,49307,37478,11155,46614,37516,24708,8744,39902,34180,20254,8219,46454,36858,24044,10480,33794,25498,16257,6955,25988,19339,11811,20728,18477,15930,
主营业务利润(万元),66976,40706,3531,23465,16773,10434,4257,21490,16043,10906,4672,18504,14520,10686,3340,15719,12928,9456,3215,11957,9612,6262,2259,11069,9346,5749,2363,12129,9933,6514,2986,9561,6368,4317,--,7527,5486,3558,5390,5164,4626,
营业利润(万元),39026,26471,971,3933,3300,2135,1163,4910,4835,3945,1765,3965,5664,4642,1071,4170,5236,4053,1092,2471,3025,2030,848,3687,3717,2388,776,4915,5149,3544,1340,4445,3254,2164,796,3415,2653,1643,1925,2879,2471,
投资收益(万元),797,787,--,2,2,2,--,0,--,--,--,--,0,0,--,--,--,--,--,--,0,0,--,1,--,--,--,26,31,24,--,-3,--,--,0,-1,-1,-1,0,0,0,
营业外收支净额(万元),1321,622,252,1913,1267,1061,316,427,179,408,29,1867,1044,1046,658,1374,1171,685,246,1813,1021,639,58,1260,238,139,80,912,117,48,--,--,--,--,--,-40,0,0,0,0,0,
利润总额(万元),40347,27094,1223,5845,4567,3196,1479,5337,5014,4353,1795,5833,6708,5688,1728,5544,6407,4737,1338,4284,4046,2669,906,4947,3955,2528,856,5827,5266,3592,1333,4596,3561,2243,794,3439,2655,1665,1884,2834,2416,
净利润(万元),33208,22110,927,3764,2770,2075,1082,2914,3256,3205,1175,3694,4563,3978,1157,3647,4464,3255,871,2739,2994,2017,627,3383,2789,1828,606,3942,3716,2538,859,3273,2451,1472,530,2422,1840,1103,1332,2203,1933,
净利润(扣除非经常性损益后)(万元),32013,21581,859,2468,1865,1190,826,2627,2901,2859,1153,2340,--,3219,--,2502,--,2693,--,1125,--,1511,--,2330,--,1708,0,3288,0,2374,--,3115,0,1405,--,2395,1837,1087,1337,2209,1943,
经营活动产生的现金流量净额(万元),3455,-3007,-1231,5718,1922,-4279,-2286,14101,2858,519,2576,-1948,524,269,-1135,3758,-883,457,65,653,-4206,-2490,-1696,4688,-706,-1765,389,3769,-2856,-3485,-1462,-2128,-1883,-1895,-3482,1313,487,1681,45,3601,2860,
