报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.14,0.09,0.15,0.69,0.51,0.35,0.2,0.86,0.61,0.43,0.16,1.04,0.81,0.69,0.25,1.19,0.65,0.97,0.56,0.24,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,9.56,9.42,9.2,4.42,3.88,3.19,1.93,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.21,-0.14,-0.09,0.39,0.42,0.61,0.12,0.58,
主营业务收入(万元),12342,7811,4411,23439,16507,10567,4530,23751,15749,10895,4464,25751,19491,14464,5647,25643,12479,20683,14872,13195,
主营业务利润(万元),5750,3738,2174,10963,7699,4955,2276,11921,7874,5455,2184,12344,9279,7006,2669,12075,5887,9302,5628,3891,
营业利润(万元),1790,1097,1055,4755,3449,2332,1270,5948,4088,2978,1166,6706,5266,4191,1379,6497,3429,4664,2275,798,
投资收益(万元),180,120,51,217,167,102,71,81,4,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),318,243,96,725,604,437,196,924,729,425,107,1044,613,574,136,587,502,126,169,310,
利润总额(万元),2108,1340,1151,5480,4053,2769,1466,6872,4817,3403,1273,7749,5879,4765,1515,7084,3931,4790,2445,1108,
净利润(万元),1922,1227,995,4683,3441,2377,1330,5862,4166,2920,1089,6638,5050,4083,1292,6073,3338,4328,2237,967,
净利润(扣除非经常性损益后)(万元),1491,908,860,3841,2841,1963,1128,5008,3547,2558,998,5748,--,3568,--,5555,2912,4207,2081,997,
经营活动产生的现金流量净额(万元),1710,2450,1208,55,-335,-371,-355,2306,1288,889,80,-758,-1409,-940,-600,1996,2122,3095,461,2323,
现金及现金等价物净增加额(万元),287,2303,1017,-1956,-2032,-1700,4958,-7947,-8443,-1334,-214,33507,33065,33966,38008,23,1522,3199,651,-2486,
总资产(万元),87599,87862,88647,88395,88640,87565,89215,88615,87275,84214,82845,81244,78655,77074,78082,38014,35902,31564,20634,17929,
流动资产(万元),67725,69143,69777,69659,69900,69762,71723,71785,73918,70880,69848,68104,65909,64181,65054,25119,24912,21394,12867,11047,
总负债(万元),10186,11154,11692,12517,14017,14006,16166,16897,17429,15614,15174,14663,13661,13046,15513,15475,16098,15098,12887,12440,
流动负债(万元),7788,8708,9218,10598,12435,12408,14555,15276,15793,14665,14412,13891,13327,12080,13540,13499,13551,12547,12228,12161,
股东权益不含少数股东权益(万元),77326,76615,76859,75864,74623,73559,73049,71719,69846,68600,67652,66563,64976,64009,62550,22519,19785,16446,7727,5489,
净资产收益率加权(%),2.51,1.61,1.3,6.35,4.7,3.26,1.84,8.5,6.1,4.3,1.62,12.29,10.07,9.39,5.58,31.17,18.43,36.92,33.86,19.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
