报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
净利润(扣除非经常性损益后)(万元),91655,55692,22504,-15487,40574,26719,18638,-203517,-14675,-14234,--,5246,--,7618,--,15273,--,19650,--,55993,--,41498,--,38844,--,21114,0,129262,0,73404,--,81613,0,47003,--,82896,51921,133780,113856,40513,
经营活动产生的现金流量净额(万元),270886,110556,45433,106641,73938,64448,42750,49088,-389711,-400538,-346207,68203,55060,38088,11442,69734,55699,37677,17854,97367,74181,40879,20315,68123,61824,39797,25462,205372,174324,104736,44776,122211,96938,63504,16791,137629,83917,197385,--,0,
现金及现金等价物净增加额(万元),227460,389603,137402,62342,55874,31787,40073,-454500,-378486,-385902,-386973,289817,349194,346614,350386,-34180,-20220,-22661,-39695,-17031,-26705,36890,49773,-169668,-164940,-50957,-34511,80689,101303,-382,-34226,-64477,-58760,-62636,-2439,364139,-53502,-3654,--,0,
总资产(万元),3230553,2994487,2793037,2813804,2238453,1848708,1742172,1689927,1995913,1976714,1960673,1971255,2004415,2007683,2015055,1649268,1676734,1683413,1666590,1623347,1611940,1629675,1608220,1466109,1431107,1498527,1455900,1434679,1443431,1326222,1297914,1303743,1287393,1034957,1061567,1217920,794721,821922,692667,0,
流动资产(万元),551714,766540,670930,785332,960957,645397,639910,602173,690770,664951,601137,625397,684351,676834,687298,326969,344211,338432,315429,345687,341451,407706,425169,359484,357880,470107,493754,525614,541561,445668,423641,448934,441870,430918,496869,498769,89167,150759,150075,0,
总负债(万元),1419275,1557245,1401397,1461848,872022,822453,721427,692328,795853,767696,730118,732433,764654,768046,777185,702880,720949,713083,671939,638919,615421,629577,623693,504298,471536,517724,478221,476598,485109,391817,392390,416815,373192,146840,175109,330255,338183,328103,343072,0,
流动负债(万元),404408,549633,516264,417585,295195,293773,337648,329178,420426,450985,303990,493001,458731,424843,325305,279091,279676,323136,317530,279099,284176,246961,224851,152529,94752,115065,269121,258070,271308,320966,318825,339429,306092,73148,99866,112285,165375,150088,190332,0,
股东权益不含少数股东权益(万元),1392553,1054719,1031492,1009028,1024365,1018628,1012971,989870,1192266,1201121,1222441,1230634,1231557,1231436,1229738,938131,947406,961772,985983,975891,979375,983079,968050,945685,943555,965028,962055,942970,944034,921738,893946,875873,898584,873415,872739,855165,425996,467763,342792,0,
净资产收益率加权(%),14.54,5.39,2.21,2,3.11,2.52,1.83,-18.91,-1.66,-1.1,-0.58,0.79,0.6,0.76,0.56,1.7,2.07,2.05,1.05,6.41,5.7,4.58,2.34,3.63,--,2.31,0,13.62,0,9.51,--,9.88,0,5.38,--,0,11.25,33.17,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
