报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,
基本每股收益(元),-0.05,-0.04,-0.02,-0.04,-0.01,-0.04,-0.02,-0.01,-0.07,-0.07,-0.01,0.08,-0.12,-0.08,-0.03,0.05,0.08,0.1,0.13,0.06,-0.05,-0.05,-0.02,-0.63,-0.17,-0.14,-0.04,-0.27,-0.06,-0.05,-0.03,0.09,0.35,0.29,0.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,-0,--,-0.29,-0.26,-0.21,-0.18,-0.14,-0.13,-0.36,-0.48,-0.67,-0.59,-0.56,-0.53,-0.07,-0.07,0.04,0.08,0.27,0.27,0.32,0.32,0.61,0.56,0.83,0.86,1.03,1.17,1.57,1.63,2.63,2.75,2.74,2.71,2.74,3.81,3.75,3.71,2.46,2.4,2.35,2.31,2.26,2.2,2.11,2.09,2.14,2.07,2.01,2.07,1.82,1.92,1.84,2.07,1.98,2.08,2.04,1.89,1.95,1.99,1.88,1.77,2.01,1.91,1.64,1.45,1,--,1.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.05,--,--,--,-0.05,--,-0.08,-0.04,-0.1,0,-0.05,-0.04,0.01,-0.05,0.02,0.07,0.1,-0.01,0.09,0.09,0.1,0.27,0.19,0.22,0.21,0.06,0.07,0.05,0.05,-0.08,0,--,0,-1.41,0,0,0,-1.43,0,0,0,0.01,0,0,0,-0.19,0,-0.12,0,0.45,--,0,0.94,-0.27,0.09,-0.11,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),12338,8930,3882,59700,19678,11368,6135,22241,16457,11126,5749,21786,16414,10584,6471,30924,23949,15374,7338,32338,21712,16146,7335,30258,22205,14220,7175,56884,45938,28557,12682,49078,37726,24055,10683,87454,73830,48560,21007,94423,63785,43667,17324,158228,148489,112207,63117,195537,141926,84464,39015,98302,66805,35411,8671,31963,21339,15799,18117,7230,17688,9977,20560,11047,15997,6225,10635,5696,13082,5897,10064,5096,11249,4877,6913,3355,5058,2114,4905,
主营业务利润(万元),645,395,194,1777,1124,792,499,3760,1974,1451,788,3333,2462,1468,918,7343,4771,2982,850,8381,5752,3889,2025,8327,3768,1893,1200,6103,5264,3756,1248,6523,37474,3610,--,2583,3191,3136,1071,4308,5891,5106,2271,15549,13860,9999,4923,22668,17550,11661,5475,15338,10639,6425,1693,8415,5960,3939,4414,806,3191,2090,3921,1828,522,46,184,-39,828,480,639,439,1316,733,1233,339,365,-1679,743,
营业利润(万元),-1794,-1245,-635,-1423,-611,-1376,-769,-512,-2309,-2585,-636,693,-3719,-2630,-1127,-5913,-4053,-3051,-1556,1972,-1096,-2011,-792,-12199,-6252,-5408,-1733,-7156,-3179,-2166,-1336,3363,8225,9232,10338,-20019,-18093,-14567,-1707,-26830,-2911,412,290,-12897,2411,1941,643,3891,2785,1844,982,3998,2524,1999,418,3437,3599,2435,2305,-147,1391,1163,1832,2108,1480,0,1845,0,931,0,0,478,1439,745,643,337,0,0,0,
投资收益(万元),--,--,--,1363,1368,-197,-226,2073,-199,-992,35,5231,-353,-433,-225,29,5,5,5,7934,-515,53,0,150,-236,-58,-4,244,261,10,11,686,671,334,71,-2588,-342,-82,-41,-271,-50,-33,-20,2271,-54,-82,-30,-74,-35,-106,-23,236,204,33,10,184,-55,98,224,382,42,23,25,21,807,304,326,294,357,116,539,316,168,104,213,0,0,0,0,
营业外收支净额(万元),-1,6,-1,40,9,-0,0,227,71,55,74,1864,-90,-44,2,8016,6782,6177,5414,585,1010,816,214,-7336,985,646,421,-1927,--,--,--,--,3239,--,--,1815,0,--,0,-3217,0,0,0,666,0,0,0,159,0,0,0,-100,0,11,0,-1949,0,-327,259,0,55,0,0,0,0,29,0,-44,0,83,-160,0,0,--,--,--,--,--,--,
利润总额(万元),-1795,-1239,-636,-1383,-603,-1377,-769,-284,-2238,-2530,-561,2557,-3810,-2674,-1124,2103,2729,3126,3858,2557,-86,-1195,-578,-19535,-5267,-4762,-1312,-9083,-1986,-1608,-1253,2419,11463,9440,10336,-20716,-15686,-11897,-1711,-30183,-2870,478,392,-9751,2486,1984,698,4109,2776,1742,977,5093,3702,2461,381,2983,3825,2718,2788,267,1513,1191,2764,1106,2292,394,2100,276,1274,752,1452,721,1395,753,731,401,211,286,703,
净利润(万元),-1768,-1198,-620,-1257,-410,-1287,-741,-314,-2199,-2438,-599,2625,-3847,-2665,-1089,1647,2763,3180,4229,2117,-1505,-1693,-726,-20773,-5482,-4683,-1314,-9019,-1965,-1661,-1125,2547,11409,9398,10292,-12347,-15317,-11544,-1478,-25311,-2541,406,372,1320,2336,1733,703,3353,2286,1454,640,3328,2584,1681,328,3012,3886,2791,2144,176,1305,969,2237,908,1939,342,1739,227,1152,695,1218,613,1139,655,696,268,198,73,177,
