报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.22,0.26,0.08,0.17,0.11,0.08,0.04,0.05,0.05,0.01,0.01,0.04,0.01,0.04,0.01,0.1,0.08,0.09,0.06,0.14,0.1,0.04,0.05,0.27,0.2,0.14,0.08,-0.43,-0.36,-0.3,-0.17,0.45,0.21,--,0.2,-0.3,-0.02,
每股净资产(元),--,--,--,--,--,--,--,1.32,--,--,1.3,--,1.25,1.45,1.42,1.41,1.38,1.39,1.36,1.3,1.27,1.2,1.24,1.19,1.12,1.05,0.99,0.92,0.99,1.05,1.18,1.35,0,--,--,--,0.35,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,-0.25,0.12,--,0.1,--,-0.58,0.04,-0.24,-0.74,-1.09,-0.77,-0.55,0.11,-0.07,-0.37,-0.18,1.38,1.52,0.9,0.88,-0.97,-1.11,-1.18,-0.53,1.44,0,--,--,--,--,
主营业务收入(万元),191301,187863,57873,135916,87401,40654,18012,48642,39541,22733,11852,52580,34975,30949,11759,66562,55044,45546,26384,67495,47157,24681,16218,83541,56730,35944,17970,-38716,-32122,-29832,-17759,105201,44986,23745,23137,2291,1531,
主营业务利润(万元),110192,122286,37061,75125,48882,19295,7829,10680,10632,3396,2629,9846,3465,9503,2199,20141,17650,18273,12002,24413,16478,6462,7206,40520,30043,20575,11242,-66653,-52939,-44087,-25319,74974,36008,19325,13189,-18934,-925,
营业利润(万元),110192,122286,37061,75125,48882,19295,7829,10680,10632,3396,2629,9846,3465,9503,2199,20141,17650,18273,12002,24413,16478,6462,7206,40520,30043,20575,11242,-66653,-52939,-44087,-25319,74974,36008,20296,12861,-20051,-1623,
投资收益(万元),110481,106064,31145,47524,25175,13614,6359,12248,10395,6974,3802,13084,11480,5726,2725,13566,16358,13686,5115,6507,3651,6522,3956,-18074,-19212,-20997,-20874,-39919,-8264,774,1542,49823,25510,19504,7336,-414,-193,
营业外收支净额(万元),302,292,25,-54,-26,51,-17,-51,2,-111,1,97,-52,94,-45,398,298,168,-40,19,16,5,-66,32,-9,40,0,-140,-183,-183,-22,-30,-2,-1,331,-0,-0,
利润总额(万元),110493,122578,37086,75071,48857,19346,7812,10629,10633,3285,2630,9942,3413,9597,2154,20539,17948,18441,11962,24432,16495,6467,7140,40552,30034,20615,11243,-66793,-53122,-44270,-25341,74944,36006,20295,13192,-20051,-1623,
净利润(万元),78045,91718,27534,54332,34952,14413,6173,7460,7919,2053,1973,7049,817,7102,1635,15668,12206,13524,9237,20377,14880,5648,7140,40535,30034,20615,11243,-64525,-53568,-44722,-25023,60920,25523,15014,13192,-20051,-1623,
净利润(扣除非经常性损益后)(万元),77744,91499,27515,54373,34996,14376,6186,7548,7918,2136,--,6977,--,7031,--,15376,--,13398,--,20363,--,5644,--,40503,0,20575,0,-64385,0,-44584,--,60945,0,--,--,--,--,
经营活动产生的现金流量净额(万元),-685722,-11981,94855,-121362,-287604,-192486,909,-40824,20549,3060,16012,-73548,-95558,5452,-36698,-111839,-163302,-115646,-82246,15825,-10903,-56185,-26729,207856,227779,135834,132951,-145312,-166716,-176858,-79003,216171,193951,135776,61290,-37716,34862,
现金及现金等价物净增加额(万元),267910,1108349,172832,305663,99851,187877,-2930,-46267,15482,4707,23622,-91178,-118943,-9925,-36908,-113565,-164687,-116783,-82594,11654,-14835,-57310,-27044,206780,227262,135380,132795,-148525,-169583,-178911,-80038,287804,275251,208803,65406,-40918,93016,
总资产(万元),3248952,3685509,1870028,1418977,1079377,997061,533302,462990,482436,438269,449181,448011,456850,513918,537211,494049,542868,474388,600101,585558,481029,474882,513208,595947,531820,432716,464236,349285,330132,392250,430178,493325,431620,335081,146144,78962,100994,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,0,--,0,0,0,--,--,--,--,
总负债(万元),2362117,2810120,1154142,700707,399334,388935,308256,244654,263694,222886,233858,234513,249671,295254,324018,282491,334772,264974,394974,389669,290634,293735,327547,417428,363802,274117,315009,211300,181190,234462,252692,290816,264580,188750,88127,34136,36117,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,0,--,0,0,0,--,--,--,--,
股东权益不含少数股东权益(万元),697092,719390,652029,640211,620463,599663,224561,218336,218742,215383,215323,213498,207178,218664,213193,211558,208096,209414,205127,195890,190395,181148,185661,178519,168018,158599,149227,137984,148941,157788,177486,202509,167041,146331,58018,44825,64877,
净资产收益率加权(%),11.69,13.54,4.21,11.08,7.94,4.13,2.79,3.45,3.65,0.96,0.92,3.31,0.39,3.3,0.77,7.69,6.04,6.67,4.61,10.9,7.82,3.12,3.85,25.61,0,13.9,0,-37.9,0,-24.82,--,38.96,20.74,--,25.66,-36.56,-2.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
