报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.02,0.01,0.03,0.03,0.02,0.01,0.03,0.04,0.03,0.01,0.04,0.06,0.05,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.75,2.75,2.74,2.74,2.71,2.71,2.71,2.7,2.69,2.68,2.67,2.66,2.65,2.65,2.63,2.63,2.64,2.63,2.61,2.6,2.65,2.64,2.61,2.53,2.53,3.33,3.29,3.27,3.27,3.3,3.26,3.24,3.25,3.24,3.25,3.23,3.24,3.23,3.2,3.18,3.28,3.26,3.21,3.18,3.2,2.95,4.03,3.81,3.86,3.58,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.7,0.43,0.24,-0.95,0.07,0.07,0.14,0.23,0.24,0.18,0.01,0.1,0.1,0.3,0.12,0.05,0.26,0.08,0.13,0.59,0.28,0.08,0.1,0.7,0,0,0,0.58,0,0,0,0.17,0,0,0,0.14,0,0,0,-0.12,0,0.01,--,0.1,-0.12,0.9,0.04,-0.42,--,-0.07,--,--,--,--,
主营业务收入(万元),109510,72870,36525,155209,115624,75074,34598,156644,118672,78510,35039,175841,132890,87901,42104,181053,131453,86784,39663,168327,127655,85886,42015,154533,114120,73331,32706,211377,163205,106658,43081,222993,163225,113318,48010,195945,152340,93808,41941,161142,120519,77106,29911,119978,93092,60736,28611,93098,63650,41352,17664,66523,45051,30471,13771,105450,42669,65380,29312,38289,18100,37049,17375,36956,36733,31436,
主营业务利润(万元),14493,9528,4174,20650,15624,10537,4778,25073,18942,13132,5736,25223,19701,12434,5566,21615,15665,9695,5392,24518,18202,12651,6222,22718,16366,10161,5247,27755,21977,13388,7054,30843,24294,16363,--,25623,19213,12695,5648,23805,16878,11324,5427,21855,16282,10526,4586,16575,12471,8329,3556,10962,7316,4873,2246,32092,14807,17003,8260,6836,4890,7395,3211,4200,3578,1622,
营业利润(万元),778,800,440,1802,1413,1027,401,2821,2309,1838,897,2002,1845,1386,610,2217,1174,616,466,2054,1885,1710,757,3061,1865,1356,692,506,1488,816,554,2309,4435,3532,867,4402,3808,2868,989,4008,3404,2663,1036,5299,4193,2917,896,3290,2938,2402,1087,3314,3186,2623,1113,10644,6704,8602,4977,6876,4498,5615,2417,4254,3511,1610,
投资收益(万元),849,849,836,2671,1261,920,884,1203,1193,1215,-39,4892,1537,1549,1505,5217,367,290,140,610,475,320,10,596,803,400,-14,4929,2334,2321,-7,-16,11,12,-13,364,-9,59,-47,93,121,160,-33,-663,-11,117,55,119,-69,20,-22,847,914,759,174,-264,-141,-225,-52,-35,0,0,0,0,0,0,
营业外收支净额(万元),219,43,34,168,77,32,-15,2,34,47,160,177,91,79,73,-3,106,80,97,1030,424,178,156,447,800,398,273,-882,--,388,--,655,--,268,--,-54,0,0,0,-60,0,0,0,8,0,0,0,42,0,0,33,10,31,6,0,-72,0,542,0,517,0,0,0,0,0,0,
利润总额(万元),996,842,474,1970,1489,1059,386,2823,2343,1885,1058,2179,1937,1466,682,2213,1280,697,563,3084,2309,1888,913,3508,2665,1755,965,-376,1903,1204,738,2964,4800,3799,1101,4725,3793,2913,942,4041,3508,2805,993,4644,4199,3048,967,3452,2960,2459,1098,4172,4131,3389,1288,10832,6791,10239,5189,8748,5597,7245,2847,5129,4282,1825,
净利润(万元),298,295,178,521,410,417,167,640,552,517,229,1042,452,430,265,1343,561,517,322,1287,1030,751,313,1235,984,670,271,1028,1475,1240,432,1540,2432,1976,603,2579,2210,1826,575,2197,2128,1694,514,1811,1913,1512,454,1949,1570,1369,591,3420,3007,2585,903,6466,3923,6977,3253,5915,4032,5219,2051,3694,3084,1314,
