报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.05,0.05,0.04,0.15,0.13,0.1,0.05,0.18,0.14,0.13,0.06,0.36,0.22,0.2,0.4,0.31,0.2,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.8,--,2.6,1.91,1.71,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.09,--,0.24,0.23,-0.27,0.51,0.66,
主营业务收入(万元),299694,198207,136627,528629,396546,285023,155402,508311,370165,301656,153156,723581,487766,343308,704110,651129,568188,
主营业务利润(万元),85911,61709,31870,156348,118446,82038,44885,176616,124894,90862,41686,222407,138109,95110,217111,178511,107181,
营业利润(万元),15458,12863,8141,28775,32928,23162,13655,42620,40140,34726,15686,87781,54048,43110,90785,83168,45468,
投资收益(万元),10711,7204,3705,9622,6975,4687,2368,8049,5672,3582,1837,4672,2767,1372,8856,7935,1304,
营业外收支净额(万元),6988,4816,2750,16616,7575,6861,1863,14477,6221,5679,3696,10303,5458,4170,5664,-6886,3866,
利润总额(万元),22446,17679,10892,45391,40503,30023,15518,57097,46361,40405,19382,98084,59507,47279,96448,76281,49335,
净利润(万元),18523,14137,9630,40747,36140,26734,13930,49971,39434,35814,16919,87096,51066,40209,81750,64230,40462,
净利润(扣除非经常性损益后)(万元),9466,6184,5502,23021,34247,24995,13728,44402,38371,34838,--,83436,--,39532,79032,61948,31763,
经营活动产生的现金流量净额(万元),-29050,-20881,-38262,-26298,-29761,-21778,-19464,4562,-29940,-27144,-25513,82794,66166,47244,-55856,65300,84952,
现金及现金等价物净增加额(万元),10641,2256,-57647,-40003,-18367,-38266,-28054,40279,-4907,48025,44692,260579,283031,12385,58751,-152920,105777,
总资产(万元),2002380,1981172,1918443,1983194,1898842,1835197,1772619,1758602,1760726,1776217,1734262,1644613,1675342,1368008,1292677,1246985,1188648,
流动资产(万元),1298909,1273070,1262739,1317428,1278565,1216984,1147042,1139180,1149431,1164010,1123850,1028236,1082616,804190,738139,733407,665022,
总负债(万元),1217079,1200426,1124171,1197965,1094530,1038736,972902,972995,985890,1005553,967208,893959,963499,975621,940825,973684,980728,
流动负债(万元),825750,810784,712005,780096,799025,741838,675953,673742,688114,706259,695711,723463,788360,830286,814519,863465,908345,
股东权益不含少数股东权益(万元),785301,780746,794272,785230,804312,795712,798979,784876,774122,769985,766379,749992,711196,391790,351300,267292,202932,
净资产收益率加权(%),2.35,1.79,1.22,5.26,4.53,3.35,1.76,6.51,5.16,4.67,2.23,15.82,11.47,10.82,26.43,27.32,22.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
