报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.16,0.05,0.04,0.19,0.14,0.05,0.03,0.31,0.19,0.09,0.09,0.64,0.42,0.23,0.23,0.93,0.58,0.22,0.11,0.81,0.23,0.64,0.53,0.42,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.88,5.64,5.44,11.01,10.78,10.49,10.34,10.23,5.05,4.48,4.62,4.21,3.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,1.02,0.23,0.53,0.23,0.3,-0.57,-0.17,0.59,0.98,0.65,0.58,1.57,0.39,
主营业务收入(万元),728783,459863,202168,1006949,755793,451943,208232,712082,506944,308567,142715,671925,496616,300172,140499,570195,400157,220707,98872,437968,199620,374848,325449,248521,
主营业务利润(万元),65552,39649,17173,91588,67256,38857,18617,67854,48482,29246,13643,66423,47946,28901,13087,52251,34510,18897,7904,42676,18125,38849,30687,22685,
营业利润(万元),12894,5877,2479,18774,13335,4893,2793,10581,9381,4822,2814,20815,13900,7564,3634,14567,9434,3547,1692,9606,3276,8277,6014,3731,
投资收益(万元),-2166,-1984,-632,503,-165,-546,-198,928,-372,-105,300,850,724,289,835,3272,3134,994,747,1582,227,799,117,110,
营业外收支净额(万元),3142,1635,1242,61,364,436,243,5550,548,-100,25,327,-35,-80,-22,688,282,313,231,989,1,130,849,103,
利润总额(万元),16037,7513,3722,18835,13699,5329,3037,16131,9929,4722,2839,21142,13865,7484,3612,15256,9716,3860,1923,10595,3277,8406,6863,3835,
净利润(万元),6656,2260,1565,8127,5753,2008,1382,12720,7804,3817,2372,17662,11644,6267,3125,12038,8018,2978,1586,8314,2367,6617,5245,3718,
净利润(扣除非经常性损益后)(万元),3873,791,412,7895,5397,1806,1224,7415,7449,4010,2349,15000,--,5529,--,11315,--,2697,--,7515,2366,6521,4552,3634,
经营活动产生的现金流量净额(万元),40969,21577,4733,21583,22605,14610,21382,6315,-1375,953,395,28285,6403,14707,3130,4113,-7829,-2396,8152,10126,6692,5928,16161,3492,
现金及现金等价物净增加额(万元),17920,10732,2326,-1036,-4491,-334,17067,-3931,-10767,-14882,-5690,-634,-12988,-1561,-7396,16254,11565,15247,91319,2799,4903,-7070,3794,4212,
总资产(万元),357972,366393,377021,366002,368766,377984,375719,267438,253785,253322,252406,238064,231162,219020,212632,206739,194094,193566,246507,145097,142213,125174,117360,106509,
流动资产(万元),135414,143827,153078,138627,142997,153735,151053,111149,102555,104099,108241,100931,105894,105087,106681,104560,97941,101190,159566,63377,67468,53895,44693,61702,
总负债(万元),151334,167004,173690,167307,171007,186181,181687,90456,82134,85636,85665,73651,72893,66137,59070,53349,44178,44968,99830,87367,90870,72087,69012,71236,
流动负债(万元),130355,135392,142052,135424,139085,184790,179677,89018,80656,84140,84150,72119,71954,65187,58108,52380,43391,44169,88218,72243,79218,61507,54502,65349,
股东权益不含少数股东权益(万元),180244,175849,180628,179059,176700,172956,176116,174735,169620,165633,164630,162258,155642,150266,151921,148796,144775,142634,141242,52063,46116,47621,43345,30478,
净资产收益率加权(%),3.54,1.22,0.87,4.59,4.7,1.14,0.79,7.53,4.7,2.33,1.45,11.38,7.53,4.13,2.08,9.8,5.54,2.09,1.64,17.02,5.05,14.66,13.44,12.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
