报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.01,0.01,-0.04,-0.21,0.02,0.08,0.08,0.21,0.23,0.19,0.14,0.44,0.37,0.3,0.23,1.24,1.04,0.76,1.14,0.5,0.61,0.39,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.78,4.7,9.33,9.1,8.88,4.77,4.01,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.92,-0.95,-1.89,-0.31,-1.39,-1.4,2.67,0.34,2.46,0.93,
主营业务收入(万元),371248,246481,140467,523694,383255,255633,129378,504574,354277,225443,108775,412653,295178,188409,94717,357786,254902,165398,303918,132375,221308,140207,
主营业务利润(万元),21454,15482,7917,24830,22705,16397,8107,31995,25307,16490,8669,26725,20272,14111,7090,29457,21448,14434,21478,9860,13249,9808,
营业利润(万元),-1216,-80,-901,-8195,-845,764,168,4414,5161,3628,2454,6401,6088,4914,2619,12594,9469,6710,9886,4396,4779,3487,
投资收益(万元),1439,1439,--,--,157,157,--,-2,--,--,--,1,3,0,0,0,--,--,-0,0,0,--,
营业外收支净额(万元),2630,1052,194,3474,2972,2533,2194,3099,2599,2354,974,4334,2911,2235,134,24,207,110,229,95,614,11,
利润总额(万元),1413,972,-706,-4721,2127,3297,2362,7513,7760,5982,3428,10736,8999,7149,2752,12618,9677,6820,10114,4491,5393,3498,
净利润(万元),417,259,-1053,-5636,584,2140,1775,4731,5285,4299,2501,7709,6594,5352,2026,9062,7143,5025,7551,3330,3996,2547,
净利润(扣除非经常性损益后)(万元),-3420,-2172,-1329,-8268,-2458,-303,-397,2079,3073,2287,1770,4456,--,3676,--,9122,--,4941,--,3282,--,--,
经营活动产生的现金流量净额(万元),20106,10160,2496,11892,-1885,-12800,-17885,8620,250,-5285,2225,4057,-16191,-16656,-16659,-2709,-12270,-9256,17634,2227,16236,6122,
现金及现金等价物净增加额(万元),-1680,574,-4360,-4381,-11878,-4079,-6296,-3974,-12617,-12977,-392,6980,-10646,-15468,-15721,16309,23292,1041,9773,7958,11563,3825,
总资产(万元),336232,345717,333828,340851,319966,319529,311544,298610,265720,258066,247078,237311,217876,182669,157235,166349,159362,131329,103786,0,73453,53010,
流动资产(万元),162459,172390,158169,173427,165945,172687,187185,181504,156777,160664,154037,147606,134921,122638,102545,113887,123445,96387,73900,--,48609,34962,
总负债(万元),251551,261145,250206,256412,229360,227314,219223,208013,174505,168051,156196,149688,131343,99379,74630,86260,81194,99833,77316,--,52615,35471,
流动负债(万元),208931,218478,207494,213654,185990,184773,187435,178190,143191,136745,127148,120649,128040,96064,70942,82560,75078,93705,75166,--,52615,35471,
股东权益不含少数股东权益(万元),81054,80897,79951,80637,86688,88244,89023,87249,87803,86817,87658,85158,84043,82801,82115,80088,78168,31496,26471,0,20229,16892,
净资产收益率加权(%),0.52,0.32,-1.31,-6.72,0.67,2.42,2.01,5.49,6.08,4.92,2.89,9.36,7.91,6.47,2.5,19.76,20.41,--,32.65,0,21.53,15.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
