报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.1,0.02,0.01,0.03,0.02,0.02,0,--,0.04,0.03,0.01,0.05,0.03,0.03,0,0.07,0.04,0.08,0.01,0.1,0.05,0.04,0.01,0.2,0.25,0.35,0.04,0.2,0.1,0.09,0.08,0.1,0.07,0.06,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.69,3.22,3.27,3.26,3.23,3.91,3.99,4.48,3.74,3.44,3.65,3.63,3.42,3.44,2.6,2.56,2.45,2.45,2.44,2.36,2.38,2.38,2.37,2.23,1.96,1.97,1.95,1.91,1.91,1.89,1.87,1.87,1.87,1.83,1.84,1.83,1.91,1.89,1.92,1.92,1.92,1.9,1.88,1.88,1.56,1.56,2.11,2.1,2,1.97,1.88,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.24,0.21,0.13,0.23,0.09,0.04,-0,-0.04,-0.28,-0.12,-0.16,0.03,-0.46,-0.02,-0.03,-0.26,-0.54,-0.55,-0.52,0.23,0.08,0.03,0.24,0.23,0,0,0,1.43,0,0,0,0.45,0,0,0,0.79,0,0,0,0.71,0,0.74,--,-0.26,-0.03,0.08,0.03,-0.32,--,0.21,--,--,--,--,
主营业务收入(万元),100002,63684,37772,149973,101547,63061,31846,109398,80064,51707,24541,84842,59290,38819,20700,62281,39223,24246,11442,58402,44530,29238,15381,42929,26260,17710,10560,37152,25736,17460,10263,133817,96191,65258,35381,115867,84221,56648,30354,117240,86726,62067,34129,125498,119520,80215,45882,111011,85654,51154,28284,65685,36415,13510,1704,19280,10956,30473,13922,20143,2962,20569,20073,58760,46276,45014,
主营业务利润(万元),31249,18565,15803,65859,44827,28356,13892,46768,35233,22681,11002,38822,26863,18224,9960,22331,18947,11479,5570,18005,15319,9580,4385,10261,5291,3822,2099,7902,6072,4277,2456,36421,26851,18244,--,19502,14172,9349,4731,17019,12130,8345,4506,16093,12749,8700,4546,16701,12171,8600,4972,8429,4015,1851,96,2733,1466,4147,2227,2783,427,2396,2111,906,1271,2455,
营业利润(万元),45152,3724,1644,8694,5422,4002,1592,6367,5448,4252,989,6236,4177,3462,749,7240,5012,6825,558,5507,2829,2054,661,13718,12790,13513,1174,1858,2485,2334,1977,5246,3499,2759,2031,1919,1582,1773,732,1299,776,317,-360,793,790,-312,-149,-6642,-2489,-947,-549,-1975,-703,-691,-164,187,-27,1067,771,2329,473,2994,609,1512,1743,2810,
投资收益(万元),66299,20277,2166,7021,5667,3472,1042,5452,2842,1672,662,3570,2792,1818,772,10187,9694,8775,1568,11503,1928,1405,492,15106,14710,13574,928,3258,2974,2465,1652,3967,2699,1702,1116,2287,1256,931,631,1924,1032,784,506,1353,732,512,398,3566,2105,147,719,1878,1389,1219,172,2029,677,1840,799,1952,0,1334,852,1991,2841,3171,
营业外收支净额(万元),-15923,-47,55,224,327,288,52,993,106,47,11,292,158,77,43,71,36,1,-15,695,259,226,218,-1187,7,9,4,3800,--,176,--,-304,--,--,--,-208,0,0,0,-174,0,0,0,258,0,0,0,71,0,0,0,486,69,14,0,1707,0,-1316,0,17,0,0,0,7,0,0,
利润总额(万元),29229,3677,1699,8918,5749,4290,1645,7360,5554,4299,1000,6528,4334,3539,792,7311,5047,6826,543,6203,3088,2280,879,12532,12797,13522,1178,5658,2664,2510,2179,4942,3228,2764,2027,3997,2855,2763,1398,3049,2082,1174,188,2404,1691,308,292,-3005,-248,-686,226,435,755,542,8,3923,642,1591,255,4354,476,5001,1552,3510,4643,6002,
净利润(万元),23354,3569,1247,7432,4850,3695,706,6572,4234,3174,652,5292,3586,2821,308,6547,3500,5529,474,4930,2515,1913,703,7494,8196,8822,1011,5021,2423,2267,1993,2559,1699,1618,1428,1838,1648,1773,888,1041,925,457,12,1147,1057,209,264,-2358,-119,-698,87,886,922,466,8,3559,626,1486,175,3869,424,4078,1040,2870,4127,5197,
