报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.13,0.1,0.04,0.11,0.19,0.1,0.03,0.26,0.21,0.12,0.08,0.44,0.34,0.19,0.05,0.36,0.32,0.26,0.13,0.55,0.16,1.1,0.87,
每股净资产(元),2.96,2.94,2.96,2.92,2.99,2.9,2.83,2.79,2.73,2.62,5.11,4.98,4.86,4.71,4.67,4.62,4.58,2.71,2.58,2.46,0,4.29,3.34,
每股经营活动产生的现金流量净额(元),-0.01,-0.04,-0.16,0.69,0.53,0.1,0.1,0.62,0.35,0.15,0.01,0.51,0.26,0.42,0.15,0.08,0.11,0.27,0.15,0.1,0.3,1.13,0.6,
主营业务收入(万元),69196,46258,18926,90685,68844,41044,16418,68198,50165,29438,12092,50008,33978,17627,7436,29138,21996,14451,7225,26161,4923,18666,10481,
主营业务利润(万元),10452,7361,3314,14903,12454,7219,2627,13918,10398,6425,2584,10819,7840,4304,1595,7813,6475,4502,2209,8091,1260,4936,3393,
营业利润(万元),2198,1818,780,1764,3987,1921,510,5499,4636,2870,1022,5258,4080,2183,582,3505,3189,2440,1227,5081,648,2490,1901,
投资收益(万元),251,14,24,-484,--,--,--,-8,--,--,--,--,--,0,--,--,--,--,0,10,10,-36,0,
营业外收支净额(万元),828,449,146,880,730,557,277,1068,672,206,37,156,134,146,19,303,123,-13,-0,43,2,38,3,
利润总额(万元),3025,2268,926,2645,4717,2477,787,6568,5308,3076,1059,5414,4214,2329,600,3808,3312,2426,1227,5124,650,2528,1903,
净利润(万元),2763,2166,855,2383,4018,2095,714,5660,4541,2618,856,4686,3621,1989,498,3315,2775,2051,1014,4399,552,2199,1738,
净利润(扣除非经常性损益后)(万元),--,1809,--,1693,--,1658,--,4826,--,2455,--,4554,--,1865,--,3060,--,2062,1014,4355,540,2198,1567,
经营活动产生的现金流量净额(万元),-265,-871,-3592,15177,11524,2171,2206,13347,7590,3322,133,5510,2744,4520,1569,895,1207,2136,1223,765,1083,4016,1207,
现金及现金等价物净增加额(万元),-1458,-2666,228,-7567,-7276,-5831,-7689,-9214,-5406,-5030,-978,-2946,-2109,1019,219,23464,25461,331,1657,-6379,413,8565,632,
总资产(万元),120673,126325,124735,124415,126875,109661,92765,91277,86218,77221,70092,71056,71299,62778,59391,57723,62222,34151,31640,29643,0,20748,8633,
流动资产(万元),60385,66593,61677,64958,72241,61191,49291,53399,58259,53472,51285,51604,56586,49488,46461,44761,49371,24085,21351,19104,--,18177,6288,
总负债(万元),55394,61653,59889,60402,62059,46880,31432,30810,27087,20520,14233,17750,19276,12386,9421,8251,13174,12442,10968,9985,--,5489,1963,
流动负债(万元),53160,59293,56886,57551,59686,44386,29217,28943,26555,20144,13747,17383,19022,12164,9255,8084,11798,10986,9512,8529,--,5409,1963,
股东权益不含少数股东权益(万元),65223,64626,64808,63974,64775,62739,61288,60467,59130,56701,55859,53306,52023,50392,49970,49472,49048,21709,20672,19658,0,15259,6670,
净资产收益率加权(%),4.21,3.33,1.33,3.91,6.42,3.4,1.17,9.93,8.21,4.79,1.56,8.94,7.06,3.95,1,10.24,10.3,9.92,5.03,25.2,3.56,28.3,29.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
