报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.45,0.29,0.13,0.99,0.63,0.41,0.09,0.81,0.54,0.35,0.07,0.67,0.44,0.29,0.05,1.39,0.97,0.64,1.27,0.63,0.96,0.48,0.73,0.29,0.77,0.29,--,--,--,--,
每股净资产(元),4.57,4.38,7.98,7.46,7,6.77,6.57,6.47,6.17,5.95,5.86,5.78,5.55,5.4,5.16,11.71,3.64,5.52,4.88,4.24,3.61,3.13,2.7,2.31,2.7,2.22,1.93,1.59,1.36,1.05,
每股经营活动产生的现金流量净额(元),-0.44,-0.65,-1.1,1.93,-0.22,-0.28,-0.9,-0.08,-1.14,-1.16,-0.64,0.61,-0.5,-0.42,-0.22,-0.54,-2.21,-1.82,1.03,-1,1.2,-1.01,0.2,-0.93,1.06,0.82,1.51,--,0.55,-0.44,
主营业务收入(万元),76195,47011,15477,90260,53693,34817,10394,66985,41379,27295,8731,54576,36157,23370,7936,46489,34454,22019,39921,20949,33435,16167,29161,13116,21856,8052,13188,7396,10012,8058,
主营业务利润(万元),36869,21973,7646,39729,26746,17282,5457,29968,19962,13300,4449,25113,16436,10288,3109,23409,16901,10365,15857,7747,12625,6303,10092,4314,6881,2683,5252,2410,3632,2409,
营业利润(万元),11950,7402,996,12697,8409,5893,819,8349,5563,4372,758,10480,6319,3953,546,7801,6310,3969,6373,3571,4973,2581,4160,2071,3281,1230,1693,710,1044,625,
投资收益(万元),21,-7,--,3,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,40,40,--,--,--,--,--,--,
营业外收支净额(万元),3177,1946,1118,4234,2507,1195,575,3196,1626,732,570,1178,1015,536,210,1565,156,155,1538,528,735,335,244,90,142,66,108,-1,--,--,
利润总额(万元),15126,9348,2114,16931,10917,7088,1394,11544,7189,5104,1328,11658,7334,4489,755,9366,6466,4124,7911,4099,5708,2916,4404,2160,3422,1296,2272,947,1318,713,
净利润(万元),13674,8755,1934,14738,9422,6145,1329,12021,7941,5234,990,9930,6552,4287,769,8117,5385,3541,7065,3512,5248,2574,3808,1507,3077,1158,2161,894,1251,656,
净利润(扣除非经常性损益后)(万元),--,8676,--,14447,--,6142,--,11755,--,5234,--,9793,--,4261,--,8117,5389,3545,6714,3453,5099,2573,3773,1477,3081,1163,2062,895,--,--,
经营活动产生的现金流量净额(万元),-13833,-20080,-16772,28876,-3329,-4215,-13462,-1186,-16980,-17203,-9463,9085,-7420,-6158,-3188,-3976,-12285,-10080,5698,-5546,6667,-5620,1047,-4827,4225,3278,6058,1939,--,--,
现金及现金等价物净增加额(万元),-24229,-28316,-15784,10844,-16350,-13542,-16017,-11500,-25257,-24288,-10917,-10986,-23145,-19801,-11355,44951,-11192,-8253,771,-6666,7381,-6054,-2045,-4924,3084,1510,6124,1768,--,--,
总资产(万元),230638,217239,187698,178881,150037,139729,125636,127785,111087,106573,108814,110304,94994,92243,93090,99258,44104,43751,45056,39536,45180,31727,34929,32763,32373,27497,23708,15908,15602,8321,
流动资产(万元),140636,131085,133952,135400,114102,107167,97414,102133,87932,85182,90116,92979,79153,78222,81065,88685,34398,34495,36438,31476,37520,24235,27963,25837,26255,22159,19173,11309,11464,7973,
总负债(万元),83429,77588,62650,63545,42636,35706,25392,28982,17099,16946,20552,23070,11440,10946,16431,12243,11389,12889,17714,15782,24942,14237,19895,20063,20985,18552,15898,9563,10151,4120,
流动负债(万元),68273,63304,61169,62064,41295,34365,24050,27640,15882,15928,20184,22702,11031,10537,16025,11853,11199,12699,17524,15478,24617,13932,19576,19772,20757,17143,14418,7898,10151,4120,
股东权益不含少数股东权益(万元),142251,136023,121227,111921,104294,100900,97785,96198,91665,88006,86654,85596,82159,79871,76353,86684,32471,30626,27085,23533,20021,17347,14058,11992,10784,8865,7713,6345,5451,4201,
净资产收益率加权(%),10.64,7.07,1.65,14.26,9.29,6.17,1.37,13.31,8.99,5.96,1.15,11.91,7.94,5.15,0.88,20.43,19.2,12.27,30,16.13,30.48,16.39,30.95,13.06,33.28,13.97,31.57,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
