报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,
基本每股收益(元),-0.06,-0.06,0,0.03,0.03,0.03,0.01,0.08,0.06,0.05,0.02,0.04,0.01,0.02,0.01,0.11,0.12,0.06,0.02,0.13,0.08,0.07,0.02,0.13,-0.12,-0.08,-0.03,-0.49,-0.09,-0.04,-0.03,0.02,-0.09,-0.06,-0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.63,--,1.53,1.47,1.44,1.44,1.47,1.42,1.37,1.33,1.3,1.26,1.22,1.2,0.38,0.42,0.46,0.49,0.89,0.94,0.95,0.98,0.88,0.91,0.92,0.97,1.27,1.35,1.41,1.44,1.67,1.68,1.71,1.73,1.74,1.71,1.68,1.69,1.58,1.58,2.14,2.16,2.09,2.06,2.02,2.02,1.85,1.84,1.98,1.94,1.89,1.93,1.92,1.92,1.9,2.33,2.16,1.01,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.21,--,0.12,0.43,-0.22,0.23,0.17,0.15,-0,0.56,0.24,0.19,0.02,0.26,0.07,0.06,0.01,-0.1,0.33,0.31,0.01,-0.09,0.04,0.08,0.01,0.04,0,0,0,-0.09,0,0,0,-0.04,0,0,0,0.09,--,0,0,0.24,0,-0.03,--,-0.02,-0.04,-0.06,-0.41,0.4,--,0.25,--,--,--,--,--,--,--,
主营业务收入(万元),27186,18669,11716,42701,32050,23872,13374,56994,41879,32626,14518,51274,36575,21473,9836,42191,31806,19583,11448,37793,28855,19764,7300,30002,2819,2315,954,5283,3510,933,433,3521,1972,1100,319,4608,4340,2761,1359,6713,5308,3066,1583,7225,5755,3032,1429,15403,13672,11271,5271,22197,15071,10360,3954,15307,5703,15693,6613,14276,5641,13446,6327,9584,5712,12196,7751,11422,10319,
主营业务利润(万元),5159,3568,2403,10883,8088,6317,3279,14956,11842,9333,4051,13836,8961,5641,2609,13313,10010,5221,2275,11542,9105,6165,1996,11038,107,242,56,207,429,554,252,598,90,-163,--,-582,-185,218,199,422,487,223,139,1252,1092,347,140,2952,2671,2120,784,5572,4071,2661,1008,4846,2019,4225,1539,1878,157,580,419,214,434,2547,1743,1998,1297,
营业利润(万元),-1679,-1583,158,647,935,1098,442,3236,2543,2190,801,2480,1015,988,540,3690,4292,1755,722,2843,2808,2467,630,2128,-1972,-1378,-571,-7368,-1256,-504,-475,-2465,-1481,-1093,-695,-7379,-2615,-1432,-602,-3235,-1103,-818,-302,1083,707,277,-111,170,355,370,-201,933,805,514,76,1073,513,1831,486,1563,-309,-217,79,237,0,2515,0,2069,1435,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,5,5,--,--,0,--,0,208,0,0,0,-1578,-18,-19,-19,-648,65,65,0,1826,219,219,0,1145,4,4,4,1384,0,562,0,608,0,-60,-59,365,0,587,0,0,0,
营业外收支净额(万元),15,9,1,1226,388,378,26,409,-67,-29,2,199,68,38,7,1260,462,471,7,1176,-64,-105,-2,2560,202,191,91,-28,--,-26,--,2688,--,--,--,-14,0,0,0,-24,0,0,0,405,0,0,0,-3,-12,0,0,22,23,29,0,-1,0,-9,0,-19,0,0,0,0,1,0,0,--,--,
利润总额(万元),-1663,-1574,159,1873,1323,1475,468,3645,2476,2161,803,2679,1083,1026,547,4950,4754,2226,730,4018,2744,2362,628,4688,-1771,-1188,-480,-7396,-1287,-530,-476,223,-1285,-894,-672,-7079,-2530,-1348,-508,-4597,-1085,-802,-333,907,825,403,-110,2047,616,588,-203,2100,841,552,85,2524,510,2385,487,2152,-323,55,20,602,433,3120,1743,2039,1400,
净利润(万元),-1713,-1624,44,902,754,748,264,2269,1515,1348,457,1158,291,478,359,3118,3343,1549,476,3481,2091,1847,476,3630,-1771,-1188,-480,-7396,-1287,-530,-476,223,-1285,-895,-672,-7089,-2540,-1359,-508,-4597,-1085,-802,-333,698,764,342,-110,1968,524,500,-203,1555,761,470,85,2249,444,2082,424,1872,-323,48,17,524,377,2715,1516,1366,938,
