报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.43,0.33,0.14,0.62,0.28,0.25,0.11,0.55,0.42,0.22,0.11,0.41,0.24,0.14,0.08,0.22,0.09,0.09,0.06,0.09,0,0.01,-0.03,0.18,0.13,0.04,0.02,-0.7,-0.58,-0.26,-0.07,0.28,0.2,0.14,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.36,3.25,3.05,2.95,2.91,2.75,2.65,2.7,2.78,2.69,2.67,2.68,2.93,3.08,2.66,2.72,2.53,2.07,3.14,3.51,3.92,4.29,4.12,4.06,4.19,4.08,4,3.93,4.07,4,3.92,3.87,3.99,3.96,3.94,3.85,3.99,3.9,3.64,3.48,3.42,1.65,3.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.49,--,1.48,0.83,0.49,-0.41,-0.76,-0.69,-0.38,1.21,0.99,0.51,0.21,1.42,1.36,0.65,0.37,0.33,0.17,0.35,0.13,1.04,0.66,0.46,0.11,1.23,0,--,0,0.82,0,0,0,0.59,0,0,0,1,1.47,0.89,0.85,0,0.46,
主营业务收入(万元),1270304,831449,430645,1610197,1109404,756117,375885,1513158,1115297,735375,385049,1504434,1080811,714230,404214,1737629,1335612,891583,465257,1579136,1177577,750789,364207,1110405,778505,370012,195674,926087,677433,420997,220919,778726,581576,394017,204009,900637,661627,414044,210267,747977,572896,380595,190417,619024,452122,276987,141830,544763,430580,272906,534800,502683,450701,
主营业务利润(万元),326442,219873,104743,340724,249935,163664,77011,320603,230331,138786,69906,255558,149373,91037,50373,168700,106930,79027,43783,143638,95038,64526,22226,108252,74111,38670,21386,-53481,-49149,-9833,8497,100188,64149,48613,--,130246,95049,58985,26380,100300,71215,48628,18213,93055,73015,44892,26581,97945,90508,54310,105363,100862,85056,
营业利润(万元),221295,150978,64136,184197,128539,99061,49377,218410,162664,89039,45355,135296,77689,46197,31166,33162,38291,36588,28093,45155,25501,19822,4606,52250,41024,11930,3568,-194298,-146323,-62198,-13186,59435,48683,34671,16997,59501,38622,22943,7973,53701,37131,26854,5909,49305,40117,25507,17818,53526,62579,36589,69071,67583,59743,
投资收益(万元),58200,44450,14727,81684,43871,37555,19837,84067,62066,33926,18981,70272,52374,38405,22746,38729,33002,25626,15602,43299,25806,19288,9449,66149,52291,30972,14804,-21297,-18104,-1693,8792,40412,40115,25252,11419,14924,11767,6085,5159,18707,12939,8621,6044,21254,19052,13008,6723,21561,21427,13898,-1591,1546,453,
营业外收支净额(万元),4848,2852,1921,65591,8243,5692,1734,-8826,908,2172,1947,196,-1108,-979,-1072,49183,10044,825,228,6373,-109,-1103,-1649,-219,-3111,-1256,-537,5500,--,--,--,--,--,--,--,-171,0,--,-26,-1285,0,0,0,-971,0,0,0,-6356,-5019,0,0,0,0,
利润总额(万元),226143,153830,66057,249788,136782,104753,51111,209584,163572,91211,47302,135492,76581,45219,30094,82345,48335,37413,28321,51529,25392,18719,2956,52031,37913,10674,3031,-188798,-151625,-65304,-13181,76432,51073,34803,17131,74254,49970,28837,13105,71123,49740,35379,11964,69588,59096,38488,24519,68731,78987,45634,60967,65690,56359,
净利润(万元),91198,71447,29737,132564,60959,52921,24575,118063,89723,46869,23829,88310,51496,30563,17250,46322,19389,18291,13893,19281,210,1830,-6546,38362,28058,8391,3706,-150698,-124858,-56014,-12604,45124,32109,21138,10948,40486,30525,19189,10310,39781,25912,18233,5107,39678,35873,22938,13936,40175,47595,26322,41439,44117,41351,
