报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.13,0.08,0.06,0.34,0.24,0.2,0.08,0.36,0.15,-0.01,-0.08,0.05,0.12,0.15,0.15,1.69,1.49,1.2,1.13,0.54,0.27,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.21,6.24,12.73,12.58,5.07,5.15,3.95,3.01,2.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.83,0.07,-0.85,-0.1,-2.04,-1.43,1.8,-0.92,1.81,
主营业务收入(万元),214150,138635,62233,249527,182626,119708,59194,221801,155092,97685,45955,198744,144883,89428,37416,191991,142506,88783,129712,85916,72038,
主营业务利润(万元),20355,13007,6612,29394,22240,15674,7457,27618,18771,9825,3868,18093,13321,10249,4575,26623,21058,15470,20123,11879,8078,
营业利润(万元),2541,1620,1181,6141,4015,3678,1609,6103,3089,175,-1477,911,2244,2918,1294,12269,10492,8526,7952,2927,1189,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,16,--,--,--,--,--,--,3,--,--,
营业外收支净额(万元),262,1,50,514,305,208,114,669,193,79,54,629,408,156,143,336,15,-11,280,487,495,
利润总额(万元),2803,1621,1231,6655,4320,3886,1723,6771,3282,253,-1423,1540,2652,3074,1437,12605,10507,8515,8232,3414,1684,
净利润(万元),2013,1210,1002,5457,3827,3213,1357,5685,2386,-128,-1323,730,1852,2410,1180,10412,9108,7190,6793,2733,1325,
净利润(扣除非经常性损益后)(万元),1619,1094,907,4742,3412,2948,1222,4822,2119,-262,-1391,-71,--,2200,--,9955,8657,7103,6425,2218,839,
经营活动产生的现金流量净额(万元),-4704,-427,-14700,9809,-6062,-13127,-14822,8997,14571,16090,3717,-9172,-13232,1144,-6772,-832,-12261,-8598,10803,-5514,9067,
现金及现金等价物净增加额(万元),4007,-830,-767,-669,-3831,-2716,1851,-693,-5398,-5620,-1630,-6903,-13427,-4813,-18683,13393,-2939,-1199,5675,-1963,2653,
总资产(万元),217850,202092,207824,176658,183834,180111,184230,160977,155294,150653,163281,163572,156362,155197,173771,137899,75824,70126,55879,41948,32812,
流动资产(万元),121278,106279,113055,94091,104073,100479,107718,83539,83678,76072,89848,92407,94246,95416,116703,112675,53518,49065,36203,26715,19357,
总负债(万元),95180,80397,85109,65667,75044,71907,75405,53552,51982,49880,62517,61443,53007,51324,68497,36010,43143,38225,31130,23237,21425,
流动负债(万元),88915,73688,78416,60926,69797,66662,70167,48297,49127,47737,60435,60006,50013,42021,59192,30654,37961,33090,30380,22758,20965,
股东权益不含少数股东权益(万元),117276,116449,117852,105904,104488,103874,103618,102261,98962,96448,96852,98176,99297,99855,101825,100645,31554,30887,23697,18053,10820,
净资产收益率加权(%),1.72,1.03,0.85,5.24,3.7,3.12,1.32,5.69,2.42,-0.13,-1.36,0.74,1.82,2.39,1.17,30.23,--,26.34,32.56,21.76,13.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
