报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.6,0.39,0.12,0.86,0.6,0.36,0.11,0.75,0.5,0.33,0.11,0.75,0.44,0.31,0.1,0.78,-0.03,0.39,0.21,0.64,0.35,0.25,0.11,0.46,0.2,0.4,--,0.33,0.22,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.51,6.09,4.98,4.88,4.87,4.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.16,--,-0.13,-0.31,-0.19,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),27983314,17631058,7435285,36667323,25244430,15856328,6192481,33248677,22778486,14137315,5469308,29622739,20047825,12506895,5031137,29537049,21143802,13942914,5314619,27357150,19334855,12027500,4687750,22848616,9684000,17888179,7574900,15174510,11579874,8306074,6570298,4824164,
主营业务利润(万元),3069292,1862747,836326,4064301,2634858,1691070,614764,3467798,2213882,1439666,581690,3320825,1982222,1337127,536994,2858812,1904184,1241377,481322,2389551,1445973,962975,419504,2171617,862600,1759920,746000,1496939,1222225,838635,673151,523324,
营业利润(万元),1271132,794468,267598,1697858,1220233,743767,233437,1523867,995680,673384,177489,1490154,831881,589459,180867,1302485,884318,608433,191735,1148909,664360,468040,198400,931672,553200,915125,417400,799884,449969,336741,143382,65036,
投资收益(万元),221733,171516,31919,331184,235308,58147,51329,161886,114440,94006,6447,70639,51103,46852,3851,96952,64311,39404,10387,101996,41945,26505,3672,88614,1400,77940,--,50345,23197,13272,14652,12448,
营业外收支净额(万元),53997,38968,7457,58331,21099,17598,5280,47132,33568,26368,48158,24784,28640,21149,13047,180193,116795,109431,5323,41620,17557,12871,8375,43769,--,40740,--,25824,1276,-7899,7653,-4140,
利润总额(万元),1325129,833436,275055,1756189,1241332,761365,238717,1570999,1029248,699752,225647,1514938,860521,610608,193914,1482678,1001113,717864,197058,1190529,681917,480911,206775,975441,456800,955864,355500,825708,451245,344315,167560,75021,
净利润(万元),1005675,652306,196034,1388750,976509,581083,182137,1213884,805739,535351,179089,1195029,691731,485004,152784,1160133,808652,572191,158556,943707,539772,367205,166932,682511,302500,597982,220000,482493,241621,185878,99191,25309,
净利润(扣除非经常性损益后)(万元),877697,528861,157833,1163549,841223,560649,170692,1100943,749436,482104,--,1163987,--,469946,--,981878,--,--,--,--,--,--,--,656196,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-400930,-788186,-1672397,440403,-1694824,-1752438,-398563,697019,-654089,-1060537,-261157,1333800,-200498,-500703,-284157,171215,-431951,-763297,-824700,1548349,-257250,-413459,-279368,1722829,31800,104017,-932900,313530,473714,317932,--,--,
现金及现金等价物净增加额(万元),2716027,364992,-511490,-941535,-1056386,-848714,236000,1323567,-588983,-848357,-1271590,2275758,1551841,768787,-10191,629511,882671,12102,-337839,500916,-120383,-614924,-777514,753940,-129400,380516,22500,-832019,2002321,81418,--,--,
总资产(万元),72706234,69552046,63960496,63038789,60905188,58848596,53750980,51799192,48568586,47425280,43589802,43397904,41838935,40122021,37131177,35956792,36590708,34574157,32364716,31106704,31087793,29356515,27519801,26793811,24121700,22176792,19486000,17303333,13179314,7731875,6372951,5107888,
流动资产(万元),40520179,38682543,35201123,35460940,36051453,35499670,32987730,31877572,30728182,30046473,27055641,27049822,27047124,25864722,23096128,22312235,23358096,21936744,19882099,19058886,19683835,18537803,16770312,16440449,15455800,14698549,12699100,10245113,8809509,5366577,4268927,3261749,
总负债(万元),56888946,55025721,50489936,49819135,49457588,47937557,43084217,41244458,38417422,37574860,33700241,33680223,32823322,31249549,28262489,27753224,28759216,26796225,24654546,23604537,23974951,22453417,20361860,19748884,18280600,16540259,14444400,11337004,9010176,6557874,5575172,4552427,
流动负债(万元),37009274,36582775,32425538,33805601,34030453,33924453,31019209,30397452,28308285,27850413,24690679,25245949,24914947,24684734,21819424,21838554,22627058,21155773,19286906,19016417,18813210,18457503,15877828,15490451,15281400,14035122,11986100,9274838,7577329,5684911,4701912,3705031,
股东权益不含少数股东权益(万元),13487207,12301690,11933973,11707608,10226291,9760163,9646361,9550629,9176258,8908420,8919168,8768123,8051082,7886954,7880731,7123022,6747719,6714572,6620145,6400146,6012062,5797640,6003752,5872525,4690300,4517144,5041600,5067502,3673015,821137,526028,393965,
净资产收益率加权(%),8.24,5.39,1.66,13.36,9.83,5.92,1.9,13.29,8.94,5.96,2,14.69,8.88,6.31,2.08,17.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
