报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.02,-0.11,0,0.1,0.03,0.02,0,0.25,0.16,0.1,0.08,0.69,0.62,0.51,0.26,0.11,0.16,0.05,0.01,0.16,0.08,0.17,0.03,0.08,0.01,0,-0.04,-0.78,-0.04,0.01,-0.02,0.06,0.05,0.03,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.43,--,7.23,7.59,7.36,2.71,2.77,2.68,2.59,2.57,2.51,2.48,2.33,2.28,2.2,2.23,2.19,2.23,2.93,2.98,2.94,2.96,2.96,2.94,2.92,2.91,2.86,3.3,3.35,3.5,3.69,3.65,3.63,3.6,3.51,3.45,3.53,3.49,3.42,3.35,3.3,3.26,3.29,3.24,1.65,0,1.58,1.38,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.2,--,0.82,0.93,0.42,0.13,-0.01,0.08,0.08,1.02,0.33,-0.02,-0.1,0.61,0.44,0.23,0.03,0.48,0.43,0.25,0.14,0.48,0.26,0.15,0.2,0.9,0,0,0,-0.27,0,0,0,0.23,0,0,0,0.13,0,0,0,0.16,0,0.2,0.53,0.31,0.38,0,
主营业务收入(万元),395836,264997,129752,1065164,895653,709023,366861,1743548,1263146,865561,406595,1677586,1174477,813892,402387,151400,102979,63646,28385,119907,84676,58198,27568,88571,62187,41324,19038,99545,76256,51501,27199,123584,88379,56843,29365,96401,66789,39624,10112,67370,45559,34201,17540,53214,36431,22438,10466,48586,34287,22313,8472,40780,28120,17409,40575,17311,33888,35991,
主营业务利润(万元),26664,15538,13613,75361,48721,35662,17352,101121,69780,46324,23912,121590,99161,80361,40983,40372,29440,17276,7483,36827,25364,19506,7621,24132,15803,11503,5367,19256,15942,11593,6889,24317,17125,11715,--,9196,3161,653,-1403,8646,9314,7746,3769,17821,10880,7036,3022,14238,10704,7118,2659,13519,9425,6193,11228,5253,9809,9178,
营业利润(万元),-11452,-11381,396,8650,4143,3406,1373,36680,24368,17082,7019,50489,45271,38388,18990,10296,9306,3779,1183,8555,4863,8596,2039,2249,162,47,-570,-15952,-875,73,296,1484,1207,1118,1455,-4869,-5847,-5017,-3803,-6351,1836,2074,976,6912,4853,2870,1202,5652,5378,3354,1139,5526,4902,3220,5056,2683,4458,3841,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,61,--,--,--,83,-16,-28,0,211,200,199,0,536,266,29,-62,140,187,101,49,91,108,98,67,282,-158,-137,-62,-126,-98,-58,-14,-222,-51,-4,-4,-62,-4,-6,0,0,0,0,0,0,--,0,
营业外收支净额(万元),13194,975,303,5373,1820,856,-415,2135,293,-1284,-564,616,-841,-587,-476,80,89,167,37,1385,264,-78,-48,3518,2323,2230,671,-3821,--,--,--,0,--,--,--,-115,0,0,0,-70,0,0,-10,173,0,0,0,-102,0,0,0,-26,-1,-0,0,0,-64,0,
利润总额(万元),1742,-10406,699,14023,5963,4262,958,38815,24662,15798,6455,51105,44430,37801,18514,10376,9395,3946,1220,9940,5127,8518,1992,5767,2485,2277,101,-19773,42,1236,123,3070,2092,2064,1439,1456,-884,-5157,-3867,-5513,2742,3019,951,8359,5462,3432,1274,7199,5594,3475,1180,6804,4901,3220,6684,2683,5903,3811,
净利润(万元),2006,-11162,93,9542,3324,2056,330,24828,15782,9410,3963,34052,30809,25155,12698,2933,4296,1470,248,4244,2097,4710,774,2127,160,127,-957,-20888,-1005,329,-530,1516,1328,903,374,1610,-166,-4509,-3494,-3591,1982,2068,690,5568,3659,2293,833,5076,3534,2180,818,4767,3287,2157,4994,1798,4390,3811,
净利润(扣除非经常性损益后)(万元),-8628,-11840,-111,5411,1916,1358,704,23360,15660,10370,--,33646,--,25594,--,2851,--,1340,--,3300,--,4778,--,-1094,--,-1919,0,-7585,0,-626,0,89,0,287,--,-5441,0,-4520,0,-4953,0,1395,0,4800,0,1891,0,3544,0,2195,0,4784,3288,2157,0,1798,--,0,
经营活动产生的现金流量净额(万元),1361,6729,-14222,52902,32725,8393,-16684,4949,2718,8236,-9686,65404,40688,46103,20637,3548,-299,2240,2061,27539,8859,-541,-2817,16296,11814,6290,785,12906,11559,6857,3779,12985,6938,4104,5310,24322,19725,15340,1257,-6008,9566,2462,1141,5098,2080,1449,912,2781,5537,3331,-277,3579,0,4350,7369,0,5373,0,
现金及现金等价物净增加额(万元),3065,-2439,-16042,-7609,20958,23778,-5958,-17964,-31184,-28285,-23559,39820,11384,5033,8905,-12093,-12297,-11298,-4442,2843,-2050,-3353,-6382,10918,8506,11194,4137,-1540,662,5521,6103,-930,-675,-749,6217,-552,7292,6374,2402,-4304,7971,-29,-1973,-35110,-23765,-18840,-5391,8865,-2552,-2396,-3352,32349,0,42460,6784,3839,1417,0,
总资产(万元),982030,950083,942008,922149,959080,973850,956685,927568,894227,895768,866453,865305,813387,807592,804817,217696,217944,206182,218665,222757,204956,209502,199085,193030,192525,206370,197752,188473,205647,211558,212008,210211,215680,218498,218619,211310,182522,183414,189888,188230,152355,162749,154283,154673,140612,144930,143727,147522,127461,119896,109185,107542,100412,100718,54544,0,47378,42234,
流动资产(万元),450846,428353,427208,406430,477040,503199,492612,462159,473409,493668,474478,475004,444143,445683,450657,59240,61233,47955,58275,66492,62162,69359,60666,53840,53292,64184,56830,45620,48311,56566,57464,55580,62861,65041,64113,55331,64879,64209,69160,66554,75933,71155,61784,61490,74236,80212,88595,95498,81815,74005,67831,0,0,--,0,0,23444,20892,
总负债(万元),632347,610408,590414,570059,612799,628592,563318,533898,507638,515544,491690,496206,447589,425577,433267,144890,143463,133495,148574,153142,135103,136244,129899,126304,128596,141467,134268,124252,122638,127021,128365,125833,131199,134009,134390,127102,94685,99851,105033,99509,70795,77612,69397,70703,57972,63577,60706,65338,46653,40524,31188,31674,27006,29443,31440,0,25342,22944,
流动负债(万元),552532,529689,525940,506345,546686,563517,511706,487577,458676,469800,444026,450270,397830,376690,383147,130324,125922,115970,129282,133088,107263,107492,98647,95052,102306,112777,103427,93412,86212,90424,90207,88198,92072,95220,91589,84880,79885,85051,90233,84709,67795,74612,66397,67703,54726,61768,58870,62275,40623,33901,23729,0,0,--,0,0,15045,13954,
股东权益不含少数股东权益(万元),352166,339053,349960,349743,344207,342524,389722,389114,380713,373319,367608,361527,357989,375536,364360,72974,74670,72029,69627,69110,67498,66649,62738,61450,59226,60135,59050,60008,78872,80206,79249,79779,79576,79151,78627,78335,76938,72594,73609,77104,81160,80193,79915,79226,77322,75956,77572,76739,75161,73790,72503,71685,72405,71276,23104,0,22036,19290,
净资产收益率加权(%),0.57,-3.24,0.03,2.59,0.89,0.53,0.08,6.64,4.27,2.57,1.09,9.5,8.5,7.11,3.36,4.13,6.03,2.08,0.36,6.34,3.19,7.35,1.25,3.53,--,0.21,0,-29.76,0,0.41,0,1.92,0,1.15,--,2.07,0,-6.03,0,-4.63,0,2.57,0,7.16,0,2.96,0,6.76,0,3,0,9.83,8.2,10.11,22.13,0,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
