报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.2,0.18,0.06,0.41,0.38,0.27,0.09,0.41,0.4,0.26,0.13,0.41,0.22,0.21,0.12,0.54,0.46,0.35,0.23,0.47,0.44,0.37,0.22,0.43,0.33,0.21,0.1,0.49,0.54,0.36,0.15,0.5,0.41,0.25,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,5.06,--,--,4.7,4.6,4.52,4.42,4.45,4.38,4.32,4.33,4.23,4.06,4.1,3.98,4.23,4.07,3.93,3.95,3.89,3.71,3.85,3.76,3.84,4,2.62,2.52,2.49,2.41,2.37,2.29,2.54,2.46,2.36,2.26,3.3,3.09,3.02,2.67,3.49,3.27,3.12,2.98,2.91,2.8,2.9,4.15,4.01,3.87,4,3.86,3.93,3.76,1.43,1.39,1.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.46,--,-0.37,-0.44,-1.58,0.63,-1.01,-0.7,-1.97,0.44,0.32,0.17,-0.5,0.66,0.24,0.38,0.15,1.17,0.5,0.42,-0.52,0.43,0.27,0.13,-0.16,0.31,0,0,0,0.61,0,0,0,1.04,0,0,0,0.6,0,0,0,0.52,0,0.23,--,1.73,1.13,-1.69,-0.78,0.03,--,--,0,
主营业务收入(万元),2824069,1922067,777837,3860520,2798007,1910692,905003,4681041,3493038,2424330,1152453,5444816,4036931,2763891,1243366,5529128,4150545,2678722,1267297,3969195,2686412,1794459,750210,2275048,1427197,882314,389597,2740177,2346109,1418540,558292,1940956,1362243,852941,407392,1542012,1113478,696976,322865,1591139,1225319,843033,358186,1300618,879165,549054,246196,1098100,846200,579067,309214,800314,555191,345131,161498,656716,293498,568275,230457,351322,418190,398795,379774,
主营业务利润(万元),240854,159071,70344,260355,170021,118441,58398,259054,191773,127839,57470,179655,122491,87494,51334,227669,191597,136690,81450,229655,165241,114175,60422,176765,127459,86254,41188,172160,168644,103802,44025,134694,92293,58502,--,90750,73524,48341,19825,128078,110132,83837,32934,172857,133870,92895,25592,70936,53049,38537,24371,60144,45369,27253,13395,36358,15304,30778,13246,24098,22135,24596,22399,
营业利润(万元),64806,53217,19811,82115,101321,75456,25373,86051,80201,56464,29095,77402,49495,41016,25874,103723,103110,75587,51470,124375,100576,78199,47473,90550,68647,43783,21002,87673,109012,72714,29446,84997,63856,37174,15622,33711,36627,24053,9292,67393,59938,47952,20303,93796,82754,57025,14783,29439,21878,15091,9319,30383,20383,11835,5942,9495,2410,14239,7496,14010,13640,10878,5111,
投资收益(万元),50181,25172,19352,107296,96864,72837,22897,36731,31939,21532,12544,75216,41410,27044,9166,30064,21721,14679,6241,39635,16568,19481,4950,34377,31122,6247,1230,31870,25014,15230,4355,31183,26908,14738,2108,9967,4455,3277,2050,11935,8577,5204,2013,8616,6248,4338,1199,2771,1323,41,-529,2326,2253,1903,498,2038,1781,3884,1113,1922,819,771,1424,
营业外收支净额(万元),5205,2611,1392,39758,13153,3850,1504,8345,5305,1659,567,11235,4802,3418,404,20200,11159,8966,-350,-3063,2707,1484,585,3125,2139,1793,1025,15339,--,--,--,--,--,--,--,8722,0,0,1496,925,0,0,0,-2740,0,0,0,-214,-106,0,0,-406,-221,-324,0,-252,65,285,0,302,607,1195,0,
利润总额(万元),70011,55828,21202,121873,114474,79306,26877,94396,85505,58123,29663,88637,54297,44435,26278,123923,114268,84553,51120,121312,103283,79683,48058,93674,70786,45577,22027,103011,110901,74090,30664,92832,70157,42772,20611,54030,44496,29659,13188,84548,72716,56032,22489,101353,87254,58785,16140,33784,23904,15166,8769,33059,22512,13415,6317,11371,6777,18408,8777,16235,15065,12845,7355,
净利润(万元),42132,37644,12162,84629,78229,55347,18522,60853,57769,37727,18412,58426,32058,29514,16843,77519,66799,50699,33115,67009,63246,52842,32290,61990,46731,30102,14433,70577,78304,52107,21332,62914,50950,31176,14253,38370,33156,22641,10209,71151,59322,45677,18177,79770,74458,48379,12663,26193,17891,10412,6522,26026,17885,10306,5035,9052,5509,13060,6147,11776,10527,9120,5346,
