报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.47,0.32,0.17,0.55,0.47,0.32,0.16,0.51,0.42,0.28,0.14,0.45,0.37,0.25,0.13,0.38,0.31,0.21,0.1,0.33,0.25,0.17,--,0.25,0.2,0,0,--,--,--,--,--,--,
每股净资产(元),3.37,3.2,3.21,3.05,2.95,2.79,2.78,2.6,2.55,2.43,2.46,2.31,2.24,2.13,2.14,2,1.91,1.81,1.77,1.67,1.63,1.31,--,--,--,0,0,--,--,0,0,0,0,
每股经营活动产生的现金流量净额(元),1.57,1.6,1.19,0.11,0.2,1.48,0.53,0.1,0.45,-0.4,0.64,1.05,1.64,1.57,1.37,0.69,1.64,1.17,0.86,-0.28,0.63,--,--,-0.08,--,0,0,--,--,0,0,0,0,
主营业务收入(万元),40727600,27414700,13944300,52085800,39396600,26663500,13610000,46262500,35134100,23495800,11933100,42196400,31622400,20973300,10696700,37773100,27917600,18415800,8955600,29041800,20948900,13568000,6617200,22227400,15762000,21118900,17923700,8715400,5549500,6375500,5629400,4825400,4368100,
主营业务利润(万元),19581500,13280400,6903500,23094400,19623800,13459300,7247000,21301200,17815500,11934000,6089000,18697100,15357100,10364900,5569700,15673800,12989700,8504200,4427800,11943000,8831200,5748600,3164000,7374200,5524500,5207100,7744700,-296500,-1094300,-77700,-294100,-92100,-600900,
营业利润(万元),19581500,13280400,6903500,23094400,19623800,13459300,7247000,21301200,17815500,11934000,6089000,18697100,15357100,10364900,5569700,15673800,12989700,8504200,4427800,11943000,8831200,5748600,3164000,7374200,5524500,5207100,7744700,-296500,-1094300,-77700,-294100,-92100,-600900,
投资收益(万元),11800,264100,175000,188700,-26000,-169300,-213000,376900,677900,341400,177900,-4800,-136400,38900,-197600,-213900,-202300,-59600,-23700,-108500,19000,10900,--,-90800,18100,464100,116900,2828200,2328200,1418600,1042300,753200,714800,
营业外收支净额(万元),120100,187500,116500,131300,103300,99100,-215900,116200,33800,16200,-16600,95600,140300,35300,43800,146300,77300,62100,19300,130400,88300,54100,14800,18600,79800,27800,81000,-1313000,-505800,-496800,-554000,-369400,0,
利润总额(万元),19701600,13467900,7020000,23225700,19727100,13558400,7031100,21417400,17849300,11950200,6072400,18792700,15497400,10400200,5613500,15820100,13067000,8566300,4447100,12073400,8919500,5802700,3178800,7392800,5604300,5234900,7825700,1218700,787800,844100,194200,291700,115200,
净利润(万元),15321000,10431500,5411600,17946100,15243900,10403200,5343000,16631500,13798800,9235200,4701100,14509400,12008300,8049900,4345400,12192700,10075700,6666700,3406700,9487300,7014600,4584000,2497000,6499200,5147900,5147400,4378700,580700,104400,200300,192200,289700,115200,
净利润(扣除非经常性损益后)(万元),15385700,10411800,5391000,17972800,15233800,10384200,5336900,16565900,13771700,9204500,--,14393100,--,8023700,--,12072700,--,6620500,0,9375700,--,4543700,--,--,--,0,0,--,--,0,0,0,0,
经营活动产生的现金流量净额(万元),51117700,52034800,38526600,3461500,6559800,47959800,17227400,3287900,14642900,-12885300,20820400,34077900,53270600,50913600,44357400,22300400,53205400,38149400,28053700,-8987800,20420300,17283700,25973400,-2102500,6662300,28478100,14471500,29510500,45321400,18781800,0,0,0,
现金及现金等价物净增加额(万元),-10632900,15444200,29217200,-7555800,-10591400,37973500,11664600,-13913700,-13007900,-28288100,8680200,31082900,46663000,48677300,35771200,22649000,61522500,44770100,33699500,8631700,27577500,19753800,21637700,-15926400,-17145700,17437400,3734200,23328600,4060300,3029400,0,0,0,
总资产(万元),1770951000,1745955400,1683653000,1597415200,1595924900,1600661200,1532211600,1456210200,1459941900,1422260100,1426773800,1324434200,1306187300,1290141200,1255933200,1167757700,1158907300,1146178400,1095992800,1033740600,1011712200,969596700,949948700,888258800,--,701435100,530550600,534394300,477101900,401376900,349401600,297656600,252799000,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,0,0,0,0,
总负债(万元),1653438300,1633751200,1571101000,1494153300,1500055600,1509887500,1441696700,1371756500,1377064700,1343137000,1346741900,1249298800,1233482800,1220958600,1186534800,1102778900,1096853800,1087227500,1038335800,979517000,958884400,934155000,912920800,853966300,--,672381000,603311100,525994100,469141200,393570600,335604700,284052600,239483100,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,0,0,0,0,
股东权益不含少数股东权益(万元),117350500,112032900,112367200,103106600,95712400,90621600,90363200,84310800,82717500,78966800,79874000,74981500,72667400,69146400,69379100,64960100,62035100,58933200,57640000,54207100,52810800,35426300,37015400,34281900,--,29044500,-72760500,8400200,7960700,7806300,13796900,13604000,13315900,
净资产收益率加权(%),14.56,9.98,5.32,19.57,16.76,11.52,6.12,20.89,17.32,11.61,6.07,20.74,17.27,11.63,6.47,20.46,17.25,11.78,6.09,22.49,17.6,12.55,--,20.53,--,0,0,--,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
