报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.07,0.13,0.04,0.42,0.16,0.14,0.04,0.39,0.18,0.15,0.07,0.77,0.35,0.3,0.07,0.88,0.33,0.73,0.64,0.59,
每股净资产(元),2.57,5.11,3.22,3.18,2.92,2.9,2.88,2.84,2.63,2.6,5.12,5.05,4.65,4.59,4.57,2.84,2.29,1.96,3.19,1.71,
每股经营活动产生的现金流量净额(元),-0.34,-0.6,-0.56,-0.2,-0.74,-0.4,-0.26,-0.84,-1.48,-1.21,-1.58,0.45,-1.66,-1.25,-1.08,0.97,-0.46,0.8,1.32,-0.2,
主营业务收入(万元),28577,19542,7806,41192,21366,15031,6451,37559,22326,15599,4700,33473,17788,11966,3292,24390,10166,16190,10945,9885,
主营业务利润(万元),8886,6507,2499,14084,7236,5020,1736,12484,7449,5446,1363,10256,5714,4168,1026,7891,3693,5451,2480,1645,
营业利润(万元),1847,1546,349,5610,1706,1467,13,5385,2285,1891,104,5304,2255,1887,181,4587,2103,3815,1560,818,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
营业外收支净额(万元),549,549,214,707,580,541,541,700,517,497,416,620,372,274,229,765,165,216,140,16,
利润总额(万元),2396,2095,563,6316,2286,2008,554,6085,2802,2388,519,5924,2627,2161,410,5351,2268,4031,1700,834,
净利润(万元),2026,1768,537,5695,2133,1876,496,5321,2382,2039,449,4986,2247,1871,373,4487,1682,3529,1487,730,
净利润(扣除非经常性损益后)(万元),--,1484,--,5414,--,1741,--,4717,--,1711,--,4512,--,1746,--,3816,1601,3236,1316,716,
经营活动产生的现金流量净额(万元),-10781,-9570,-7600,-2701,-10095,-5446,-3488,-11400,-20130,-16420,-10756,3070,-11313,-8527,-7343,4941,-2357,4082,1321,-203,
现金及现金等价物净增加额(万元),11875,27533,-8956,-3343,-12935,-7944,-4749,-4499,-11836,-10366,-8177,9344,2652,7434,8193,4649,-3573,5682,1419,-204,
总资产(万元),91569,101851,61142,65434,52395,53093,53274,56562,47899,43962,41987,50725,40949,40352,36569,24276,18334,16625,6761,5423,
流动资产(万元),75881,90041,49319,53419,43199,43695,44136,47608,41085,37634,36143,44861,36740,36347,32655,20542,14453,13229,6398,5409,
总负债(万元),8169,18727,16379,21176,11874,12804,13256,17045,12040,8445,7037,16225,9187,8965,5318,9653,6520,6488,3419,3711,
流动负债(万元),8125,18682,16335,21131,11828,12758,13212,17001,12040,8445,7037,16225,9187,8965,5318,9653,5720,5688,3419,3711,
股东权益不含少数股东权益(万元),82474,82188,43800,43259,39702,39445,39153,38650,35716,35373,34803,34354,31615,31239,31101,14470,11665,9983,3194,1707,
净资产收益率加权(%),3.57,4.01,1.23,13.87,5.4,4.74,1.28,14.58,6.77,5.76,1.3,16.65,7.96,7.13,1.86,36.7,15.54,47.67,60.68,54.42,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
