报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.12,0.16,0.04,0.13,0.15,0.05,0.02,0.07,0.11,0.01,0.01,0.09,0.04,0.03,0.04,1.18,1.15,0.94,--,0.91,0.56,0.27,--,0.34,0.75,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.24,--,4.18,4.17,8.63,8.58,8.52,3.17,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.04,--,-0.11,-0.11,-0.19,-0.24,-0.14,-0.02,--,0.95,--,--,--,0.12,0.3,--,
主营业务收入(万元),126224,90369,25704,69482,51322,26158,13856,46587,34467,23362,11163,56853,38179,24389,9810,177540,153116,102130,54502,113873,69008,35955,18691,47511,73795,54526,
主营业务利润(万元),36470,24536,9171,24769,17448,10827,6176,7557,6684,6365,4043,14639,8666,4983,4211,71958,66884,50594,28023,48810,28689,13916,5636,16123,26799,18217,
营业利润(万元),16996,10757,3563,656,3215,4396,2788,-8590,-1285,1634,844,5021,662,78,65,48929,49764,40135,25038,38262,23676,11269,4294,10420,21056,17774,
投资收益(万元),52,1,--,3303,2410,2136,1384,2245,1166,1022,745,1142,372,185,--,-4,--,--,--,0,0,0,--,--,--,0,
营业外收支净额(万元),6305,4773,148,11236,11020,359,100,15573,12530,874,32,3386,3013,2550,1834,2396,1129,334,617,2306,991,680,302,2034,276,17,
利润总额(万元),23301,15530,3710,11893,14235,4755,2888,6982,11245,2507,876,8406,3676,2628,1899,51325,50893,40469,25654,40568,24668,11948,4595,12454,21332,17790,
净利润(万元),21436,13421,3528,11498,12638,3970,1991,5691,9159,1249,742,7588,3658,2436,1884,45413,42566,34836,21985,33766,20557,9803,3910,10175,20536,16809,
净利润(扣除非经常性损益后)(万元),18054,10674,3401,1252,4721,2814,1439,-8745,-1500,509,--,5575,--,1632,--,43446,--,34651,--,34105,--,--,--,8718,15537,--,
经营活动产生的现金流量净额(万元),-35164,-26103,-20872,-32454,-43014,-37098,-3401,-9541,-22381,-11815,3442,36255,-9306,-9466,-8225,-10328,-6087,-696,-67,35156,18505,2948,--,3597,8535,13342,
现金及现金等价物净增加额(万元),9924,-1437,-2471,-26241,-15786,-2760,-169,-104190,-40216,-7646,4109,-74475,-37278,-10075,-11951,197568,218083,-14328,4589,4208,-11604,-434,--,4167,7515,11531,
总资产(万元),758076,684418,603910,540038,522918,482935,460056,452998,456128,454138,467864,446470,444027,450478,445700,454555,460407,214402,224974,170737,131261,124799,120719,100931,85165,35686,
流动资产(万元),260000,221478,232720,185719,199526,207376,208105,214990,216446,260507,331662,337438,342498,350993,348954,359552,384845,139727,159504,113070,88091,85875,92679,72585,68269,32068,
总负债(万元),361228,295540,222689,162421,143536,112535,90052,85455,85073,90776,102571,81706,83773,91663,73901,84283,91017,94023,115862,85245,61143,51108,54587,39107,43515,9551,
流动负债(万元),235441,187907,124522,110550,108394,75894,60990,67245,65375,78539,99911,74180,76851,80840,62613,67135,53150,55336,79989,57847,45946,50960,54461,38191,22490,9551,
股东权益不含少数股东权益(万元),393771,385755,380161,376633,377774,369105,368845,366855,370323,362413,364485,363743,359813,358591,370935,369052,366204,117103,104617,82267,67586,71627,66132,61824,41649,25736,
净资产收益率加权(%),5.53,3.51,0.93,3.09,3.39,1.08,0.54,1.56,2.49,0.34,0.2,2.07,1,0.66,0.51,27.47,41.11,34.95,--,45.02,--,--,--,18.76,76.93,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
