报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.29,0.2,0.22,0.63,0.52,0.36,0.18,0.44,0.4,0.27,0.13,0.34,0.29,0.26,0.19,1.17,0.79,0.49,0.94,0.29,0.9,0.37,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.91,6.88,8.9,8.71,8.34,3.52,3.03,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.03,-0.09,-0.2,-0.96,-0.54,0.07,0.83,0,0.88,0.58,
主营业务收入(万元),245702,170546,85950,292116,221742,153723,80104,249016,183048,115624,58043,164868,106312,70277,44014,195321,139005,88909,164932,66337,163233,93856,
主营业务利润(万元),153769,105920,53810,180821,139614,97713,50968,163009,120181,78175,39595,110344,71192,46904,29731,130998,91808,58155,107213,43514,97533,54624,
营业利润(万元),38535,26672,14937,40999,32739,23373,11891,27323,25871,17905,8365,18822,17140,15918,9338,48959,33170,20325,34572,12856,33964,15037,
投资收益(万元),566,503,283,1666,1451,1057,517,737,412,144,--,--,--,--,--,--,--,--,0,0,0,--,
营业外收支净额(万元),-158,-556,-520,57,677,462,195,1611,462,171,-26,2801,1766,587,252,4292,1708,360,2304,-124,1467,-614,
利润总额(万元),38377,26116,14417,41056,33416,23835,12086,28934,26333,18076,8339,21624,18906,16505,9590,53250,34877,20685,36876,12732,35431,14423,
净利润(万元),33078,22278,12360,35450,29036,20113,10101,24429,22296,15167,6990,18581,16046,14179,8160,45407,29571,17498,31556,10590,29718,12212,
净利润(扣除非经常性损益后)(万元),33214,22691,12749,35450,28454,19716,9937,22943,21896,15018,7009,16235,--,13679,--,41758,--,--,30997,--,30156,13924,
经营活动产生的现金流量净额(万元),-13941,1651,-2090,10590,-9350,15734,2909,5532,4229,11464,11912,7013,-1449,-4767,-8561,-40849,-23024,2657,29972,7,31821,21018,
现金及现金等价物净增加额(万元),-5641,2533,5925,-30810,-67,3341,-380,-78942,-49382,-32717,4706,-46344,-36361,-29044,-14595,155941,182506,-6108,19225,-7088,8471,6286,
总资产(万元),578985,549607,517309,508791,502084,498790,482136,465803,470960,456996,432428,416572,432037,424070,427322,422542,416186,189288,177111,--,150944,83191,
流动资产(万元),249113,235643,218372,224244,279537,285103,282996,269532,290557,290773,278312,269453,297427,304062,318784,318260,318183,99888,89283,--,92881,44572,
总负债(万元),94138,77390,49357,53381,53222,58870,45992,39969,48146,42745,40956,32075,50073,43977,49000,52378,61872,62687,68008,--,71889,34788,
流动负债(万元),76681,59600,33195,36726,36618,42924,30310,24703,32280,26803,21677,13022,29675,26815,33024,37398,41125,41930,53410,--,64075,28842,
股东权益不含少数股东权益(万元),484297,472218,467952,455410,448862,439919,436144,425834,422814,414251,391473,384497,381964,380093,378322,370164,354313,126601,109103,--,78769,48150,
净资产收益率加权(%),7.01,4.59,2.68,7.99,6.59,4.61,2.34,6.04,5.64,3.87,1.8,4.92,4.26,3.76,2.18,20.49,17.21,14.85,33.34,12.6,47.16,27.14,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
