报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.16,0.09,0.11,0.69,0.6,0.42,--,0.87,--,--,--,1.15,--,0.86,--,--,--,0.71,--,--,--,--,
每股净资产(元),3,2.93,8.74,8.63,8.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),-1.08,-0.57,-1.14,0.38,0.5,0.69,--,-1.39,--,--,--,-0.65,--,-0.56,--,--,--,--,--,--,--,--,
主营业务收入(万元),72495,50205,26146,102267,72244,43942,--,63823,43334,27220,10087,50372,34133,46284,34253,24178,12323,36308,25290,30497,31166,26050,
主营业务利润(万元),19446,13075,6293,25906,19332,12317,--,24105,59731,37968,14423,18815,47128,15796,44657,7095,3654,13749,36287,11452,9445,9011,
营业利润(万元),4654,3394,1420,6880,5607,3681,--,6950,5031,3100,1196,6588,5000,5322,3498,2368,1425,4039,4390,2995,2714,2533,
投资收益(万元),38,39,--,185,104,37,--,124,139,94,108,515,574,-22,66,66,--,41,--,33,-23,72,
营业外收支净额(万元),1072,-24,11,171,-20,-40,--,116,-42,12,-3,1915,158,1394,976,1027,59,1350,342,305,-24,111,
利润总额(万元),5726,3370,1431,7051,5587,3641,--,7066,4990,3112,1194,8503,5157,6716,4474,3395,1483,5390,4732,3300,2730,2976,
净利润(万元),4249,2327,929,5200,4232,2799,904,5773,4164,2605,844,7612,4424,5697,3772,2860,1230,4731,4301,2821,2391,1840,
净利润(扣除非经常性损益后)(万元),--,2349,--,5006,--,2776,909,5804,--,--,--,5349,--,4612,--,--,--,4089,--,--,--,--,
经营活动产生的现金流量净额(万元),-28551,-15212,-10038,3314,4390,4543,7971,-9165,-16936,-17329,-736,-4292,-4671,-3679,1669,1113,1872,6259,6230,15638,10537,7658,
现金及现金等价物净增加额(万元),25981,3325,-405,13899,15852,-2650,--,-508,12810,3068,7065,-1364,-3636,3254,1503,1681,2318,-10937,-15015,12051,2597,836,
总资产(万元),341338,290507,275853,258418,246848,--,216447,214817,223393,210473,193151,182941,143332,130236,120361,115487,108803,103909,103653,111570,69880,68301,
流动资产(万元),120899,83182,75686,66583,72330,--,--,42424,56556,45421,47426,40368,36092,26567,25109,21698,21790,20653,25859,39339,26784,28711,
总负债(万元),259111,210298,196006,179524,168882,--,--,164222,174883,163546,146173,136817,100857,92217,84728,78851,73777,70112,71476,82775,45418,46880,
流动负债(万元),135333,102636,110266,109288,96219,--,--,84276,94206,97706,83684,80963,56307,48572,45559,43638,39065,36410,30263,41879,22392,21654,
股东权益不含少数股东权益(万元),79358,77436,77096,76167,75248,--,51517,47970,46361,44802,44887,44043,40854,36426,34053,35029,33399,32169,30567,27215,22486,19635,
净资产收益率加权(%),5.44,3,1.21,8.64,7.67,5.67,--,12.3,--,--,--,18.92,--,16.97,--,--,--,15.39,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
