报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.41,0.08,0.03,0.32,0.16,0.11,0.01,0.27,0.14,0.04,0.01,-0.51,-0.27,-0.14,-0.1,0.02,-0.24,-0.17,-0.06,-0.19,-0.08,-0.06,0.03,0.11,0.17,0.08,-0.01,0.06,0.13,0.11,0.02,0.4,0.38,0.32,0.46,0.41,0.28,0.32,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.5,1.63,1.67,1.77,1.51,1.58,1.69,1.75,1.86,1.88,3.94,3.91,3.99,3.9,3.81,3.82,3.88,3.87,3.77,3.76,3.72,1.82,1.64,--,1.42,1.11,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.57,-0.41,0.33,-1.49,-0.12,-0.06,-0.02,-0.2,-0.12,-0.03,0.04,-0.57,-0.75,-0.11,-0.04,0.26,0.25,0.2,0.14,-0.12,-0.03,0.29,0.72,--,0.19,0.3,
主营业务收入(万元),37704,20352,8334,66040,31728,18435,6703,42662,22937,16988,9514,30774,17760,10561,3565,12716,6982,4481,1634,8630,6976,4264,2820,12794,9488,5500,1670,11273,9571,6827,2671,12303,9784,7113,11220,9072,8103,7588,
主营业务利润(万元),10133,3457,1675,12453,7588,4712,1588,10106,4916,4062,1823,2852,1780,1417,397,3042,1529,984,374,2036,1970,1074,785,3781,3037,1855,552,3277,3038,2311,849,4295,3865,2743,4417,3395,2870,2517,
营业利润(万元),6284,1071,409,3994,2275,1565,107,3797,1491,184,147,-7271,-3763,-1991,-1317,-5655,-3338,-2529,-785,-2662,-1267,-957,81,738,1121,501,-126,401,891,821,102,1441,1994,1634,2326,1921,1068,1421,
投资收益(万元),358,358,--,807,807,807,39,2844,2591,25,25,201,16,16,16,250,250,--,--,14,14,14,14,206,206,12,12,9,9,--,--,4,4,3,6,3,-0,--,
营业外收支净额(万元),95,38,-55,324,23,-3,0,437,354,384,33,467,229,211,63,6282,268,265,40,-26,230,185,190,90,133,129,38,28,--,-12,--,--,--,48,94,48,261,117,
利润总额(万元),6380,1109,354,4318,2299,1562,107,4234,1845,568,180,-6804,-3535,-1780,-1254,627,-3071,-2263,-745,-2688,-1037,-773,271,828,1255,630,-88,429,881,808,113,2277,1969,1682,2419,1970,1329,1537,
净利润(万元),5651,1068,342,4161,2026,1475,108,3445,1846,569,181,-6597,-3479,-1780,-1253,253,-3120,-2263,-745,-2461,-1026,-772,217,682,1072,524,-88,406,811,744,101,2104,1820,1550,2234,1974,1359,1538,
净利润(扣除非经常性损益后)(万元),5339,836,360,3145,1474,967,86,1013,-1130,157,133,-7121,--,-1996,--,-5629,--,-2516,--,-2405,--,-928,--,608,--,415,0,371,0,756,--,1332,0,1505,2138,--,1069,1421,
经营活动产生的现金流量净额(万元),13887,10956,9425,9099,4591,6811,6922,-6632,-11032,-9562,-8948,-21430,-7440,-5315,4269,-19241,-1498,-739,-268,-2647,-1501,-391,268,-3694,-4825,-701,-230,1662,1634,1287,902,-809,-208,1382,3464,517,788,1258,
现金及现金等价物净增加额(万元),2754,28617,-4346,3157,-1198,-775,-2478,-247,-2086,-948,272,-3361,-5400,3420,-457,-2526,-9276,-8979,-9348,8705,-855,-520,262,-4974,-5790,-380,-2407,-786,1335,4090,423,4405,12940,-1493,1359,-926,938,272,
总资产(万元),165401,185213,150073,150050,119481,113839,112523,114910,100841,121151,118961,90816,85008,92691,87107,92612,67622,67002,45662,54810,44472,43453,43551,40978,41235,40668,35416,35771,35303,35476,30236,30357,34970,19659,16921,--,12974,10551,
流动资产(万元),113567,135117,99598,99677,71716,68842,65638,67906,81719,103301,100964,70314,64821,72191,65644,70879,41752,40718,19159,28379,21149,20395,21082,20183,21491,21565,19127,19711,21893,23353,18169,18300,25860,10094,10328,--,7553,5990,
总负债(万元),87769,111533,125774,126140,97695,92590,92665,95172,82688,104265,102450,74479,65531,71516,65407,69665,48035,46556,23696,32099,20342,19070,17983,15628,15392,15374,10733,10996,10133,10371,5766,5989,10860,10861,8997,--,7007,5913,
流动负债(万元),60351,84252,97923,102789,49279,44279,44352,46919,13468,43145,41335,41357,50383,56371,61405,65707,41927,40447,17544,26217,13596,12324,11237,11536,11759,11741,10600,10863,10014,10252,5641,5864,7000,7022,5808,--,4800,4795,
股东权益不含少数股东权益(万元),77619,73665,24284,23895,21770,21233,19840,19720,18135,16868,16492,16317,19456,21153,21678,22924,19564,20422,21942,22687,24105,24359,25543,25326,25818,25269,24658,24749,25144,25078,24444,24343,24086,8773,7899,--,5937,4578,
净资产收益率加权(%),10.52,2.63,1.42,19.08,9.77,7.21,0.55,19.1,10.71,3.42,1.1,-33.61,-16.42,-8.08,-5.62,1.11,-14.77,-10.5,-3.34,-10.26,-4.15,-3.1,0.85,2.73,--,2.09,0,1.64,0,3.01,--,17.25,0,18.53,31.67,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
