报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.04,0.03,-0.01,0.09,0.07,0.08,-0.01,0.07,0.13,0.1,0.05,0.31,0.2,0.13,0.03,0.29,0.21,0.11,0.01,0.53,0.3,0.64,0.22,1.32,0.35,0.34,1.01,0.71,
每股净资产(元),5.04,5.03,5.07,5.08,5.04,5.05,10.03,10.04,10.1,10.07,10.02,9.97,9.87,10.09,10,9.97,9.89,9.79,9.68,9.67,9.41,19.07,4.58,4.5,--,0,0,0,
每股经营活动产生的现金流量净额(元),-0.14,0.01,-0.02,0.16,0.16,-0.04,-0.09,-0.01,-0.23,-0.23,-0.2,0.16,-0.23,-0.08,-0.24,0.27,0.01,-0.12,-0.28,-0.18,-0.28,-0.49,-0.41,0.99,--,-0.31,0.61,0.99,
主营业务收入(万元),14358,9737,3876,26433,18739,14080,5441,33163,23413,15736,7859,36029,22752,14485,5854,29070,18233,12273,4339,23996,15231,11403,4831,21274,13021,3934,17595,15968,
主营业务利润(万元),5399,3860,1584,10294,7457,5751,2384,12734,8973,6073,2678,12731,8131,5094,2127,11021,7826,5225,1859,11972,7949,5858,2663,11077,6482,1958,9542,8201,
营业利润(万元),783,781,-101,2260,1639,1850,-150,997,1467,1168,538,4344,2622,1574,448,4037,2595,1752,146,5387,3241,2980,1183,5761,2880,1087,4416,4415,
投资收益(万元),--,--,--,448,489,489,-14,124,121,121,122,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,160,0,
营业外收支净额(万元),194,53,0,444,306,283,112,336,287,110,75,60,93,97,15,229,305,43,0,1104,513,469,-95,682,565,496,--,--,
利润总额(万元),977,833,-101,2704,1946,2133,-38,1333,1754,1278,613,4404,2715,1672,462,4266,2901,1795,146,6490,3753,3448,1089,6444,3445,1583,5347,4353,
净利润(万元),770,657,-157,1956,1526,1703,-156,745,1332,1041,530,3246,2140,1332,314,3123,2278,1200,73,5168,2997,2794,851,5177,2775,1320,3989,2539,
净利润(扣除非经常性损益后)(万元),--,612,--,1273,--,1089,--,393,--,890,--,3206,--,1266,--,2951,--,1179,--,4730,--,2396,932,4654,--,943,3227,2554,
经营活动产生的现金流量净额(万元),-3022,208,-367,3488,3351,-776,-962,-116,-2430,-2471,-2078,1706,-2491,-836,-2586,2838,72,-1233,-2982,-1917,-3012,-2605,-1605,3907,150,-1221,2392,3876,
现金及现金等价物净增加额(万元),-9961,45,4286,767,697,5500,888,623,-3483,-3528,-3297,-4668,-7745,-2550,-3811,-2464,-3524,-3838,-4201,62875,63723,79101,-1726,794,-1962,-1471,-2653,2719,
总资产(万元),112167,119756,122450,118066,119760,122107,116833,120720,119296,119071,116506,117282,116667,117993,114312,115301,112771,110915,108446,108856,104912,112687,28977,27916,--,0,23502,30263,
流动资产(万元),78444,85635,88106,83256,84431,94241,88309,90877,89566,89222,87098,88849,88282,90212,86973,88813,93428,92539,91528,92931,92009,100486,17265,16584,--,--,14634,22439,
总负债(万元),5366,13068,14879,10338,12413,14558,9965,12209,10213,10304,8569,9706,10407,9385,6697,8037,6462,5935,4723,5222,4685,11120,10452,10200,--,--,10754,15033,
流动负债(万元),4409,12111,14003,9461,11596,13741,8982,11196,9416,9415,7652,8761,9534,8484,5768,7080,5287,5732,4491,4962,4406,10813,9127,8847,--,--,7815,12514,
股东权益不含少数股东权益(万元),106802,106689,107570,107728,106926,107103,106286,106474,107063,106771,106259,105731,104625,106997,105979,105665,104803,103725,102575,102509,99737,101084,18040,17257,--,0,12515,8601,
净资产收益率加权(%),0.71,0.61,-0.15,1.82,1.42,1.59,-0.15,0.76,1.25,0.98,0.45,3.03,2,1.26,0.3,3,2.17,1.16,0.07,6.96,--,6.12,0,34.28,--,0,37.65,32.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
