报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-0.16,-0.09,-0.06,-0.08,0,0.04,-0.04,0.15,0.13,0.09,-0.09,0.52,0.5,0.8,0.56,0.68,0.37,0.07,
每股净资产(元),2.73,2.8,2.82,2.88,2.97,4.54,4.43,4.48,4.45,4.41,6.9,6.99,6.96,3.66,3.4,2.83,3.03,2.26,
每股经营活动产生的现金流量净额(元),0.01,0.01,0.15,-0,-0.02,-0.03,0.02,-0.04,-0.12,-0.15,-0.08,-0.51,-1.02,0.04,0.09,0.16,1.05,-0.05,
主营业务收入(万元),8133,3661,170,12841,9698,8397,1120,21816,16814,11035,547,27944,22529,29929,21046,25576,21899,12720,
主营业务利润(万元),1769,1209,39,4699,4470,3843,345,9431,7070,4429,96,12432,10341,12149,8600,11166,7411,3299,
营业利润(万元),-3963,-2273,-1488,-2586,-432,639,-646,2906,2318,1650,-941,5218,4547,6554,4392,5695,2607,546,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-36,--,--,
营业外收支净额(万元),144,109,38,535,636,630,6,85,24,14,5,233,112,610,599,42,202,13,
利润总额(万元),-3819,-2163,-1450,-2051,205,1269,-640,2991,2341,1664,-935,5451,4659,7164,4991,5737,2809,558,
净利润(万元),-3816,-2128,-1480,-2013,108,1039,-677,2475,2069,1416,-952,4496,4018,6041,4213,4763,2338,435,
净利润(扣除非经常性损益后)(万元),--,-2218,--,-2465,--,504,--,2403,--,1404,--,4297,3923,5579,3763,4758,2166,424,
经营活动产生的现金流量净额(万元),305,297,3726,-24,-595,-475,361,-604,-1987,-2364,-844,-5151,-10244,276,700,1241,3338,-173,
现金及现金等价物净增加额(万元),-562,-259,-74,-13265,-10191,-4978,-2922,-6463,-7738,-6793,-4465,16696,25050,-3215,-2139,198,6817,1,
总资产(万元),90690,90406,90122,90460,95048,98325,97705,97253,89714,86154,81741,87007,86606,49352,46794,39273,26194,12478,
流动资产(万元),36753,36153,38501,39127,46895,52652,54494,57879,56089,52892,48861,55370,65058,29450,31783,30210,23146,9923,
总负债(万元),23279,21257,20287,19141,21785,24015,25099,24581,17752,14844,12395,16708,16659,21728,21198,17909,16531,5273,
流动负债(万元),23025,20998,20023,18872,16230,17955,19063,18540,13006,11259,10838,15145,9159,17644,14108,12303,13417,5073,
股东权益不含少数股东权益(万元),65750,67436,68084,69564,71681,73015,71298,71975,71562,70910,69347,70299,69946,27624,25596,21364,9603,7146,
净资产收益率加权(%),-5.64,-3.11,-2.15,-2.84,0.15,1.43,-0.95,3.48,2.9,1.99,-1.36,9.82,10.54,24.77,17.95,28.75,27.92,6.27,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
