报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.03,0,-0.03,0.03,-0.04,-0.02,-0.02,0.04,0.03,0.06,0.02,-0.7,-0.26,-0.33,0.01,0.07,0.19,0.26,0.12,0.53,0.3,0.16,0.25,0.15,0.23,0.16,
每股净资产(元),1.08,1.06,1.05,1.08,1,1.02,1.02,1.04,1.03,2.27,2.24,2.21,2.66,2.59,2.93,2.93,3.04,3.11,3.37,3.26,3.15,1.51,1.35,--,1.25,1.13,
每股经营活动产生的现金流量净额(元),0.11,0.17,0,0.1,0.01,0.01,0.02,0.06,0.08,0.15,0.03,0.8,-0.1,-0.07,0.05,0.23,-0.38,-0.06,0.03,0.47,0.38,0.39,0.18,--,-0.4,-1.35,
主营业务收入(万元),105222,72616,22570,164390,86492,68276,31608,112292,79853,51740,25547,122601,113040,61263,23527,193865,170071,124776,53886,232854,166844,102534,101672,61493,108595,33750,
主营业务利润(万元),21882,14144,3862,28519,15830,11096,5415,18328,12907,7651,3578,10670,8939,1579,1972,29021,29548,20376,9636,50421,36614,22557,22783,12408,18271,4013,
营业利润(万元),2619,30,-3526,3303,-4842,-2177,-1923,3018,2522,2789,1007,-37411,-16547,-20199,1576,1641,11482,15846,7609,27950,17567,8550,11707,6890,7508,953,
投资收益(万元),1385,5322,4940,-64,101,-153,730,6212,4906,3487,2126,7325,6510,7432,8152,8928,3664,-221,--,-2299,-3011,0,-752,144,7,0,
营业外收支净额(万元),263,220,70,588,383,163,102,1089,702,201,51,2698,1678,768,39,1981,447,-91,-58,1043,202,60,196,298,0,0,
利润总额(万元),2882,250,-3457,3891,-4459,-2014,-1821,4108,3223,2990,1058,-34713,-14869,-19431,1615,3622,11930,15755,7551,28993,17769,8610,11903,7187,7642,1089,
净利润(万元),2813,199,-3457,3747,-4604,-2159,-1804,4061,3167,2937,1062,-35723,-13289,-16820,586,3484,9731,13195,6273,25131,15474,7434,10334,6224,7493,1089,
净利润(扣除非经常性损益后)(万元),--,-1463,--,2635,--,-2110,--,550,--,-1666,--,-36388,--,-11944,--,-9302,--,11677,--,18326,--,6723,10567,--,7344,937,
经营活动产生的现金流量净额(万元),12165,19444,322,11360,613,1509,2064,6982,8759,7491,1426,40472,-5224,-3814,2420,11572,-19273,-3060,1599,23702,19360,17746,8239,1369,-13196,-12382,
现金及现金等价物净增加额(万元),941,3677,2848,-22321,-18779,-15220,-1403,-163,-15333,-6309,-1968,15053,4882,13970,106,-34229,-31716,-17198,-22220,26089,56717,-2342,5051,-1601,11828,1151,
总资产(万元),323186,318164,308805,315390,310756,298719,294957,287386,286160,289761,291198,303744,349719,357228,353971,354975,351247,337362,285441,281124,293119,199645,191501,--,160465,55516,
流动资产(万元),153241,146411,134559,133448,123474,103030,100640,91483,78570,96076,97227,99579,173890,162429,161524,162144,205281,199632,175308,181051,230269,134204,127162,--,125088,43136,
总负债(万元),202231,199689,190794,194573,198376,183997,180756,171322,170677,174178,177167,191015,214176,225516,204802,206013,196718,179299,114036,115243,132896,130612,129843,--,119469,45184,
流动负债(万元),169757,167925,158542,159442,130331,114564,111848,113335,116059,119564,119240,134811,149243,168964,180373,185730,192758,174147,108998,108282,120996,113731,111043,--,93980,37184,
股东权益不含少数股东权益(万元),120909,118438,117975,120778,112343,114680,114176,116027,115435,115548,113997,112690,135499,131683,149170,148962,154529,158063,171405,165881,160223,69033,61658,--,40997,10331,
净资产收益率加权(%),2.36,0.17,-2.9,3.16,-4.03,-1.87,-1.57,3.55,2.77,2.57,0.94,-27.31,-9.34,-11.97,0.39,2.21,5.94,7.65,3.72,22.64,--,11.37,19.31,--,21.12,14.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
